 ID,PARAM,dateTime,Premiere-Chute,SYM
02JB021,1,2025/07/11,585,
02JB021,1,2025/07/12,578,
02JB021,1,2025/07/13,546,
02JB021,1,2025/07/14,518,
02JB021,1,2025/07/15,509,
02JB021,1,2025/07/16,497,
02JB021,1,2025/07/17,502,
02JB021,1,2025/07/18,447,
02JB021,1,2025/07/19,407,
02JB021,1,2025/07/20,406,
02JB021,1,2025/07/21,415,
02JB021,1,2025/07/22,400,
02JB021,1,2025/07/23,417,
02JB021,1,2025/07/24,399,
02JB021,1,2025/07/25,415,
02JB021,1,2025/07/26,406,
02JB021,1,2025/07/27,401,
02JB021,1,2025/07/28,408,
02JB021,1,2025/07/29,408,
02JB021,1,2025/07/30,414,
02JB021,1,2025/07/31,404,
02JB021,1,2025/08/01,403,
02JB021,1,2025/08/02,415,
02JB021,1,2025/08/03,414,
02JB021,1,2025/08/04,412,
02JB021,1,2025/08/05,405,
02JB021,1,2025/08/06,400,
02JB021,1,2025/08/07,399,
02JB021,1,2025/08/08,388,
02JB021,1,2025/08/09,392,
02JB021,1,2025/08/10,393,
02JB021,1,2025/08/11,398,
02JB021,1,2025/08/12,396,
02JB021,1,2025/08/13,396,
02JB021,1,2025/08/14,387,
02JB021,1,2025/08/15,336,
02JB021,1,2025/08/16,319,
02JB021,1,2025/08/17,296,
02JB021,1,2025/08/18,301,
02JB021,1,2025/08/19,291,
02JB021,1,2025/08/20,299,
02JB021,1,2025/08/21,299,
02JB021,1,2025/08/22,301,
02JB021,1,2025/08/23,297,
02JB021,1,2025/08/24,307,
02JB021,1,2025/08/25,289,
02JB021,1,2025/08/26,308,
02JB021,1,2025/08/27,305,
02JB021,1,2025/08/28,303,
02JB021,1,2025/08/29,307,
02JB021,1,2025/08/30,292,
02JB021,1,2025/08/31,316,
02JB021,1,2025/09/01,298,
02JB021,1,2025/09/02,330,
02JB021,1,2025/09/03,381,
02JB021,1,2025/09/04,361,
02JB021,1,2025/09/05,384,
02JB021,1,2025/09/06,324,
02JB021,1,2025/09/07,296,
02JB021,1,2025/09/08,284,
02JB021,1,2025/09/09,291,
02JB021,1,2025/09/10,290,
02JB021,1,2025/09/11,290,
02JB021,1,2025/09/12,289,
02JB021,1,2025/09/13,279,
02JB021,1,2025/09/14,294,
02JB021,1,2025/09/15,286,
02JB021,1,2025/09/16,289,
02JB021,1,2025/09/17,278,
02JB021,1,2025/09/18,284,
02JB021,1,2025/09/19,277,
02JB021,1,2025/09/20,300,
02JB021,1,2025/09/21,285,
02JB021,1,2025/09/22,295,
02JB021,1,2025/09/23,290,
02JB021,1,2025/09/24,282,
02JB021,1,2025/09/25,289,
02JB021,1,2025/09/26,280,
02JB021,1,2025/09/27,285,
02JB021,1,2025/09/28,292,
02JB021,1,2025/09/29,287,
02JB021,1,2025/09/30,295,
02JB021,1,2025/10/01,297,
02JB021,1,2025/10/02,302,
02JB021,1,2025/10/03,303,
02JB021,1,2025/10/04,296,
02JB021,1,2025/10/05,347,
02JB021,1,2025/10/06,388,
02JB021,1,2025/10/07,370,
02JB021,1,2025/10/08,361,
02JB021,1,2025/10/09,376,
02JB021,1,2025/10/10,384,
02JB021,1,2025/10/11,372,
02JB021,1,2025/10/12,368,
02JB021,1,2025/10/13,363,
02JB021,1,2025/10/14,382,
02JB021,1,2025/10/15,370,
02JB021,1,2025/10/16,365,
02JB021,1,2025/10/17,404,
02JB021,1,2025/10/18,427,
02JB021,1,2025/10/19,426,
02JB021,1,2025/10/20,427,
02JB021,1,2025/10/21,429,
02JB021,1,2025/10/22,423,
02JB021,1,2025/10/23,427,
02JB021,1,2025/10/24,417,
02JB021,1,2025/10/25,419,
02JB021,1,2025/10/26,411,
02JB021,1,2025/10/27,414,
02JB021,1,2025/10/28,396,
02JB021,1,2025/10/29,397,
02JB021,1,2025/10/30,387,
02JB021,1,2025/10/31,395,
02JB021,1,2025/11/01,380,
02JB021,1,2025/11/02,340,
02JB021,1,2025/11/03,336,
02JB021,1,2025/11/04,326,
02JB021,1,2025/11/05,350,
02JB021,1,2025/11/06,357,
02JB021,1,2025/11/07,365,
02JB021,1,2025/11/08,380,
02JB021,1,2025/11/09,421,
02JB021,1,2025/11/10,421,
02JB021,1,2025/11/11,408,
02JB021,1,2025/11/12,406,
02JB021,1,2025/11/13,417,
02JB021,1,2025/11/14,436,
02JB021,1,2025/11/15,425,
02JB021,1,2025/11/16,426,
02JB021,1,2025/11/17,429,
02JB021,1,2025/11/18,423,
02JB021,1,2025/11/19,429,
02JB021,1,2025/11/20,430,
02JB021,1,2025/11/21,428,
02JB021,1,2025/11/22,422,
02JB021,1,2025/11/23,417,
02JB021,1,2025/11/24,422,
02JB021,1,2025/11/25,422,
02JB021,1,2025/11/26,418,
02JB021,1,2025/11/27,427,
02JB021,1,2025/11/28,422,
02JB021,1,2025/11/29,417,
02JB021,1,2025/11/30,419,
02JB021,1,2025/12/01,414,
02JB021,1,2025/12/02,410,
02JB021,1,2025/12/03,407,
02JB021,1,2025/12/04,403,
02JB021,1,2025/12/05,423,
02JB021,1,2025/12/06,428,
02JB021,1,2025/12/07,419,
02JB021,1,2025/12/08,417,
02JB021,1,2025/12/09,427,
02JB021,1,2025/12/10,420,
02JB021,1,2025/12/11,423,
02JB021,1,2025/12/12,422,
02JB021,1,2025/12/13,424,
02JB021,1,2025/12/14,417,
02JB021,1,2025/12/15,415,
02JB021,1,2025/12/16,416,
02JB021,1,2025/12/17,418,
02JB021,1,2025/12/18,412,
02JB021,1,2025/12/19,416,
02JB021,1,2025/12/20,415,
02JB021,1,2025/12/21,409,
02JB021,1,2025/12/22,414,
02JB021,1,2025/12/23,406,
02JB021,1,2025/12/24,411,
02JB021,1,2025/12/25,423,
02JB021,1,2025/12/26,395,
02JB021,1,2025/12/27,422,
02JB021,1,2025/12/28,422,
02JB021,1,2025/12/29,441,
02JB021,1,2025/12/30,434,
02JB021,1,2025/12/31,440,
02JB021,1,2035/01/01,465,
02JB021,1,2035/01/02,459,
02JB021,1,2035/01/03,458,
02JB021,1,2035/01/04,466,
02JB021,1,2035/01/05,482,
02JB021,1,2035/01/06,528,
02JB021,1,2035/01/07,506,
02JB021,1,2035/01/08,502,
02JB021,1,2035/01/09,502,
02JB021,1,2035/01/10,502,
02JB021,1,2035/01/11,481,
02JB021,1,2035/01/12,483,
02JB021,1,2035/01/13,485,
02JB021,1,2035/01/14,519,
02JB021,1,2035/01/15,513,
02JB021,1,2035/01/16,517,
02JB021,1,2035/01/17,506,
02JB021,1,2035/01/18,488,
02JB021,1,2035/01/19,486,
02JB021,1,2035/01/20,479,
02JB021,1,2035/01/21,502,
02JB021,1,2035/01/22,517,
02JB021,1,2035/01/23,511,
02JB021,1,2035/01/24,495,
02JB021,1,2035/01/25,485,
02JB021,1,2035/01/26,476,
02JB021,1,2035/01/27,475,
02JB021,1,2035/01/28,467,
02JB021,1,2035/01/29,466,
02JB021,1,2035/01/30,460,
02JB021,1,2035/01/31,466,
02JB021,1,2035/02/01,509,
02JB021,1,2035/02/02,493,
02JB021,1,2035/02/03,491,
02JB021,1,2035/02/04,468,
02JB021,1,2035/02/05,470,
02JB021,1,2035/02/06,465,
02JB021,1,2035/02/07,454,
02JB021,1,2035/02/08,458,
02JB021,1,2035/02/09,438,
02JB021,1,2035/02/10,430,
02JB021,1,2035/02/11,432,
02JB021,1,2035/02/12,425,
02JB021,1,2035/02/13,419,
02JB021,1,2035/02/14,434,
02JB021,1,2035/02/15,438,
02JB021,1,2035/02/16,415,
02JB021,1,2035/02/17,415,
02JB021,1,2035/02/18,421,
02JB021,1,2035/02/19,407,
02JB021,1,2035/02/20,409,
02JB021,1,2035/02/21,429,
02JB021,1,2035/02/22,417,
02JB021,1,2035/02/23,415,
02JB021,1,2035/02/24,417,
02JB021,1,2035/02/25,406,
02JB021,1,2035/02/26,413,
02JB021,1,2035/02/27,402,
02JB021,1,2035/02/28,421,
02JB021,1,2035/03/01,452,
02JB021,1,2035/03/02,443,
02JB021,1,2035/03/03,437,
02JB021,1,2035/03/04,428,
02JB021,1,2035/03/05,422,
02JB021,1,2035/03/06,421,
02JB021,1,2035/03/07,424,
02JB021,1,2035/03/08,446,
02JB021,1,2035/03/09,450,
02JB021,1,2035/03/10,451,
02JB021,1,2035/03/11,472,
02JB021,1,2035/03/12,464,
02JB021,1,2035/03/13,466,
02JB021,1,2035/03/14,415,
02JB021,1,2035/03/15,420,
02JB021,1,2035/03/16,421,
02JB021,1,2035/03/17,411,
02JB021,1,2035/03/18,395,
02JB021,1,2035/03/19,379,
02JB021,1,2035/03/20,361,
02JB021,1,2035/03/21,346,
02JB021,1,2035/03/22,329,
02JB021,1,2035/03/23,320,
02JB021,1,2035/03/24,301,
02JB021,1,2035/03/25,294,
02JB021,1,2035/03/26,275,
02JB021,1,2035/03/27,267,
02JB021,1,2035/03/28,255,
02JB021,1,2035/03/29,245,
02JB021,1,2035/03/30,234,
02JB021,1,2035/03/31,235,
02JB021,1,2035/04/01,221,
02JB021,1,2035/04/02,222,
02JB021,1,2035/04/03,208,
02JB021,1,2035/04/04,213,
02JB021,1,2035/04/05,200,
02JB021,1,2035/04/06,205,
02JB021,1,2035/04/07,194,
02JB021,1,2035/04/08,197,
02JB021,1,2035/04/09,194,
02JB021,1,2035/04/10,193,
02JB021,1,2035/04/11,195,
02JB021,1,2035/04/12,198,
02JB021,1,2035/04/13,204,
02JB021,1,2035/04/14,194,
02JB021,1,2035/04/15,226,
02JB021,1,2035/04/16,270,
02JB021,1,2035/04/17,267,
02JB021,1,2035/04/18,289,
02JB021,1,2035/04/19,314,
02JB021,1,2035/04/20,338,
02JB021,1,2035/04/21,344,
02JB021,1,2035/04/22,359,
02JB021,1,2035/04/23,349,
02JB021,1,2035/04/24,363,
02JB021,1,2035/04/25,348,
02JB021,1,2035/04/26,339,
02JB021,1,2035/04/27,350,
02JB021,1,2035/04/28,352,
02JB021,1,2035/04/29,342,
02JB021,1,2035/04/30,328,
02JB021,1,2035/05/01,361,
02JB021,1,2035/05/02,362,
02JB021,1,2035/05/03,330,
02JB021,1,2035/05/04,328,
02JB021,1,2035/05/05,314,
02JB021,1,2035/05/06,299,
02JB021,1,2035/05/07,320,
02JB021,1,2035/05/08,318,
02JB021,1,2035/05/09,314,
02JB021,1,2035/05/10,304,
02JB021,1,2035/05/11,297,
02JB021,1,2035/05/12,287,
02JB021,1,2035/05/13,280,
02JB021,1,2035/05/14,283,
02JB021,1,2035/05/15,293,
02JB021,1,2035/05/16,301,
02JB021,1,2035/05/17,292,
02JB021,1,2035/05/18,283,
02JB021,1,2035/05/19,265,
02JB021,1,2035/05/20,321,
02JB021,1,2035/05/21,348,
02JB021,1,2035/05/22,354,
02JB021,1,2035/05/23,351,
02JB021,1,2035/05/24,359,
02JB021,1,2035/05/25,350,
02JB021,1,2035/05/26,356,
02JB021,1,2035/05/27,344,
02JB021,1,2035/05/28,332,
02JB021,1,2035/05/29,323,
02JB021,1,2035/05/30,310,
02JB021,1,2035/05/31,295,
02JB021,1,2035/06/01,297,
02JB021,1,2035/06/02,300,
02JB021,1,2035/06/03,315,
02JB021,1,2035/06/04,336,
02JB021,1,2035/06/05,346,
02JB021,1,2035/06/06,322,
02JB021,1,2035/06/07,318,
02JB021,1,2035/06/08,301,
02JB021,1,2035/06/09,301,
02JB021,1,2035/06/10,304,
02JB021,1,2035/06/11,305,
02JB021,1,2035/06/12,314,
02JB021,1,2035/06/13,303,
02JB021,1,2035/06/14,316,
02JB021,1,2035/06/15,312,
02JB021,1,2035/06/16,300,
02JB021,1,2035/06/17,323,
02JB021,1,2035/06/18,327,
02JB021,1,2035/06/19,328,
02JB021,1,2035/06/20,327,
02JB021,1,2035/06/21,331,
02JB021,1,2035/06/22,333,
02JB021,1,2035/06/23,333,
02JB021,1,2035/06/24,338,
02JB021,1,2035/06/25,348,
02JB021,1,2035/06/26,371,
02JB021,1,2035/06/27,369,
02JB021,1,2035/06/28,384,
02JB021,1,2035/06/29,439,
02JB021,1,2035/06/30,448,
02JB021,1,2035/07/01,446,
02JB021,1,2035/07/02,448,
02JB021,1,2035/07/03,448,
02JB021,1,2035/07/04,428,
02JB021,1,2035/07/05,437,
02JB021,1,2035/07/06,440,
02JB021,1,2035/07/07,498,
02JB021,1,2035/07/08,585,
02JB021,1,2035/07/09,585,
02JB021,1,2035/07/10,599,
02JB021,1,2035/07/11,585,
02JB021,1,2035/07/12,578,
02JB021,1,2035/07/13,546,
02JB021,1,2035/07/14,518,
02JB021,1,2035/07/15,509,
02JB021,1,2035/07/16,497,
02JB021,1,2035/07/17,502,
02JB021,1,2035/07/18,447,
02JB021,1,2035/07/19,407,
02JB021,1,2035/07/20,406,
02JB021,1,2035/07/21,415,
02JB021,1,2035/07/22,400,
02JB021,1,2035/07/23,417,
02JB021,1,2035/07/24,399,
02JB021,1,2035/07/25,415,
02JB021,1,2035/07/26,406,
02JB021,1,2035/07/27,401,
02JB021,1,2035/07/28,408,
02JB021,1,2035/07/29,408,
02JB021,1,2035/07/30,414,
02JB021,1,2035/07/31,404,
02JB021,1,2035/08/01,403,
02JB021,1,2035/08/02,415,
02JB021,1,2035/08/03,414,
02JB021,1,2035/08/04,412,
02JB021,1,2035/08/05,405,
02JB021,1,2035/08/06,400,
02JB021,1,2035/08/07,399,
02JB021,1,2035/08/08,388,
02JB021,1,2035/08/09,392,
02JB021,1,2035/08/10,393,
02JB021,1,2035/08/11,398,
02JB021,1,2035/08/12,396,
02JB021,1,2035/08/13,396,
02JB021,1,2035/08/14,387,
02JB021,1,2035/08/15,336,
02JB021,1,2035/08/16,319,
02JB021,1,2035/08/17,296,
02JB021,1,2035/08/18,301,
02JB021,1,2035/08/19,291,
02JB021,1,2035/08/20,299,
02JB021,1,2035/08/21,299,
02JB021,1,2035/08/22,301,
02JB021,1,2035/08/23,297,
02JB021,1,2035/08/24,307,
02JB021,1,2035/08/25,289,
02JB021,1,2035/08/26,308,
02JB021,1,2035/08/27,305,
02JB021,1,2035/08/28,303,
02JB021,1,2035/08/29,307,
02JB021,1,2035/08/30,292,
02JB021,1,2035/08/31,316,
02JB021,1,2035/09/01,298,
02JB021,1,2035/09/02,330,
02JB021,1,2035/09/03,381,
02JB021,1,2035/09/04,361,
02JB021,1,2035/09/05,384,
02JB021,1,2035/09/06,324,
02JB021,1,2035/09/07,296,
02JB021,1,2035/09/08,284,
02JB021,1,2035/09/09,291,
02JB021,1,2035/09/10,290,
02JB021,1,2035/09/11,290,
02JB021,1,2035/09/12,289,
02JB021,1,2035/09/13,279,
02JB021,1,2035/09/14,294,
02JB021,1,2035/09/15,286,
02JB021,1,2035/09/16,289,
02JB021,1,2035/09/17,278,
02JB021,1,2035/09/18,284,
02JB021,1,2035/09/19,277,
02JB021,1,2035/09/20,300,
02JB021,1,2035/09/21,285,
02JB021,1,2035/09/22,295,
02JB021,1,2035/09/23,290,
02JB021,1,2035/09/24,282,
02JB021,1,2035/09/25,289,
02JB021,1,2035/09/26,280,
02JB021,1,2035/09/27,285,
02JB021,1,2035/09/28,292,
02JB021,1,2035/09/29,287,
02JB021,1,2035/09/30,295,
02JB021,1,2035/10/01,297,
02JB021,1,2035/10/02,302,
02JB021,1,2035/10/03,303,
02JB021,1,2035/10/04,296,
02JB021,1,2035/10/05,347,
02JB021,1,2035/10/06,388,
02JB021,1,2035/10/07,370,
02JB021,1,2035/10/08,361,
02JB021,1,2035/10/09,376,
02JB021,1,2035/10/10,384,
02JB021,1,2035/10/11,372,
02JB021,1,2035/10/12,368,
02JB021,1,2035/10/13,363,
02JB021,1,2035/10/14,382,
02JB021,1,2035/10/15,370,
02JB021,1,2035/10/16,365,
02JB021,1,2035/10/17,404,
02JB021,1,2035/10/18,427,
02JB021,1,2035/10/19,426,
02JB021,1,2035/10/20,427,
02JB021,1,2035/10/21,429,
02JB021,1,2035/10/22,423,
02JB021,1,2035/10/23,427,
02JB021,1,2035/10/24,417,
02JB021,1,2035/10/25,419,
02JB021,1,2035/10/26,411,
02JB021,1,2035/10/27,414,
02JB021,1,2035/10/28,396,
02JB021,1,2035/10/29,397,
02JB021,1,2035/10/30,387,
02JB021,1,2035/10/31,395,
02JB021,1,2035/11/01,380,
02JB021,1,2035/11/02,340,
02JB021,1,2035/11/03,336,
02JB021,1,2035/11/04,326,
02JB021,1,2035/11/05,350,
02JB021,1,2035/11/06,357,
02JB021,1,2035/11/07,365,
02JB021,1,2035/11/08,380,
02JB021,1,2035/11/09,421,
02JB021,1,2035/11/10,421,
02JB021,1,2035/11/11,408,
02JB021,1,2035/11/12,406,
02JB021,1,2035/11/13,417,
02JB021,1,2035/11/14,436,
02JB021,1,2035/11/15,425,
02JB021,1,2035/11/16,426,
02JB021,1,2035/11/17,429,
02JB021,1,2035/11/18,423,
02JB021,1,2035/11/19,429,
02JB021,1,2035/11/20,430,
02JB021,1,2035/11/21,428,
02JB021,1,2035/11/22,422,
02JB021,1,2035/11/23,417,
02JB021,1,2035/11/24,422,
02JB021,1,2035/11/25,422,
02JB021,1,2035/11/26,418,
02JB021,1,2035/11/27,427,
02JB021,1,2035/11/28,422,
02JB021,1,2035/11/29,417,
02JB021,1,2035/11/30,419,
02JB021,1,2035/12/01,414,
02JB021,1,2035/12/02,410,
02JB021,1,2035/12/03,407,
02JB021,1,2035/12/04,403,
02JB021,1,2035/12/05,423,
02JB021,1,2035/12/06,428,
02JB021,1,2035/12/07,419,
02JB021,1,2035/12/08,417,
02JB021,1,2035/12/09,427,
02JB021,1,2035/12/10,420,
02JB021,1,2035/12/11,423,
02JB021,1,2035/12/12,422,
02JB021,1,2035/12/13,424,
02JB021,1,2035/12/14,417,
02JB021,1,2035/12/15,415,
02JB021,1,2035/12/16,416,
02JB021,1,2035/12/17,418,
02JB021,1,2035/12/18,412,
02JB021,1,2035/12/19,416,
02JB021,1,2035/12/20,415,
02JB021,1,2035/12/21,409,
02JB021,1,2035/12/22,414,
02JB021,1,2035/12/23,406,
02JB021,1,2035/12/24,411,
02JB021,1,2035/12/25,423,
02JB021,1,2035/12/26,395,
02JB021,1,2035/12/27,422,
02JB021,1,2035/12/28,422,
02JB021,1,2035/12/29,441,
02JB021,1,2035/12/30,434,
02JB021,1,2035/12/31,440,
02JB021,1,2050/01/01,465,
02JB021,1,2050/01/02,459,
02JB021,1,2050/01/03,458,
02JB021,1,2050/01/04,466,
02JB021,1,2050/01/05,482,
02JB021,1,2050/01/06,528,
02JB021,1,2050/01/07,506,
02JB021,1,2050/01/08,502,
02JB021,1,2050/01/09,502,
02JB021,1,2050/01/10,502,
02JB021,1,2050/01/11,481,
02JB021,1,2050/01/12,483,
02JB021,1,2050/01/13,485,
02JB021,1,2050/01/14,519,
02JB021,1,2050/01/15,513,
02JB021,1,2050/01/16,517,
02JB021,1,2050/01/17,506,
02JB021,1,2050/01/18,488,
02JB021,1,2050/01/19,486,
02JB021,1,2050/01/20,479,
02JB021,1,2050/01/21,502,
02JB021,1,2050/01/22,517,
02JB021,1,2050/01/23,511,
02JB021,1,2050/01/24,495,
02JB021,1,2050/01/25,485,
02JB021,1,2050/01/26,476,
02JB021,1,2050/01/27,475,
02JB021,1,2050/01/28,467,
02JB021,1,2050/01/29,466,
02JB021,1,2050/01/30,460,
02JB021,1,2050/01/31,466,
02JB021,1,2050/02/01,509,
02JB021,1,2050/02/02,493,
02JB021,1,2050/02/03,491,
02JB021,1,2050/02/04,468,
02JB021,1,2050/02/05,470,
02JB021,1,2050/02/06,465,
02JB021,1,2050/02/07,454,
02JB021,1,2050/02/08,458,
02JB021,1,2050/02/09,438,
02JB021,1,2050/02/10,430,
02JB021,1,2050/02/11,432,
02JB021,1,2050/02/12,425,
02JB021,1,2050/02/13,419,
02JB021,1,2050/02/14,434,
02JB021,1,2050/02/15,438,
02JB021,1,2050/02/16,415,
02JB021,1,2050/02/17,415,
02JB021,1,2050/02/18,421,
02JB021,1,2050/02/19,407,
02JB021,1,2050/02/20,409,
02JB021,1,2050/02/21,429,
02JB021,1,2050/02/22,417,
02JB021,1,2050/02/23,415,
02JB021,1,2050/02/24,417,
02JB021,1,2050/02/25,406,
02JB021,1,2050/02/26,413,
02JB021,1,2050/02/27,402,
02JB021,1,2050/02/28,421,
02JB021,1,2050/03/01,452,
02JB021,1,2050/03/02,443,
02JB021,1,2050/03/03,437,
02JB021,1,2050/03/04,428,
02JB021,1,2050/03/05,422,
02JB021,1,2050/03/06,421,
02JB021,1,2050/03/07,424,
02JB021,1,2050/03/08,446,
02JB021,1,2050/03/09,450,
02JB021,1,2050/03/10,451,
02JB021,1,2050/03/11,472,
02JB021,1,2050/03/12,464,
02JB021,1,2050/03/13,466,
02JB021,1,2050/03/14,415,
02JB021,1,2050/03/15,420,
02JB021,1,2050/03/16,421,
02JB021,1,2050/03/17,411,
02JB021,1,2050/03/18,395,
02JB021,1,2050/03/19,379,
02JB021,1,2050/03/20,361,
02JB021,1,2050/03/21,346,
02JB021,1,2050/03/22,329,
02JB021,1,2050/03/23,320,
02JB021,1,2050/03/24,301,
02JB021,1,2050/03/25,294,
02JB021,1,2050/03/26,275,
02JB021,1,2050/03/27,267,
02JB021,1,2050/03/28,255,
02JB021,1,2050/03/29,245,
02JB021,1,2050/03/30,234,
02JB021,1,2050/03/31,235,
