 ID,PARAM,dateTime,Bryson,SYM
02KC017,1,2050/04/01,392,
02KC017,1,2050/04/02,394,
02KC017,1,2050/04/03,378,
02KC017,1,2050/04/04,371,
02KC017,1,2050/04/05,374,
02KC017,1,2050/04/06,381,
02KC017,1,2050/04/07,389,
02KC017,1,2050/04/08,377,
02KC017,1,2050/04/09,381,
02KC017,1,2050/04/10,392,
02KC017,1,2050/04/11,410,
02KC017,1,2050/04/12,422,
02KC017,1,2050/04/13,402,
02KC017,1,2050/04/14,406,
02KC017,1,2050/04/15,415,
02KC017,1,2050/04/16,406,
02KC017,1,2050/04/17,421,
02KC017,1,2050/04/18,420,
02KC017,1,2050/04/19,415,
02KC017,1,2050/04/20,408,
02KC017,1,2050/04/21,403,
02KC017,1,2050/04/22,397,
02KC017,1,2050/04/23,384,
02KC017,1,2050/04/24,384,
02KC017,1,2050/04/25,389,
02KC017,1,2050/04/26,406,
02KC017,1,2050/04/27,391,
02KC017,1,2050/04/28,416,
02KC017,1,2050/04/29,394,
02KC017,1,2050/04/30,398,
02KC017,1,2050/05/01,394,
02KC017,1,2050/05/02,393,
02KC017,1,2050/05/03,393,
02KC017,1,2050/05/04,383,
02KC017,1,2050/05/05,384,
02KC017,1,2050/05/06,388,
02KC017,1,2050/05/07,370,
02KC017,1,2050/05/08,378,
02KC017,1,2050/05/09,372,
02KC017,1,2050/05/10,373,
02KC017,1,2050/05/11,369,
02KC017,1,2050/05/12,371,
02KC017,1,2050/05/13,373,
02KC017,1,2050/05/14,368,
02KC017,1,2050/05/15,367,
02KC017,1,2050/05/16,357,
02KC017,1,2050/05/17,360,
02KC017,1,2050/05/18,370,
02KC017,1,2050/05/19,350,
02KC017,1,2050/05/20,377,
02KC017,1,2050/05/21,367,
02KC017,1,2050/05/22,362,
02KC017,1,2050/05/23,358,
02KC017,1,2050/05/24,341,
02KC017,1,2050/05/25,318,
02KC017,1,2050/05/26,331,
02KC017,1,2050/05/27,329,
02KC017,1,2050/05/28,358,
02KC017,1,2050/05/29,364,
02KC017,1,2050/05/30,340,
02KC017,1,2050/05/31,321,
02KC017,1,2050/06/01,331,
02KC017,1,2050/06/02,356,
02KC017,1,2050/06/03,394,
02KC017,1,2050/06/04,389,
02KC017,1,2050/06/05,382,
02KC017,1,2050/06/06,380,
02KC017,1,2050/06/07,383,
02KC017,1,2050/06/08,383,
02KC017,1,2050/06/09,389,
02KC017,1,2050/06/10,392,
02KC017,1,2050/06/11,387,
02KC017,1,2050/06/12,393,
02KC017,1,2050/06/13,394,
02KC017,1,2050/06/14,394,
02KC017,1,2050/06/15,388,
02KC017,1,2050/06/16,395,
02KC017,1,2050/06/17,393,
02KC017,1,2050/06/18,395,
02KC017,1,2050/06/19,393,
02KC017,1,2050/06/20,405,
02KC017,1,2050/06/21,405,
02KC017,1,2050/06/22,399,
02KC017,1,2050/06/23,405,
02KC017,1,2050/06/24,416,
02KC017,1,2050/06/25,406,
02KC017,1,2050/06/26,406,
02KC017,1,2050/06/27,327,
02KC017,1,2050/06/28,342,
02KC017,1,2050/06/29,285,
02KC017,1,2050/06/30,282,
02KC017,1,2050/07/01,278,
02KC017,1,2050/07/02,278,
02KC017,1,2050/07/03,276,
02KC017,1,2050/07/04,277,
02KC017,1,2050/07/05,281,
02KC017,1,2050/07/06,281,
02KC017,1,2050/07/07,281,
02KC017,1,2050/07/08,283,
02KC017,1,2050/07/09,284,
02KC017,1,2050/07/10,287,
02KC017,1,2050/07/11,281,
02KC017,1,2050/07/12,279,
02KC017,1,2050/07/13,278,
02KC017,1,2050/07/14,280,
02KC017,1,2050/07/15,273,
02KC017,1,2050/07/16,276,
02KC017,1,2050/07/17,278,
02KC017,1,2050/07/18,277,
02KC017,1,2050/07/19,281,
02KC017,1,2050/07/20,277,
02KC017,1,2050/07/21,323,
02KC017,1,2050/07/22,383,
02KC017,1,2050/07/23,383,
02KC017,1,2050/07/24,400,
02KC017,1,2050/07/25,355,
02KC017,1,2050/07/26,282,
02KC017,1,2050/07/27,285,
02KC017,1,2050/07/28,285,
02KC017,1,2050/07/29,282,
02KC017,1,2050/07/30,287,
02KC017,1,2050/07/31,285,
02KC017,1,2050/08/01,281,
02KC017,1,2050/08/02,287,
02KC017,1,2050/08/03,285,
02KC017,1,2050/08/04,282,
02KC017,1,2050/08/05,288,
02KC017,1,2050/08/06,280,
02KC017,1,2050/08/07,281,
02KC017,1,2050/08/08,280,
02KC017,1,2050/08/09,284,
02KC017,1,2050/08/10,282,
02KC017,1,2050/08/11,284,
02KC017,1,2050/08/12,281,
02KC017,1,2050/08/13,280,
02KC017,1,2050/08/14,278,
02KC017,1,2050/08/15,286,
02KC017,1,2050/08/16,123,
02KC017,1,2050/08/17,69.0,
02KC017,1,2050/08/18,111,
02KC017,1,2050/08/19,435,
02KC017,1,2050/08/20,439,
02KC017,1,2050/08/21,440,
02KC017,1,2050/08/22,439,
02KC017,1,2050/08/23,433,
02KC017,1,2050/08/24,436,
02KC017,1,2050/08/25,423,
02KC017,1,2050/08/26,427,
02KC017,1,2050/08/27,427,
02KC017,1,2050/08/28,429,
02KC017,1,2050/08/29,426,
02KC017,1,2050/08/30,418,
02KC017,1,2050/08/31,425,
02KC017,1,2050/09/01,421,
02KC017,1,2050/09/02,420,
02KC017,1,2050/09/03,417,
02KC017,1,2050/09/04,421,
02KC017,1,2050/09/05,422,
02KC017,1,2050/09/06,417,
02KC017,1,2050/09/07,410,
02KC017,1,2050/09/08,409,
02KC017,1,2050/09/09,419,
02KC017,1,2050/09/10,419,
02KC017,1,2050/09/11,418,
02KC017,1,2050/09/12,420,
02KC017,1,2050/09/13,410,
02KC017,1,2050/09/14,377,
02KC017,1,2050/09/15,380,
02KC017,1,2050/09/16,371,
02KC017,1,2050/09/17,401,
02KC017,1,2050/09/18,413,
02KC017,1,2050/09/19,407,
02KC017,1,2050/09/20,414,
02KC017,1,2050/09/21,413,
02KC017,1,2050/09/22,410,
02KC017,1,2050/09/23,409,
02KC017,1,2050/09/24,411,
02KC017,1,2050/09/25,414,
02KC017,1,2050/09/26,406,
02KC017,1,2050/09/27,353,
02KC017,1,2050/09/28,327,
02KC017,1,2050/09/29,325,
02KC017,1,2050/09/30,323,
02KC017,1,2050/10/01,358,
02KC017,1,2050/10/02,387,
02KC017,1,2050/10/03,402,
02KC017,1,2050/10/04,328,
02KC017,1,2050/10/05,256,
02KC017,1,2050/10/06,256,
02KC017,1,2050/10/07,258,
02KC017,1,2050/10/08,263,
02KC017,1,2050/10/09,262,
02KC017,1,2050/10/10,260,
02KC017,1,2050/10/11,254,
02KC017,1,2050/10/12,255,
02KC017,1,2050/10/13,254,
02KC017,1,2050/10/14,252,
02KC017,1,2050/10/15,261,
02KC017,1,2050/10/16,256,
02KC017,1,2050/10/17,253,
02KC017,1,2050/10/18,256,
02KC017,1,2050/10/19,257,
02KC017,1,2050/10/20,261,
02KC017,1,2050/10/21,253,
02KC017,1,2050/10/22,252,
02KC017,1,2050/10/23,256,
02KC017,1,2050/10/24,254,
02KC017,1,2050/10/25,251,
02KC017,1,2050/10/26,252,
02KC017,1,2050/10/27,251,
02KC017,1,2050/10/28,245,
02KC017,1,2050/10/29,261,
02KC017,1,2050/10/30,262,
02KC017,1,2050/10/31,250,
02KC017,1,2050/11/01,249,
02KC017,1,2050/11/02,248,
02KC017,1,2050/11/03,247,
02KC017,1,2050/11/04,247,
02KC017,1,2050/11/05,249,
02KC017,1,2050/11/06,251,
02KC017,1,2050/11/07,249,
02KC017,1,2050/11/08,244,
02KC017,1,2050/11/09,246,
02KC017,1,2050/11/10,250,
02KC017,1,2050/11/11,247,
02KC017,1,2050/11/12,251,
02KC017,1,2050/11/13,248,
02KC017,1,2050/11/14,245,
02KC017,1,2050/11/15,244,
02KC017,1,2050/11/16,249,
02KC017,1,2050/11/17,249,
02KC017,1,2050/11/18,249,
02KC017,1,2050/11/19,249,
02KC017,1,2050/11/20,250,
02KC017,1,2050/11/21,251,
02KC017,1,2050/11/22,245,
02KC017,1,2050/11/23,243,
02KC017,1,2050/11/24,271,
02KC017,1,2050/11/25,375,
02KC017,1,2050/11/26,389,
02KC017,1,2050/11/27,383,
02KC017,1,2050/11/28,390,
02KC017,1,2050/11/29,319,
02KC017,1,2050/11/30,263,
02KC017,1,2050/12/01,299,
02KC017,1,2050/12/02,398,
02KC017,1,2050/12/03,397,
02KC017,1,2050/12/04,400,
02KC017,1,2050/12/05,380,
02KC017,1,2050/12/06,346,
02KC017,1,2050/12/07,368,
02KC017,1,2050/12/08,383,
02KC017,1,2050/12/09,418,
02KC017,1,2050/12/10,424,
02KC017,1,2050/12/11,400,
02KC017,1,2050/12/12,421,
02KC017,1,2050/12/13,420,
02KC017,1,2050/12/14,422,
02KC017,1,2050/12/15,423,
02KC017,1,2050/12/16,427,
02KC017,1,2050/12/17,417,
02KC017,1,2050/12/18,411,
02KC017,1,2050/12/19,423,
02KC017,1,2050/12/20,423,
02KC017,1,2050/12/21,425,
02KC017,1,2050/12/22,423,
02KC017,1,2050/12/23,424,
02KC017,1,2050/12/24,422,
02KC017,1,2050/12/25,422,
02KC017,1,2050/12/26,421,
02KC017,1,2050/12/27,417,
02KC017,1,2050/12/28,418,
02KC017,1,2050/12/29,411,
02KC017,1,2050/12/30,318,
02KC017,1,2050/12/31,373,
