 ID,PARAM,dateTime,Peribonka,SYM
02RC005,2,2025/09/14,440.57,
02RC005,2,2025/09/15,440.56,
02RC005,2,2025/09/16,440.47,
02RC005,2,2025/09/17,440.51,
02RC005,2,2025/09/18,440.57,
02RC005,2,2025/09/19,440.56,
02RC005,2,2025/09/20,440.58,
02RC005,2,2025/09/21,440.56,
02RC005,2,2025/09/22,440.54,
02RC005,2,2025/09/23,440.55,
02RC005,2,2025/09/24,440.56,
02RC005,2,2025/09/25,440.55,
02RC005,2,2025/09/26,440.55,
02RC005,2,2025/09/27,440.55,
02RC005,2,2025/09/28,440.57,
02RC005,2,2025/09/29,440.57,
02RC005,2,2025/09/30,440.57,
02RC005,2,2025/10/01,440.57,
02RC005,2,2025/10/02,440.58,
02RC005,2,2025/10/03,440.59,
02RC005,2,2025/10/04,440.59,
02RC005,2,2025/10/05,440.59,
02RC005,2,2025/10/06,440.57,
02RC005,2,2025/10/07,440.56,
02RC005,2,2025/10/08,440.57,
02RC005,2,2025/10/09,440.57,
02RC005,2,2025/10/10,440.53,
02RC005,2,2025/10/11,440.51,
02RC005,2,2025/10/12,440.46,
02RC005,2,2025/10/13,440.46,
02RC005,2,2025/10/14,440.45,
02RC005,2,2025/10/15,440.45,
02RC005,2,2025/10/16,440.46,
02RC005,2,2025/10/17,440.48,
02RC005,2,2025/10/18,440.51,
02RC005,2,2025/10/19,440.51,
02RC005,2,2025/10/20,440.53,
02RC005,2,2025/10/21,440.55,
02RC005,2,2025/10/22,440.58,
02RC005,2,2025/10/23,440.59,
02RC005,2,2025/10/24,440.56,
02RC005,2,2025/10/25,440.55,
02RC005,2,2025/10/26,440.53,
02RC005,2,2025/10/27,440.52,
02RC005,2,2025/10/28,440.53,
02RC005,2,2025/10/29,440.50,
02RC005,2,2025/10/30,440.48,
02RC005,2,2025/10/31,440.48,
02RC005,2,2025/11/01,440.46,
02RC005,2,2025/11/02,440.41,
02RC005,2,2025/11/03,440.35,
02RC005,2,2025/11/04,440.33,
02RC005,2,2025/11/05,440.31,
02RC005,2,2025/11/06,440.29,
02RC005,2,2025/11/07,440.23,
02RC005,2,2025/11/08,440.17,
02RC005,2,2025/11/09,440.15,
02RC005,2,2025/11/10,440.12,
02RC005,2,2025/11/11,440.08,
02RC005,2,2025/11/12,440.05,
02RC005,2,2025/11/13,440.00,
02RC005,2,2025/11/14,439.96,
02RC005,2,2025/11/15,439.92,
02RC005,2,2025/11/16,439.86,
02RC005,2,2025/11/17,439.82,
02RC005,2,2025/11/18,439.78,
02RC005,2,2025/11/19,439.72,
02RC005,2,2025/11/20,439.67,
02RC005,2,2025/11/21,439.61,
02RC005,2,2025/11/22,439.55,
02RC005,2,2025/11/23,439.50,
02RC005,2,2025/11/24,439.45,
02RC005,2,2025/11/25,439.38,
02RC005,2,2025/11/26,439.35,
02RC005,2,2025/11/27,439.32,
02RC005,2,2025/11/28,439.31,
02RC005,2,2025/11/29,439.31,
02RC005,2,2025/11/30,439.33,
02RC005,2,2025/12/01,439.33,
02RC005,2,2025/12/02,439.33,
02RC005,2,2025/12/03,439.33,
02RC005,2,2025/12/04,439.36,
02RC005,2,2025/12/05,439.37,
02RC005,2,2025/12/06,439.37,
02RC005,2,2025/12/07,439.37,
02RC005,2,2025/12/08,439.38,
02RC005,2,2025/12/09,439.38,
02RC005,2,2025/12/10,439.36,
02RC005,2,2025/12/11,439.36,
02RC005,2,2025/12/12,439.34,
02RC005,2,2025/12/13,439.31,
02RC005,2,2025/12/14,439.29,
02RC005,2,2025/12/15,439.28,
02RC005,2,2025/12/16,439.25,
02RC005,2,2025/12/17,439.22,
02RC005,2,2025/12/18,439.19,
02RC005,2,2025/12/19,439.17,
02RC005,2,2025/12/20,439.14,
02RC005,2,2025/12/21,439.13,
02RC005,2,2025/12/22,439.12,
02RC005,2,2025/12/23,439.08,
02RC005,2,2025/12/24,439.05,
02RC005,2,2025/12/25,439.01,
02RC005,2,2025/12/26,438.98,
02RC005,2,2025/12/27,438.95,
02RC005,2,2025/12/28,438.92,
02RC005,2,2025/12/29,438.90,
02RC005,2,2025/12/30,438.87,
02RC005,2,2025/12/31,438.82,
02RC005,2,2026/01/01,438.82,
