ID,PARAM,dateTime,Outardes-3,SYM
02TE003,1,2025/03/20,530,
02TE003,1,2025/03/21,498,
02TE003,1,2025/03/22,501,
02TE003,1,2025/03/23,503,
02TE003,1,2025/03/24,506,
02TE003,1,2025/03/25,514,
02TE003,1,2025/03/26,498,
02TE003,1,2025/03/27,541,
02TE003,1,2025/03/28,504,
02TE003,1,2025/03/29,488,
02TE003,1,2025/03/30,488,
02TE003,1,2025/03/31,514,
02TE003,1,2025/04/01,524,
02TE003,1,2025/04/02,525,
02TE003,1,2025/04/03,523,
02TE003,1,2025/04/04,522,
02TE003,1,2025/04/05,503,
02TE003,1,2025/04/06,510,
02TE003,1,2025/04/07,523,
02TE003,1,2025/04/08,482,
02TE003,1,2025/04/09,515,
02TE003,1,2025/04/10,522,
02TE003,1,2025/04/11,523,
02TE003,1,2025/04/12,503,
02TE003,1,2025/04/13,506,
02TE003,1,2025/04/14,499,
02TE003,1,2025/04/15,472,
02TE003,1,2025/04/16,479,
02TE003,1,2025/04/17,465,
02TE003,1,2025/04/18,396,
02TE003,1,2025/04/19,327,
02TE003,1,2025/04/20,321,
02TE003,1,2025/04/21,328,
02TE003,1,2025/04/22,343,
02TE003,1,2025/04/23,361,
02TE003,1,2025/04/24,353,
02TE003,1,2025/04/25,368,
02TE003,1,2025/04/26,373,
02TE003,1,2025/04/27,357,
02TE003,1,2025/04/28,340,
02TE003,1,2025/04/29,367,
02TE003,1,2025/04/30,348,
02TE003,1,2025/05/01,338,
02TE003,1,2025/05/02,353,
02TE003,1,2025/05/03,338,
02TE003,1,2025/05/04,368,
02TE003,1,2025/05/05,283,
02TE003,1,2025/05/06,218,
02TE003,1,2025/05/07,267,
02TE003,1,2025/05/08,268,
02TE003,1,2025/05/09,320,
02TE003,1,2025/05/10,360,
02TE003,1,2025/05/11,341,
02TE003,1,2025/05/12,358,
02TE003,1,2025/05/13,311,
02TE003,1,2025/05/14,358,
02TE003,1,2025/05/15,339,
02TE003,1,2025/05/16,356,
02TE003,1,2025/05/17,340,
02TE003,1,2025/05/18,358,
02TE003,1,2025/05/19,357,
02TE003,1,2025/05/20,389,
02TE003,1,2025/05/21,349,
02TE003,1,2025/05/22,344,
02TE003,1,2025/05/23,344,
02TE003,1,2025/05/24,275,
02TE003,1,2025/05/25,256,
02TE003,1,2025/05/26,260,
02TE003,1,2025/05/27,263,
02TE003,1,2025/05/28,259,
02TE003,1,2025/05/29,259,
02TE003,1,2025/05/30,259,
02TE003,1,2025/05/31,257,
02TE003,1,2025/06/01,257,
02TE003,1,2025/06/02,264,
02TE003,1,2025/06/03,241,
02TE003,1,2025/06/04,241,
02TE003,1,2025/06/05,239,
02TE003,1,2025/06/06,248,
02TE003,1,2025/06/07,241,
02TE003,1,2025/06/08,115,
02TE003,1,2025/06/09,118,
02TE003,1,2025/06/10,172,
02TE003,1,2025/06/11,244,
02TE003,1,2025/06/12,241,
02TE003,1,2025/06/13,242,
02TE003,1,2025/06/14,303,
02TE003,1,2025/06/15,261,
02TE003,1,2025/06/16,294,
02TE003,1,2025/06/17,272,
02TE003,1,2025/06/18,337,
02TE003,1,2025/06/19,315,
02TE003,1,2025/06/20,309,
02TE003,1,2025/06/21,325,
02TE003,1,2025/06/22,297,
02TE003,1,2025/06/23,292,
02TE003,1,2025/06/24,275,
02TE003,1,2025/06/25,313,
02TE003,1,2025/06/26,239,
02TE003,1,2025/06/27,234,
02TE003,1,2025/06/28,304,
02TE003,1,2025/06/29,291,
02TE003,1,2025/06/30,313,
02TE003,1,2025/07/01,285,
02TE003,1,2025/07/02,270,
02TE003,1,2025/07/03,293,
02TE003,1,2025/07/04,294,
02TE003,1,2025/07/05,315,
02TE003,1,2025/07/06,349,
02TE003,1,2025/07/07,301,
02TE003,1,2025/07/08,325,
02TE003,1,2025/07/09,297,
02TE003,1,2025/07/10,248,
02TE003,1,2025/07/11,318,
02TE003,1,2025/07/12,365,
02TE003,1,2025/07/13,336,
02TE003,1,2025/07/14,330,
02TE003,1,2025/07/15,256,
02TE003,1,2025/07/16,302,
02TE003,1,2025/07/17,286,
02TE003,1,2025/07/18,306,
02TE003,1,2025/07/19,347,
02TE003,1,2025/07/20,345,
02TE003,1,2025/07/21,363,
02TE003,1,2025/07/22,284,
02TE003,1,2025/07/23,249,
02TE003,1,2025/07/24,247,
02TE003,1,2025/07/25,326,
02TE003,1,2025/07/26,368,
02TE003,1,2025/07/27,366,
02TE003,1,2025/07/28,331,
02TE003,1,2025/07/29,366,
02TE003,1,2025/07/30,361,
02TE003,1,2025/07/31,359,
02TE003,1,2025/08/01,369,
02TE003,1,2025/08/02,363,
02TE003,1,2025/08/03,362,
02TE003,1,2025/08/04,351,
02TE003,1,2025/08/05,357,
02TE003,1,2025/08/06,357,
02TE003,1,2025/08/07,266,
02TE003,1,2025/08/08,213,
02TE003,1,2025/08/09,224,
02TE003,1,2025/08/10,200,
02TE003,1,2025/08/11,278,
02TE003,1,2025/08/12,343,
02TE003,1,2025/08/13,152,
02TE003,1,2025/08/14,346,
02TE003,1,2025/08/15,343,
02TE003,1,2025/08/16,322,
02TE003,1,2025/08/17,251,
02TE003,1,2025/08/18,248,
02TE003,1,2025/08/19,255,
02TE003,1,2025/08/20,302,
02TE003,1,2025/08/21,329,
02TE003,1,2025/08/22,353,
02TE003,1,2025/08/23,350,
02TE003,1,2025/08/24,372,
02TE003,1,2025/08/25,381,
02TE003,1,2025/08/26,374,
02TE003,1,2025/08/27,362,
02TE003,1,2025/08/28,368,
02TE003,1,2025/08/29,362,
02TE003,1,2025/08/30,364,
02TE003,1,2025/08/31,371,
02TE003,1,2025/09/01,360,
02TE003,1,2025/09/02,368,
02TE003,1,2025/09/03,358,
02TE003,1,2025/09/04,341,
02TE003,1,2025/09/05,333,
02TE003,1,2025/09/06,365,
02TE003,1,2025/09/07,367,
02TE003,1,2025/09/08,366,
02TE003,1,2025/09/09,368,
02TE003,1,2025/09/10,367,
02TE003,1,2025/09/11,367,
02TE003,1,2025/09/12,365,
02TE003,1,2025/09/13,345,
02TE003,1,2025/09/14,353,
02TE003,1,2025/09/15,353,
02TE003,1,2025/09/16,354,
02TE003,1,2025/09/17,358,
02TE003,1,2025/09/18,366,
02TE003,1,2025/09/19,373,
02TE003,1,2025/09/20,360,
02TE003,1,2025/09/21,361,
02TE003,1,2025/09/22,363,
02TE003,1,2025/09/23,374,
02TE003,1,2025/09/24,321,
02TE003,1,2025/09/25,290,
02TE003,1,2025/09/26,292,
02TE003,1,2025/09/27,323,
02TE003,1,2025/09/28,365,
02TE003,1,2025/09/29,287,
02TE003,1,2025/09/30,312,
02TE003,1,2025/10/01,330,
02TE003,1,2025/10/02,330,
02TE003,1,2025/10/03,332,
02TE003,1,2025/10/04,353,
02TE003,1,2025/10/05,363,
02TE003,1,2025/10/06,366,
02TE003,1,2025/10/07,368,
02TE003,1,2025/10/08,366,
02TE003,1,2025/10/09,368,
02TE003,1,2025/10/10,373,
02TE003,1,2025/10/11,373,
02TE003,1,2025/10/12,376,
02TE003,1,2025/10/13,371,
02TE003,1,2025/10/14,375,
02TE003,1,2025/10/15,370,
02TE003,1,2025/10/16,366,
02TE003,1,2025/10/17,370,
02TE003,1,2025/10/18,393,
02TE003,1,2025/10/19,392,
02TE003,1,2025/10/20,375,
02TE003,1,2025/10/21,373,
02TE003,1,2025/10/22,320,
02TE003,1,2025/10/23,429,
02TE003,1,2025/10/24,349,
02TE003,1,2025/10/25,363,
02TE003,1,2025/10/26,363,
02TE003,1,2025/10/27,367,
02TE003,1,2025/10/28,359,
02TE003,1,2025/10/29,358,
02TE003,1,2025/10/30,377,
02TE003,1,2025/10/31,359,
02TE003,1,2025/11/01,278,
02TE003,1,2025/11/02,231,
02TE003,1,2025/11/03,238,
02TE003,1,2025/11/04,274,
02TE003,1,2025/11/05,284,
02TE003,1,2025/11/06,303,
02TE003,1,2025/11/07,372,
02TE003,1,2025/11/08,370,
02TE003,1,2025/11/09,355,
02TE003,1,2025/11/10,371,
02TE003,1,2025/11/11,364,
02TE003,1,2025/11/12,364,
02TE003,1,2025/11/13,363,
02TE003,1,2025/11/14,374,
02TE003,1,2025/11/15,351,
02TE003,1,2025/11/16,333,
02TE003,1,2025/11/17,277,
02TE003,1,2025/11/18,363,
02TE003,1,2025/11/19,239,
02TE003,1,2025/11/20,322,
02TE003,1,2025/11/21,350,
02TE003,1,2025/11/22,354,
02TE003,1,2025/11/23,370,
02TE003,1,2025/11/24,388,
02TE003,1,2025/11/25,385,
02TE003,1,2025/11/26,380,
02TE003,1,2025/11/27,382,
02TE003,1,2025/11/28,371,
02TE003,1,2025/11/29,380,
02TE003,1,2025/11/30,382,
02TE003,1,2025/12/01,377,
02TE003,1,2025/12/02,370,
02TE003,1,2025/12/03,383,
02TE003,1,2025/12/04,378,
02TE003,1,2025/12/05,387,
02TE003,1,2025/12/06,369,
02TE003,1,2025/12/07,383,
02TE003,1,2025/12/08,481,
02TE003,1,2025/12/09,485,
02TE003,1,2025/12/10,507,
02TE003,1,2025/12/11,501,
02TE003,1,2025/12/12,528,
02TE003,1,2025/12/13,500,
02TE003,1,2025/12/14,500,
02TE003,1,2025/12/15,472,
02TE003,1,2025/12/16,474,
02TE003,1,2025/12/17,491,
02TE003,1,2025/12/18,495,
02TE003,1,2025/12/19,469,
02TE003,1,2025/12/20,452,
02TE003,1,2025/12/21,492,
02TE003,1,2025/12/22,472,
02TE003,1,2025/12/23,481,
02TE003,1,2025/12/24,466,
02TE003,1,2025/12/25,459,
02TE003,1,2025/12/26,467,
02TE003,1,2025/12/27,499,
02TE003,1,2025/12/28,485,
02TE003,1,2025/12/29,477,
02TE003,1,2025/12/30,485,
02TE003,1,2025/12/31,503,
02TE003,1,2026/01/01,503,
