 ID,PARAM,dateTime,Manic-1,SYM
02TC001,1,2025/05/14,731,
02TC001,1,2025/05/15,889,
02TC001,1,2025/05/16,926,
02TC001,1,2025/05/17,838,
02TC001,1,2025/05/18,951,
02TC001,1,2025/05/19,844,
02TC001,1,2025/05/20,677,
02TC001,1,2025/05/21,920,
02TC001,1,2025/05/22,1010,
02TC001,1,2025/05/23,1070,
02TC001,1,2025/05/24,878,
02TC001,1,2025/05/25,963,
02TC001,1,2025/05/26,799,
02TC001,1,2025/05/27,900,
02TC001,1,2025/05/28,946,
02TC001,1,2025/05/29,988,
02TC001,1,2025/05/30,886,
02TC001,1,2025/05/31,864,
02TC001,1,2025/06/01,1060,
02TC001,1,2025/06/02,872,
02TC001,1,2025/06/03,547,
02TC001,1,2025/06/04,1100,
02TC001,1,2025/06/05,1170,
02TC001,1,2025/06/06,1160,
02TC001,1,2025/06/07,767,
02TC001,1,2025/06/08,816,
02TC001,1,2025/06/09,496,
02TC001,1,2025/06/10,597,
02TC001,1,2025/06/11,796,
02TC001,1,2025/06/12,748,
02TC001,1,2025/06/13,759,
02TC001,1,2025/06/14,827,
02TC001,1,2025/06/15,1120,
02TC001,1,2025/06/16,1010,
02TC001,1,2025/06/17,838,
02TC001,1,2025/06/18,983,
02TC001,1,2025/06/19,1100,
02TC001,1,2025/06/20,1740,
02TC001,1,2025/06/21,1910,
02TC001,1,2025/06/22,1900,
02TC001,1,2025/06/23,1220,
02TC001,1,2025/06/24,1260,
02TC001,1,2025/06/25,1800,
02TC001,1,2025/06/26,1660,
02TC001,1,2025/06/27,1700,
02TC001,1,2025/06/28,1170,
02TC001,1,2025/06/29,946,
02TC001,1,2025/06/30,1180,
02TC001,1,2025/07/01,1460,
02TC001,1,2025/07/02,1670,
02TC001,1,2025/07/03,1870,
02TC001,1,2025/07/04,1740,
02TC001,1,2025/07/05,1780,
02TC001,1,2025/07/06,1240,
02TC001,1,2025/07/07,600,
02TC001,1,2025/07/08,759,
02TC001,1,2025/07/09,1050,
02TC001,1,2025/07/10,1010,
02TC001,1,2025/07/11,1040,
02TC001,1,2025/07/12,1160,
02TC001,1,2025/07/13,1210,
02TC001,1,2025/07/14,1250,
02TC001,1,2025/07/15,1210,
02TC001,1,2025/07/16,1500,
02TC001,1,2025/07/17,1320,
02TC001,1,2025/07/18,1150,
02TC001,1,2025/07/19,1060,
