 ID,PARAM,dateTime,Trenche,SYM
02NC003,1,2025/04/28,383,
02NC003,1,2025/04/29,351,
02NC003,1,2025/04/30,397,
02NC003,1,2025/05/01,450,
02NC003,1,2025/05/02,479,
02NC003,1,2025/05/03,468,
02NC003,1,2025/05/04,445,
02NC003,1,2025/05/05,514,
02NC003,1,2025/05/06,637,
02NC003,1,2025/05/07,698,
02NC003,1,2025/05/08,785,
02NC003,1,2025/05/09,978,
02NC003,1,2025/05/10,1300,
02NC003,1,2025/05/11,1270,
02NC003,1,2025/05/12,1210,
02NC003,1,2025/05/13,1420,
02NC003,1,2025/05/14,1390,
02NC003,1,2025/05/15,1010,
02NC003,1,2025/05/16,872,
02NC003,1,2025/05/17,852,
02NC003,1,2025/05/18,672,
02NC003,1,2025/05/19,555,
02NC003,1,2025/05/20,594,
02NC003,1,2025/05/21,754,
02NC003,1,2025/05/22,659,
02NC003,1,2025/05/23,557,
02NC003,1,2025/05/24,542,
02NC003,1,2025/05/25,500,
02NC003,1,2025/05/26,435,
02NC003,1,2025/05/27,429,
02NC003,1,2025/05/28,503,
02NC003,1,2025/05/29,447,
02NC003,1,2025/05/30,382,
02NC003,1,2025/05/31,383,
02NC003,1,2025/06/01,196,
02NC003,1,2025/06/02,279,
02NC003,1,2025/06/03,447,
02NC003,1,2025/06/04,557,
02NC003,1,2025/06/05,511,
02NC003,1,2025/06/06,401,
02NC003,1,2025/06/07,325,
02NC003,1,2025/06/08,301,
02NC003,1,2025/06/09,282,
02NC003,1,2025/06/10,285,
02NC003,1,2025/06/11,261,
02NC003,1,2025/06/12,188,
02NC003,1,2025/06/13,170,
02NC003,1,2025/06/14,211,
02NC003,1,2025/06/15,188,
02NC003,1,2025/06/16,245,
02NC003,1,2025/06/17,192,
02NC003,1,2025/06/18,226,
02NC003,1,2025/06/19,213,
02NC003,1,2025/06/20,270,
02NC003,1,2025/06/21,319,
02NC003,1,2025/06/22,313,
02NC003,1,2025/06/23,297,
02NC003,1,2025/06/24,173,
02NC003,1,2025/06/25,371,
02NC003,1,2025/06/26,376,
02NC003,1,2025/06/27,332,
02NC003,1,2025/06/28,517,
02NC003,1,2025/06/29,617,
02NC003,1,2025/06/30,418,
02NC003,1,2025/07/01,448,
02NC003,1,2025/07/02,541,
02NC003,1,2025/07/03,599,
02NC003,1,2025/07/04,535,
02NC003,1,2025/07/05,395,
02NC003,1,2025/07/06,531,
02NC003,1,2025/07/07,727,
02NC003,1,2025/07/08,727,
02NC003,1,2025/07/09,720,
02NC003,1,2025/07/10,760,
02NC003,1,2025/07/11,863,
02NC003,1,2025/07/12,722,
02NC003,1,2025/07/13,633,
02NC003,1,2025/07/14,575,
02NC003,1,2025/07/15,514,
02NC003,1,2025/07/16,575,
02NC003,1,2025/07/17,557,
02NC003,1,2025/07/18,429,
02NC003,1,2025/07/19,401,
02NC003,1,2025/07/20,387,
02NC003,1,2025/07/21,382,
02NC003,1,2025/07/22,417,
02NC003,1,2025/07/23,477,
02NC003,1,2025/07/24,481,
02NC003,1,2025/07/25,480,
02NC003,1,2025/07/26,480,
02NC003,1,2025/07/27,477,
02NC003,1,2025/07/28,434,
02NC003,1,2025/07/29,486,
02NC003,1,2025/07/30,459,
02NC003,1,2025/07/31,457,
02NC003,1,2025/08/01,519,
02NC003,1,2025/08/02,477,
02NC003,1,2025/08/03,467,
02NC003,1,2025/08/04,446,
02NC003,1,2025/08/05,455,
02NC003,1,2025/08/06,358,
02NC003,1,2025/08/07,424,
02NC003,1,2025/08/08,406,
02NC003,1,2025/08/09,379,
02NC003,1,2025/08/10,398,
02NC003,1,2025/08/11,416,
02NC003,1,2025/08/12,415,
02NC003,1,2025/08/13,412,
02NC003,1,2025/08/14,375,
02NC003,1,2025/08/15,415,
02NC003,1,2025/08/16,272,
02NC003,1,2025/08/17,322,
02NC003,1,2025/08/18,282,
02NC003,1,2025/08/19,409,
02NC003,1,2025/08/20,421,
02NC003,1,2025/08/21,388,
02NC003,1,2025/08/22,394,
02NC003,1,2025/08/23,399,
02NC003,1,2025/08/24,380,
02NC003,1,2025/08/25,379,
02NC003,1,2025/08/26,382,
02NC003,1,2025/08/27,244,
02NC003,1,2025/08/28,258,
02NC003,1,2025/08/29,260,
02NC003,1,2025/08/30,282,
02NC003,1,2025/08/31,282,
02NC003,1,2025/09/01,302,
02NC003,1,2025/09/02,424,
02NC003,1,2025/09/03,490,
02NC003,1,2025/09/04,465,
02NC003,1,2025/09/05,407,
02NC003,1,2025/09/06,428,
02NC003,1,2025/09/07,413,
02NC003,1,2025/09/08,304,
02NC003,1,2025/09/09,345,
02NC003,1,2025/09/10,309,
02NC003,1,2025/09/11,285,
02NC003,1,2025/09/12,321,
02NC003,1,2025/09/13,361,
02NC003,1,2025/09/14,426,
02NC003,1,2025/09/15,410,
02NC003,1,2025/09/16,349,
02NC003,1,2025/09/17,406,
02NC003,1,2025/09/18,396,
02NC003,1,2025/09/19,551,
02NC003,1,2025/09/20,490,
02NC003,1,2025/09/21,436,
02NC003,1,2025/09/22,388,
02NC003,1,2025/09/23,432,
02NC003,1,2025/09/24,382,
02NC003,1,2025/09/25,387,
02NC003,1,2025/09/26,387,
02NC003,1,2025/09/27,377,
02NC003,1,2025/09/28,381,
02NC003,1,2025/09/29,419,
02NC003,1,2025/09/30,427,
02NC003,1,2025/10/01,408,
02NC003,1,2025/10/02,397,
02NC003,1,2025/10/03,348,
02NC003,1,2025/10/04,361,
02NC003,1,2025/10/05,380,
02NC003,1,2025/10/06,438,
02NC003,1,2025/10/07,429,
02NC003,1,2025/10/08,377,
02NC003,1,2025/10/09,412,
02NC003,1,2025/10/10,394,
02NC003,1,2025/10/11,382,
02NC003,1,2025/10/12,380,
02NC003,1,2025/10/13,363,
02NC003,1,2025/10/14,350,
02NC003,1,2025/10/15,334,
02NC003,1,2025/10/16,308,
02NC003,1,2025/10/17,417,
02NC003,1,2025/10/18,373,
02NC003,1,2025/10/19,387,
02NC003,1,2025/10/20,309,
02NC003,1,2025/10/21,300,
02NC003,1,2025/10/22,304,
02NC003,1,2025/10/23,301,
02NC003,1,2025/10/24,334,
02NC003,1,2025/10/25,375,
02NC003,1,2025/10/26,399,
02NC003,1,2025/10/27,438,
02NC003,1,2025/10/28,332,
02NC003,1,2025/10/29,380,
02NC003,1,2025/10/30,366,
02NC003,1,2025/10/31,316,
02NC003,1,2025/11/01,328,
02NC003,1,2025/11/02,390,
02NC003,1,2025/11/03,369,
02NC003,1,2025/11/04,356,
02NC003,1,2025/11/05,481,
02NC003,1,2025/11/06,545,
02NC003,1,2025/11/07,732,
02NC003,1,2025/11/08,843,
02NC003,1,2025/11/09,682,
02NC003,1,2025/11/10,788,
02NC003,1,2025/11/11,838,
02NC003,1,2025/11/12,597,
02NC003,1,2025/11/13,537,
02NC003,1,2025/11/14,575,
02NC003,1,2025/11/15,647,
02NC003,1,2025/11/16,592,
02NC003,1,2025/11/17,553,
02NC003,1,2025/11/18,540,
02NC003,1,2025/11/19,565,
02NC003,1,2025/11/20,516,
02NC003,1,2025/11/21,464,
02NC003,1,2025/11/22,470,
02NC003,1,2025/11/23,531,
02NC003,1,2025/11/24,493,
02NC003,1,2025/11/25,519,
02NC003,1,2025/11/26,479,
02NC003,1,2025/11/27,479,
02NC003,1,2025/11/28,483,
02NC003,1,2025/11/29,446,
02NC003,1,2025/11/30,293,
02NC003,1,2025/12/01,344,
02NC003,1,2025/12/02,349,
02NC003,1,2025/12/03,379,
02NC003,1,2025/12/04,442,
02NC003,1,2025/12/05,448,
02NC003,1,2025/12/06,452,
02NC003,1,2025/12/07,450,
02NC003,1,2025/12/08,481,
02NC003,1,2025/12/09,452,
02NC003,1,2025/12/10,480,
02NC003,1,2025/12/11,468,
02NC003,1,2025/12/12,643,
02NC003,1,2025/12/13,609,
02NC003,1,2025/12/14,565,
02NC003,1,2025/12/15,569,
02NC003,1,2025/12/16,577,
02NC003,1,2025/12/17,590,
02NC003,1,2025/12/18,550,
02NC003,1,2025/12/19,577,
02NC003,1,2025/12/20,577,
02NC003,1,2025/12/21,575,
02NC003,1,2025/12/22,565,
02NC003,1,2025/12/23,549,
02NC003,1,2025/12/24,559,
02NC003,1,2025/12/25,560,
02NC003,1,2025/12/26,563,
02NC003,1,2025/12/27,572,
02NC003,1,2025/12/28,564,
02NC003,1,2025/12/29,544,
02NC003,1,2025/12/30,603,
02NC003,1,2025/12/31,569,
02NC003,1,2035/01/01,426,
02NC003,1,2035/01/02,470,
02NC003,1,2035/01/03,554,
02NC003,1,2035/01/04,463,
02NC003,1,2035/01/05,514,
02NC003,1,2035/01/06,517,
02NC003,1,2035/01/07,592,
02NC003,1,2035/01/08,500,
02NC003,1,2035/01/09,525,
02NC003,1,2035/01/10,524,
02NC003,1,2035/01/11,526,
02NC003,1,2035/01/12,551,
02NC003,1,2035/01/13,524,
02NC003,1,2035/01/14,500,
02NC003,1,2035/01/15,521,
02NC003,1,2035/01/16,577,
02NC003,1,2035/01/17,591,
02NC003,1,2035/01/18,555,
02NC003,1,2035/01/19,605,
02NC003,1,2035/01/20,639,
02NC003,1,2035/01/21,597,
02NC003,1,2035/01/22,547,
02NC003,1,2035/01/23,599,
02NC003,1,2035/01/24,588,
02NC003,1,2035/01/25,612,
02NC003,1,2035/01/26,602,
02NC003,1,2035/01/27,607,
02NC003,1,2035/01/28,589,
02NC003,1,2035/01/29,563,
02NC003,1,2035/01/30,635,
02NC003,1,2035/01/31,619,
02NC003,1,2035/02/01,667,
02NC003,1,2035/02/02,645,
02NC003,1,2035/02/03,656,
02NC003,1,2035/02/04,644,
02NC003,1,2035/02/05,625,
02NC003,1,2035/02/06,674,
02NC003,1,2035/02/07,627,
02NC003,1,2035/02/08,630,
02NC003,1,2035/02/09,658,
02NC003,1,2035/02/10,658,
02NC003,1,2035/02/11,660,
02NC003,1,2035/02/12,639,
02NC003,1,2035/02/13,659,
02NC003,1,2035/02/14,660,
02NC003,1,2035/02/15,623,
02NC003,1,2035/02/16,625,
02NC003,1,2035/02/17,660,
02NC003,1,2035/02/18,657,
02NC003,1,2035/02/19,655,
02NC003,1,2035/02/20,617,
02NC003,1,2035/02/21,592,
02NC003,1,2035/02/22,623,
02NC003,1,2035/02/23,593,
02NC003,1,2035/02/24,592,
02NC003,1,2035/02/25,595,
02NC003,1,2035/02/26,582,
02NC003,1,2035/02/27,596,
02NC003,1,2035/02/28,636,
02NC003,1,2035/03/01,625,
02NC003,1,2035/03/02,472,
02NC003,1,2035/03/03,422,
02NC003,1,2035/03/04,545,
02NC003,1,2035/03/05,582,
02NC003,1,2035/03/06,574,
02NC003,1,2035/03/07,567,
02NC003,1,2035/03/08,566,
02NC003,1,2035/03/09,538,
02NC003,1,2035/03/10,561,
02NC003,1,2035/03/11,560,
02NC003,1,2035/03/12,560,
02NC003,1,2035/03/13,491,
02NC003,1,2035/03/14,495,
02NC003,1,2035/03/15,544,
02NC003,1,2035/03/16,581,
02NC003,1,2035/03/17,543,
02NC003,1,2035/03/18,509,
02NC003,1,2035/03/19,509,
02NC003,1,2035/03/20,490,
02NC003,1,2035/03/21,482,
02NC003,1,2035/03/22,448,
02NC003,1,2035/03/23,431,
02NC003,1,2035/03/24,519,
02NC003,1,2035/03/25,489,
02NC003,1,2035/03/26,414,
02NC003,1,2035/03/27,404,
02NC003,1,2035/03/28,411,
02NC003,1,2035/03/29,443,
02NC003,1,2035/03/30,451,
02NC003,1,2035/03/31,385,
02NC003,1,2035/04/01,413,
02NC003,1,2035/04/02,379,
02NC003,1,2035/04/03,377,
02NC003,1,2035/04/04,384,
02NC003,1,2035/04/05,419,
02NC003,1,2035/04/06,384,
02NC003,1,2035/04/07,356,
02NC003,1,2035/04/08,369,
02NC003,1,2035/04/09,351,
02NC003,1,2035/04/10,433,
02NC003,1,2035/04/11,440,
02NC003,1,2035/04/12,443,
02NC003,1,2035/04/13,438,
02NC003,1,2035/04/14,409,
02NC003,1,2035/04/15,375,
02NC003,1,2035/04/16,357,
02NC003,1,2035/04/17,413,
02NC003,1,2035/04/18,395,
02NC003,1,2035/04/19,363,
02NC003,1,2035/04/20,514,
02NC003,1,2035/04/21,567,
02NC003,1,2035/04/22,472,
02NC003,1,2035/04/23,480,
02NC003,1,2035/04/24,469,
02NC003,1,2035/04/25,419,
02NC003,1,2035/04/26,379,
02NC003,1,2035/04/27,338,
02NC003,1,2035/04/28,383,
02NC003,1,2035/04/29,351,
02NC003,1,2035/04/30,397,
02NC003,1,2035/05/01,450,
02NC003,1,2035/05/02,479,
02NC003,1,2035/05/03,468,
02NC003,1,2035/05/04,445,
02NC003,1,2035/05/05,514,
02NC003,1,2035/05/06,637,
02NC003,1,2035/05/07,698,
02NC003,1,2035/05/08,785,
02NC003,1,2035/05/09,978,
02NC003,1,2035/05/10,1300,
02NC003,1,2035/05/11,1270,
02NC003,1,2035/05/12,1210,
02NC003,1,2035/05/13,1420,
02NC003,1,2035/05/14,1390,
02NC003,1,2035/05/15,1010,
02NC003,1,2035/05/16,872,
02NC003,1,2035/05/17,852,
02NC003,1,2035/05/18,672,
02NC003,1,2035/05/19,555,
02NC003,1,2035/05/20,594,
02NC003,1,2035/05/21,754,
02NC003,1,2035/05/22,659,
02NC003,1,2035/05/23,557,
02NC003,1,2035/05/24,542,
02NC003,1,2035/05/25,500,
02NC003,1,2035/05/26,435,
02NC003,1,2035/05/27,429,
02NC003,1,2035/05/28,503,
02NC003,1,2035/05/29,447,
02NC003,1,2035/05/30,382,
02NC003,1,2035/05/31,383,
02NC003,1,2035/06/01,196,
02NC003,1,2035/06/02,279,
02NC003,1,2035/06/03,447,
02NC003,1,2035/06/04,557,
02NC003,1,2035/06/05,511,
02NC003,1,2035/06/06,401,
02NC003,1,2035/06/07,325,
02NC003,1,2035/06/08,301,
02NC003,1,2035/06/09,282,
02NC003,1,2035/06/10,285,
02NC003,1,2035/06/11,261,
02NC003,1,2035/06/12,188,
02NC003,1,2035/06/13,170,
02NC003,1,2035/06/14,211,
02NC003,1,2035/06/15,188,
02NC003,1,2035/06/16,245,
02NC003,1,2035/06/17,192,
02NC003,1,2035/06/18,226,
02NC003,1,2035/06/19,213,
02NC003,1,2035/06/20,270,
02NC003,1,2035/06/21,319,
02NC003,1,2035/06/22,313,
02NC003,1,2035/06/23,297,
02NC003,1,2035/06/24,173,
02NC003,1,2035/06/25,371,
02NC003,1,2035/06/26,376,
02NC003,1,2035/06/27,332,
02NC003,1,2035/06/28,517,
02NC003,1,2035/06/29,617,
02NC003,1,2035/06/30,418,
02NC003,1,2035/07/01,448,
02NC003,1,2035/07/02,541,
02NC003,1,2035/07/03,599,
02NC003,1,2035/07/04,535,
02NC003,1,2035/07/05,395,
02NC003,1,2035/07/06,531,
02NC003,1,2035/07/07,727,
02NC003,1,2035/07/08,727,
02NC003,1,2035/07/09,720,
02NC003,1,2035/07/10,760,
02NC003,1,2035/07/11,863,
02NC003,1,2035/07/12,722,
02NC003,1,2035/07/13,633,
02NC003,1,2035/07/14,575,
02NC003,1,2035/07/15,514,
02NC003,1,2035/07/16,575,
02NC003,1,2035/07/17,557,
02NC003,1,2035/07/18,429,
02NC003,1,2035/07/19,401,
02NC003,1,2035/07/20,387,
02NC003,1,2035/07/21,382,
02NC003,1,2035/07/22,417,
02NC003,1,2035/07/23,477,
02NC003,1,2035/07/24,481,
02NC003,1,2035/07/25,480,
02NC003,1,2035/07/26,480,
02NC003,1,2035/07/27,477,
02NC003,1,2035/07/28,434,
02NC003,1,2035/07/29,486,
02NC003,1,2035/07/30,459,
02NC003,1,2035/07/31,457,
02NC003,1,2035/08/01,519,
02NC003,1,2035/08/02,477,
02NC003,1,2035/08/03,467,
02NC003,1,2035/08/04,446,
02NC003,1,2035/08/05,455,
02NC003,1,2035/08/06,358,
02NC003,1,2035/08/07,424,
02NC003,1,2035/08/08,406,
02NC003,1,2035/08/09,379,
02NC003,1,2035/08/10,398,
02NC003,1,2035/08/11,416,
02NC003,1,2035/08/12,415,
02NC003,1,2035/08/13,412,
02NC003,1,2035/08/14,375,
02NC003,1,2035/08/15,415,
02NC003,1,2035/08/16,272,
02NC003,1,2035/08/17,322,
02NC003,1,2035/08/18,282,
02NC003,1,2035/08/19,409,
02NC003,1,2035/08/20,421,
02NC003,1,2035/08/21,388,
02NC003,1,2035/08/22,394,
02NC003,1,2035/08/23,399,
02NC003,1,2035/08/24,380,
02NC003,1,2035/08/25,379,
02NC003,1,2035/08/26,382,
02NC003,1,2035/08/27,244,
02NC003,1,2035/08/28,258,
02NC003,1,2035/08/29,260,
02NC003,1,2035/08/30,282,
02NC003,1,2035/08/31,282,
02NC003,1,2035/09/01,302,
02NC003,1,2035/09/02,424,
02NC003,1,2035/09/03,490,
02NC003,1,2035/09/04,465,
02NC003,1,2035/09/05,407,
02NC003,1,2035/09/06,428,
02NC003,1,2035/09/07,413,
02NC003,1,2035/09/08,304,
02NC003,1,2035/09/09,345,
02NC003,1,2035/09/10,309,
02NC003,1,2035/09/11,285,
02NC003,1,2035/09/12,321,
02NC003,1,2035/09/13,361,
02NC003,1,2035/09/14,426,
02NC003,1,2035/09/15,410,
02NC003,1,2035/09/16,349,
02NC003,1,2035/09/17,406,
02NC003,1,2035/09/18,396,
02NC003,1,2035/09/19,551,
02NC003,1,2035/09/20,490,
02NC003,1,2035/09/21,436,
02NC003,1,2035/09/22,388,
02NC003,1,2035/09/23,432,
02NC003,1,2035/09/24,382,
02NC003,1,2035/09/25,387,
02NC003,1,2035/09/26,387,
02NC003,1,2035/09/27,377,
02NC003,1,2035/09/28,381,
02NC003,1,2035/09/29,419,
02NC003,1,2035/09/30,427,
02NC003,1,2035/10/01,408,
02NC003,1,2035/10/02,397,
02NC003,1,2035/10/03,348,
02NC003,1,2035/10/04,361,
02NC003,1,2035/10/05,380,
02NC003,1,2035/10/06,438,
02NC003,1,2035/10/07,429,
02NC003,1,2035/10/08,377,
02NC003,1,2035/10/09,412,
02NC003,1,2035/10/10,394,
02NC003,1,2035/10/11,382,
02NC003,1,2035/10/12,380,
02NC003,1,2035/10/13,363,
02NC003,1,2035/10/14,350,
02NC003,1,2035/10/15,334,
02NC003,1,2035/10/16,308,
02NC003,1,2035/10/17,417,
02NC003,1,2035/10/18,373,
02NC003,1,2035/10/19,387,
02NC003,1,2035/10/20,309,
02NC003,1,2035/10/21,300,
02NC003,1,2035/10/22,304,
02NC003,1,2035/10/23,301,
02NC003,1,2035/10/24,334,
02NC003,1,2035/10/25,375,
02NC003,1,2035/10/26,399,
02NC003,1,2035/10/27,438,
02NC003,1,2035/10/28,332,
02NC003,1,2035/10/29,380,
02NC003,1,2035/10/30,366,
02NC003,1,2035/10/31,316,
02NC003,1,2035/11/01,328,
02NC003,1,2035/11/02,390,
02NC003,1,2035/11/03,369,
02NC003,1,2035/11/04,356,
02NC003,1,2035/11/05,481,
02NC003,1,2035/11/06,545,
02NC003,1,2035/11/07,732,
02NC003,1,2035/11/08,843,
02NC003,1,2035/11/09,682,
02NC003,1,2035/11/10,788,
02NC003,1,2035/11/11,838,
02NC003,1,2035/11/12,597,
02NC003,1,2035/11/13,537,
02NC003,1,2035/11/14,575,
02NC003,1,2035/11/15,647,
02NC003,1,2035/11/16,592,
02NC003,1,2035/11/17,553,
02NC003,1,2035/11/18,540,
02NC003,1,2035/11/19,565,
02NC003,1,2035/11/20,516,
02NC003,1,2035/11/21,464,
02NC003,1,2035/11/22,470,
02NC003,1,2035/11/23,531,
02NC003,1,2035/11/24,493,
02NC003,1,2035/11/25,519,
02NC003,1,2035/11/26,479,
02NC003,1,2035/11/27,479,
02NC003,1,2035/11/28,483,
02NC003,1,2035/11/29,446,
02NC003,1,2035/11/30,293,
02NC003,1,2035/12/01,344,
02NC003,1,2035/12/02,349,
02NC003,1,2035/12/03,379,
02NC003,1,2035/12/04,442,
02NC003,1,2035/12/05,448,
02NC003,1,2035/12/06,452,
02NC003,1,2035/12/07,450,
02NC003,1,2035/12/08,481,
02NC003,1,2035/12/09,452,
02NC003,1,2035/12/10,480,
02NC003,1,2035/12/11,468,
02NC003,1,2035/12/12,643,
02NC003,1,2035/12/13,609,
02NC003,1,2035/12/14,565,
02NC003,1,2035/12/15,569,
02NC003,1,2035/12/16,577,
02NC003,1,2035/12/17,590,
02NC003,1,2035/12/18,550,
02NC003,1,2035/12/19,577,
02NC003,1,2035/12/20,577,
02NC003,1,2035/12/21,575,
02NC003,1,2035/12/22,565,
02NC003,1,2035/12/23,549,
02NC003,1,2035/12/24,559,
02NC003,1,2035/12/25,560,
02NC003,1,2035/12/26,563,
02NC003,1,2035/12/27,572,
02NC003,1,2035/12/28,564,
02NC003,1,2035/12/29,544,
02NC003,1,2035/12/30,603,
02NC003,1,2035/12/31,569,
02NC003,1,2050/01/01,426,
02NC003,1,2050/01/02,470,
02NC003,1,2050/01/03,554,
02NC003,1,2050/01/04,463,
02NC003,1,2050/01/05,514,
02NC003,1,2050/01/06,517,
02NC003,1,2050/01/07,592,
02NC003,1,2050/01/08,500,
02NC003,1,2050/01/09,525,
02NC003,1,2050/01/10,524,
02NC003,1,2050/01/11,526,
02NC003,1,2050/01/12,551,
02NC003,1,2050/01/13,524,
02NC003,1,2050/01/14,500,
02NC003,1,2050/01/15,521,
02NC003,1,2050/01/16,577,
02NC003,1,2050/01/17,591,
02NC003,1,2050/01/18,555,
02NC003,1,2050/01/19,605,
02NC003,1,2050/01/20,639,
02NC003,1,2050/01/21,597,
02NC003,1,2050/01/22,547,
02NC003,1,2050/01/23,599,
02NC003,1,2050/01/24,588,
02NC003,1,2050/01/25,612,
02NC003,1,2050/01/26,602,
02NC003,1,2050/01/27,607,
02NC003,1,2050/01/28,589,
02NC003,1,2050/01/29,563,
02NC003,1,2050/01/30,635,
02NC003,1,2050/01/31,619,
02NC003,1,2050/02/01,667,
02NC003,1,2050/02/02,645,
02NC003,1,2050/02/03,656,
02NC003,1,2050/02/04,644,
02NC003,1,2050/02/05,625,
02NC003,1,2050/02/06,674,
02NC003,1,2050/02/07,627,
02NC003,1,2050/02/08,630,
02NC003,1,2050/02/09,658,
02NC003,1,2050/02/10,658,
02NC003,1,2050/02/11,660,
02NC003,1,2050/02/12,639,
02NC003,1,2050/02/13,659,
02NC003,1,2050/02/14,660,
02NC003,1,2050/02/15,623,
02NC003,1,2050/02/16,625,
02NC003,1,2050/02/17,660,
02NC003,1,2050/02/18,657,
02NC003,1,2050/02/19,655,
02NC003,1,2050/02/20,617,
02NC003,1,2050/02/21,592,
02NC003,1,2050/02/22,623,
02NC003,1,2050/02/23,593,
02NC003,1,2050/02/24,592,
02NC003,1,2050/02/25,595,
02NC003,1,2050/02/26,582,
02NC003,1,2050/02/27,596,
02NC003,1,2050/02/28,636,
02NC003,1,2050/03/01,625,
02NC003,1,2050/03/02,472,
02NC003,1,2050/03/03,422,
02NC003,1,2050/03/04,545,
02NC003,1,2050/03/05,582,
02NC003,1,2050/03/06,574,
02NC003,1,2050/03/07,567,
02NC003,1,2050/03/08,566,
02NC003,1,2050/03/09,538,
02NC003,1,2050/03/10,561,
02NC003,1,2050/03/11,560,
02NC003,1,2050/03/12,560,
02NC003,1,2050/03/13,491,
02NC003,1,2050/03/14,495,
02NC003,1,2050/03/15,544,
02NC003,1,2050/03/16,581,
02NC003,1,2050/03/17,543,
02NC003,1,2050/03/18,509,
02NC003,1,2050/03/19,509,
02NC003,1,2050/03/20,490,
02NC003,1,2050/03/21,482,
02NC003,1,2050/03/22,448,
02NC003,1,2050/03/23,431,
02NC003,1,2050/03/24,519,
02NC003,1,2050/03/25,489,
02NC003,1,2050/03/26,414,
02NC003,1,2050/03/27,404,
02NC003,1,2050/03/28,411,
02NC003,1,2050/03/29,443,
02NC003,1,2050/03/30,451,
02NC003,1,2050/03/31,385,
