Nom,Active Turbines,Flow (m3/s),Power (MW)
Robert-Bourassa,4,604.707130111894,705.3753205451583
Robert-Bourassa,4,612.0369135071898,716.9585049823621
Robert-Bourassa,4,619.3666969024854,728.4903637115482
Robert-Bourassa,4,626.696480297781,739.9690040651979
Robert-Bourassa,4,634.0262636930768,751.3926540033901
Robert-Bourassa,4,641.3560470883724,762.7596623792472
Robert-Bourassa,4,648.6858304836682,774.0684992133507
Robert-Bourassa,4,656.0156138789639,785.3177559776744
Robert-Bourassa,4,663.3453972742594,796.5061458896424
Robert-Bourassa,4,670.6751806695552,807.6325042169645
Robert-Bourassa,4,678.0049640648509,818.6957885939698
Robert-Bourassa,4,685.3347474601466,829.6950793502255
Robert-Bourassa,4,692.6645308554422,840.6295798523081
Robert-Bourassa,4,699.994314250738,851.4986168596804
Robert-Bourassa,4,707.3240976460336,862.3016408957263
Robert-Bourassa,4,714.6538810413293,873.0382266351149
Robert-Bourassa,4,721.983664436625,883.7080733087863
Robert-Bourassa,4,729.3134478319206,894.3110051280121
Robert-Bourassa,4,736.6432312272163,904.8469717291439
Robert-Bourassa,4,743.9730146225121,915.3160486408626
Robert-Bourassa,4,751.3027980178077,925.7184377759874
Robert-Bourassa,4,758.6325814131035,936.0544679501457
Robert-Bourassa,4,765.962364808399,946.3245954299426
Robert-Bourassa,4,773.2921482036948,956.5294045136337
Robert-Bourassa,4,780.6219315989905,966.6696081477409
Robert-Bourassa,4,787.9517149942862,976.746048583592
Robert-Bourassa,4,795.2814983895819,986.7596980783925
Robert-Bourassa,4,802.6112817848775,996.7116596462059
Robert-Bourassa,4,809.9410651801732,1006.6031678651735
Robert-Bourassa,4,817.2708485754689,1016.4355897484577
Robert-Bourassa,4,824.6006319707647,1026.2104256878436
Robert-Bourassa,4,831.9304153660602,1035.92931048076
Robert-Bourassa,4,839.2601987613559,1045.5940144538017
Robert-Bourassa,4,846.5899821566517,1055.2064446988188
Robert-Bourassa,4,853.9197655519473,1064.768646441583
Robert-Bourassa,4,861.249548947243,1074.2828045682302
Robert-Bourassa,4,868.5793323425387,1083.7512453417435
Robert-Bourassa,4,875.9091157378343,1093.1764383505051
Robert-Bourassa,4,883.2388991331301,1102.5609987447447
Robert-Bourassa,4,890.5686825284257,1111.9076898367748
Robert-Bourassa,4,897.8984659237215,1121.219426171071
Robert-Bourassa,4,905.2282493190171,1130.4992772171981
Robert-Bourassa,4,912.5580327143128,1139.7504719153274
Robert-Bourassa,4,919.8878161096085,1148.9764044366066
Robert-Bourassa,4,927.2175995049042,1158.1806417669568
Robert-Bourassa,4,934.5473829001998,1167.3669342268768
Robert-Bourassa,4,941.8771662954955,1176.539231222153
Robert-Bourassa,4,949.2069496907912,1185.7017079564412
Robert-Bourassa,4,956.536733086087,1194.8588243303552
Robert-Bourassa,4,963.8665164813826,1203.9970791238609
Robert-Bourassa,4,971.1962998766783,1213.1335238073784
Robert-Bourassa,4,978.5260832719739,1222.2696752585857
Robert-Bourassa,4,985.8558666672697,1231.4055334774816
Robert-Bourassa,4,993.1856500625654,1240.541098464066
Robert-Bourassa,4,1000.5154334578611,1249.6763702183393
Robert-Bourassa,4,1007.8452168531567,1258.8113487403011
Robert-Bourassa,4,1015.1750002484524,1267.9460340299518
Robert-Bourassa,4,1022.504783643748,1277.0804260872915
Robert-Bourassa,4,1029.8345670390438,1286.2145249123198
Robert-Bourassa,4,1037.1643504343394,1295.348330505037
Robert-Bourassa,4,1044.4941338296353,1304.4818428654432
Robert-Bourassa,4,1051.823917224931,1313.615061993538
Robert-Bourassa,4,1059.1537006202263,1322.7479878893207
Robert-Bourassa,4,1066.4834840155222,1331.8806205527937
Robert-Bourassa,4,1073.8132674108178,1341.012959983955
Robert-Bourassa,4,1081.1430508061137,1350.145006182805
Robert-Bourassa,4,1088.4728342014093,1359.2767591493432
Robert-Bourassa,4,1095.802617596705,1368.4082188835707
Robert-Bourassa,4,1103.1324009920006,1377.5393853854873
Robert-Bourassa,4,1110.4621843872962,1386.6702586550919
Robert-Bourassa,4,1117.791967782592,1395.800838692386
Robert-Bourassa,4,1125.1217511778877,1404.9311254973686
Robert-Bourassa,4,1132.4515345731834,1414.0611190700401
Robert-Bourassa,4,1139.781317968479,1423.1908194104
Robert-Bourassa,4,1147.1111013637747,1432.320226518449
Robert-Bourassa,4,1154.4408847590705,1441.4493403941867
Robert-Bourassa,4,1161.7706681543661,1450.5781610376134
Robert-Bourassa,4,1169.1004515496618,1459.7066884487285
Robert-Bourassa,4,1176.4302349449574,1468.8349226275327
Robert-Bourassa,4,1183.7600183402533,1477.9628635740262
Robert-Bourassa,4,1191.089801735549,1487.0905112882074
Robert-Bourassa,4,1198.4195851308446,1496.2178657700779
Robert-Bourassa,4,1205.7493685261402,1505.344927019637
Robert-Bourassa,4,1213.0791519214358,1514.4838275237616
Robert-Bourassa,4,1220.4089353167317,1523.6347872066851
Robert-Bourassa,4,1227.738718712027,1532.7857468896077
Robert-Bourassa,4,1235.068502107323,1541.936706572531
Robert-Bourassa,4,1242.3982855026186,1551.087666255454
Robert-Bourassa,4,1249.7280688979145,1560.238625938377
Robert-Bourassa,4,1257.05785229321,1569.3895856213
Robert-Bourassa,4,1264.3876356885055,1578.5405453042226
Robert-Bourassa,4,1271.7174190838016,1587.6915049871466
Robert-Bourassa,4,1279.047202479097,1596.8424646700691
Robert-Bourassa,4,1286.3769858743929,1605.9934243529924
Robert-Bourassa,4,1293.7067692696885,1615.1443840359154
Robert-Bourassa,4,1301.036552664984,1624.295343718838
Robert-Bourassa,4,1308.36633606028,1633.4463034017615
Robert-Bourassa,4,1315.6961194555754,1642.597263084684
Robert-Bourassa,4,1323.0259028508713,1651.7482227676076
Robert-Bourassa,4,1330.355686246167,1660.8991824505304
Robert-Bourassa,5,755.8839126398675,881.7191506814478
Robert-Bourassa,5,765.0461418839872,896.1981312279527
Robert-Bourassa,5,774.2083711281067,910.6129546394352
Robert-Bourassa,5,783.3706003722262,924.9612550814974
Robert-Bourassa,5,792.5328296163459,939.2408175042376
Robert-Bourassa,5,801.6950588604655,953.4495779740589
Robert-Bourassa,5,810.8572881045852,967.5856240166885
Robert-Bourassa,5,820.0195173487049,981.647194972093
Robert-Bourassa,5,829.1817465928243,995.6326823620531
Robert-Bourassa,5,838.343975836944,1009.5406302712057
Robert-Bourassa,5,847.5062050810636,1023.3697357424624
Robert-Bourassa,5,856.6684343251832,1037.118849187782
Robert-Bourassa,5,865.8306635693027,1050.7869748153853
Robert-Bourassa,5,874.9928928134225,1064.3732710746006
Robert-Bourassa,5,884.155122057542,1077.8770511196578
Robert-Bourassa,5,893.3173513016617,1091.2977832938939
Robert-Bourassa,5,902.4795805457812,1104.6350916359827
Robert-Bourassa,5,911.6418097899008,1117.888756410015
Robert-Bourassa,5,920.8040390340204,1131.0587146614298
Robert-Bourassa,5,929.9662682781401,1144.145060801078
Robert-Bourassa,5,939.1284975222596,1157.1480472199842
Robert-Bourassa,5,948.2907267663793,1170.0680849376822
Robert-Bourassa,5,957.4529560104987,1182.9057442874282
Robert-Bourassa,5,966.6151852546184,1195.661755642042
Robert-Bourassa,5,975.7774144987382,1208.3370101846758
Robert-Bourassa,5,984.9396437428578,1220.9325607294902
Robert-Bourassa,5,994.1018729869774,1233.4496225979906
Robert-Bourassa,5,1003.2641022310969,1245.8895745577574
Robert-Bourassa,5,1012.4263314752164,1258.253959831467
Robert-Bourassa,5,1021.5885607193361,1270.544487185572
Robert-Bourassa,5,1030.7507899634559,1282.7630321098045
Robert-Bourassa,5,1039.9130192075752,1294.91163810095
Robert-Bourassa,5,1049.075248451695,1306.9925180672521
Robert-Bourassa,5,1058.2374776958145,1319.0080558735235
Robert-Bourassa,5,1067.399706939934,1330.9608080519788
Robert-Bourassa,5,1076.5619361840538,1342.8535057102877
Robert-Bourassa,5,1085.7241654281734,1354.6890566771795
Robert-Bourassa,5,1094.886394672293,1366.4705479381314
Robert-Bourassa,5,1104.0486239164127,1378.2012484309307
Robert-Bourassa,5,1113.2108531605322,1389.8846122959685
Robert-Bourassa,5,1122.3730824046518,1401.5242827138388
Robert-Bourassa,5,1131.5353116487713,1413.1240965214977
Robert-Bourassa,5,1140.697540892891,1424.688089894159
Robert-Bourassa,5,1149.8597701370106,1436.2205055457584
Robert-Bourassa,5,1159.0219993811302,1447.725802208696
Robert-Bourassa,5,1168.1842286252497,1459.2086677835962
Robert-Bourassa,5,1177.3464578693693,1470.6740390276912
Robert-Bourassa,5,1186.508687113489,1482.1271349455515
Robert-Bourassa,5,1195.6709163576088,1493.5735304129441
Robert-Bourassa,5,1204.8331456017283,1504.9963489048262
Robert-Bourassa,5,1213.995374845848,1516.4169047592231
Robert-Bourassa,5,1223.1576040899674,1527.8370940732323
Robert-Bourassa,5,1232.319833334087,1539.2569168468522
Robert-Bourassa,5,1241.4820625782068,1550.6763730800824
Robert-Bourassa,5,1250.6442918223265,1562.0954627729243
Robert-Bourassa,5,1259.8065210664458,1573.5141859253763
Robert-Bourassa,5,1268.9687503105656,1584.9325425374395
Robert-Bourassa,5,1278.1309795546852,1596.3505326091145
Robert-Bourassa,5,1287.2932087988047,1607.7681561404
Robert-Bourassa,5,1296.4554380429242,1619.1854131312962
Robert-Bourassa,5,1305.6176672870442,1630.602303581804
Robert-Bourassa,5,1314.7798965311636,1642.0188274919224
Robert-Bourassa,5,1323.9421257752829,1653.434984861651
Robert-Bourassa,5,1333.1043550194026,1664.8507756909924
Robert-Bourassa,5,1342.2665842635224,1676.2661999799436
Robert-Bourassa,5,1351.4288135076422,1687.6812577285061
Robert-Bourassa,5,1360.5910427517617,1699.095948936679
Robert-Bourassa,5,1369.7532719958813,1710.5102736044632
Robert-Bourassa,5,1378.9155012400008,1721.924231731859
Robert-Bourassa,5,1388.0777304841204,1733.3378233188646
Robert-Bourassa,5,1397.2399597282401,1744.7510483654823
Robert-Bourassa,5,1406.4021889723597,1756.1639068717109
Robert-Bourassa,5,1415.5644182164792,1767.5763988375502
Robert-Bourassa,5,1424.7266474605988,1778.988524263
Robert-Bourassa,5,1433.8888767047183,1790.4002831480616
Robert-Bourassa,5,1443.051105948838,1801.8116754927335
Robert-Bourassa,5,1452.2133351929576,1813.2227012970168
Robert-Bourassa,5,1461.3755644370772,1824.633360560911
Robert-Bourassa,5,1470.5377936811967,1836.0436532844158
Robert-Bourassa,5,1479.7000229253167,1847.4535794675328
Robert-Bourassa,5,1488.862252169436,1858.8631391102592
Robert-Bourassa,5,1498.0244814135558,1870.2723322125971
Robert-Bourassa,5,1507.1867106576751,1881.6811587745462
Robert-Bourassa,5,1516.348939901795,1893.104784404702
Robert-Bourassa,5,1525.5111691459147,1904.5434840083565
Robert-Bourassa,5,1534.673398390034,1915.9821836120097
Robert-Bourassa,5,1543.8356276341538,1927.4208832156637
Robert-Bourassa,5,1552.9978568782733,1938.8595828193174
Robert-Bourassa,5,1562.160086122393,1950.2982824229714
Robert-Bourassa,5,1571.3223153665126,1961.7369820266251
