x,y,DEW_POINT_TEMP,WEATHER_FRE_DESC,PROVINCE_CODE,STATION_NAME,UTC_YEAR,WIND_DIRECTION,UTC_DAY,LOCAL_MONTH,STATION_PRESSURE,HUMIDEX_FLAG,VISIBILITY_FLAG,WIND_DIRECTION_FLAG,PRECIP_AMOUNT,PRECIP_AMOUNT_FLAG,LOCAL_HOUR,WINDCHILL_FLAG,HUMIDEX,WEATHER_ENG_DESC,TEMP_FLAG,TEMP,WIND_SPEED,UTC_DATE,LOCAL_DATE,LOCAL_YEAR,RELATIVE_HUMIDITY_FLAG,ID,STATION_PRESSURE_FLAG,VISIBILITY,WINDCHILL,CLIMATE_IDENTIFIER,LOCAL_DAY,WIND_SPEED_FLAG,DEW_POINT_TEMP_FLAG,UTC_MONTH,RELATIVE_HUMIDITY
-71.6913888888889,45.43861111111111,2.9,ND,QC,SHERBROOKE,2024,6,20,11,98.05,,,,0,,15,,,NA,,7.6,13,2024-11-20T20:00:00,2024-11-20 15:00:00,2024,,7028123.2024.11.20.15,,16.1,,7028123,20,,,11,72
-71.6913888888889,45.43861111111111,2.6,ND,QC,SHERBROOKE,2024,9,20,11,98.09,,,,0,,16,,,NA,,7.1,11,2024-11-20T21:00:00,2024-11-20 16:00:00,2024,,7028123.2024.11.20.16,,16.1,,7028123,20,,,11,73
-71.6913888888889,45.43861111111111,2.9,ND,QC,SHERBROOKE,2024,5,20,11,98.13,,,,0,,17,,,NA,,6.8,9,2024-11-20T22:00:00,2024-11-20 17:00:00,2024,,7028123.2024.11.20.17,,16.1,,7028123,20,,,11,76
-71.6913888888889,45.43861111111111,4.0,ND,QC,SHERBROOKE,2024,6,20,11,98.08,,,,0,,18,,,NA,,6.5,13,2024-11-20T23:00:00,2024-11-20 18:00:00,2024,,7028123.2024.11.20.18,,16.1,,7028123,20,,,11,84
-71.6913888888889,45.43861111111111,3.8,ND,QC,SHERBROOKE,2024,6,21,11,98.07,,,,0,,19,,,NA,,6.0,13,2024-11-21T00:00:00,2024-11-20 19:00:00,2024,,7028123.2024.11.20.19,,16.1,,7028123,20,,,11,86
-71.6913888888889,45.43861111111111,3.3,ND,QC,SHERBROOKE,2024,6,21,11,98.06,,,,0,,20,,,NA,,6.0,15,2024-11-21T01:00:00,2024-11-20 20:00:00,2024,,7028123.2024.11.20.20,,16.1,,7028123,20,,,11,83
-71.6913888888889,45.43861111111111,3.3,ND,QC,SHERBROOKE,2024,6,21,11,98.02,,,,0,,21,,,NA,,6.0,15,2024-11-21T02:00:00,2024-11-20 21:00:00,2024,,7028123.2024.11.20.21,,16.1,,7028123,20,,,11,83
-71.6913888888889,45.43861111111111,3.2,ND,QC,SHERBROOKE,2024,6,21,11,98.01,,,,0,,22,,,NA,,5.5,15,2024-11-21T03:00:00,2024-11-20 22:00:00,2024,,7028123.2024.11.20.22,,16.1,,7028123,20,,,11,85
-71.6913888888889,45.43861111111111,3.3,ND,QC,SHERBROOKE,2024,6,21,11,97.99,,,,0,,23,,,NA,,5.4,11,2024-11-21T04:00:00,2024-11-20 23:00:00,2024,,7028123.2024.11.20.23,,16.1,,7028123,20,,,11,86
-71.6913888888889,45.43861111111111,3.0,ND,QC,SHERBROOKE,2024,6,21,11,97.97,,,,0,,0,,,NA,,5.5,11,2024-11-21T05:00:00,2024-11-21 00:00:00,2024,,7028123.2024.11.21.0,,16.1,,7028123,21,,,11,84
-71.6913888888889,45.43861111111111,2.9,ND,QC,SHERBROOKE,2024,5,21,11,97.96,,,,0,,1,,,NA,,5.5,11,2024-11-21T06:00:00,2024-11-21 01:00:00,2024,,7028123.2024.11.21.1,,16.1,,7028123,21,,,11,83
-71.6913888888889,45.43861111111111,2.7,ND,QC,SHERBROOKE,2024,7,21,11,97.94,,,,0,,2,,,NA,,5.5,9,2024-11-21T07:00:00,2024-11-21 02:00:00,2024,,7028123.2024.11.21.2,,16.1,,7028123,21,,,11,82
-71.6913888888889,45.43861111111111,2.7,ND,QC,SHERBROOKE,2024,7,21,11,97.88,,,,0,,3,,,NA,,5.7,13,2024-11-21T08:00:00,2024-11-21 03:00:00,2024,,7028123.2024.11.21.3,,16.1,,7028123,21,,,11,81
-71.6913888888889,45.43861111111111,2.4,ND,QC,SHERBROOKE,2024,7,21,11,97.86,,,,0,,4,,,NA,,5.6,13,2024-11-21T09:00:00,2024-11-21 04:00:00,2024,,7028123.2024.11.21.4,,16.1,,7028123,21,,,11,80
-71.6913888888889,45.43861111111111,2.4,ND,QC,SHERBROOKE,2024,7,21,11,97.79,,,,0,,5,,,NA,,5.4,11,2024-11-21T10:00:00,2024-11-21 05:00:00,2024,,7028123.2024.11.21.5,,16.1,,7028123,21,,,11,81
-71.6913888888889,45.43861111111111,2.6,ND,QC,SHERBROOKE,2024,7,21,11,97.76,,,,0,,6,,,NA,,5.2,11,2024-11-21T11:00:00,2024-11-21 06:00:00,2024,,7028123.2024.11.21.6,,16.1,,7028123,21,,,11,83
-71.6913888888889,45.43861111111111,2.4,ND,QC,SHERBROOKE,2024,6,21,11,97.77,,,,0,,7,,,NA,,5.0,11,2024-11-21T12:00:00,2024-11-21 07:00:00,2024,,7028123.2024.11.21.7,,16.1,,7028123,21,,,11,83
-71.6913888888889,45.43861111111111,2.3,ND,QC,SHERBROOKE,2024,7,21,11,97.78,,,,0,,8,,,NA,,5.3,9,2024-11-21T13:00:00,2024-11-21 08:00:00,2024,,7028123.2024.11.21.8,,16.1,,7028123,21,,,11,81
-71.6913888888889,45.43861111111111,2.3,ND,QC,SHERBROOKE,2024,5,21,11,97.76,,,,0,,9,,,NA,,6.0,11,2024-11-21T14:00:00,2024-11-21 09:00:00,2024,,7028123.2024.11.21.9,,16.1,,7028123,21,,,11,77
-71.6913888888889,45.43861111111111,2.6,ND,QC,SHERBROOKE,2024,6,21,11,97.75,,,,0,,10,,,NA,,7.0,9,2024-11-21T15:00:00,2024-11-21 10:00:00,2024,,7028123.2024.11.21.10,,16.1,,7028123,21,,,11,73
-71.6913888888889,45.43861111111111,2.7,ND,QC,SHERBROOKE,2024,4,21,11,97.69,,,,0,,11,,,NA,,6.8,15,2024-11-21T16:00:00,2024-11-21 11:00:00,2024,,7028123.2024.11.21.11,,16.1,,7028123,21,,,11,75
-71.6913888888889,45.43861111111111,3.1,ND,QC,SHERBROOKE,2024,6,21,11,97.59,,,,0,,12,,,NA,,7.5,13,2024-11-21T17:00:00,2024-11-21 12:00:00,2024,,7028123.2024.11.21.12,,16.1,,7028123,21,,,11,73
-71.6913888888889,45.43861111111111,3.1,ND,QC,SHERBROOKE,2024,6,21,11,97.49,,,,0,,13,,,NA,,8.4,17,2024-11-21T18:00:00,2024-11-21 13:00:00,2024,,7028123.2024.11.21.13,,16.1,,7028123,21,,,11,69
-71.6913888888889,45.43861111111111,2.5,ND,QC,SHERBROOKE,2024,5,21,11,97.44,,,,0,,14,,,NA,,7.6,22,2024-11-21T19:00:00,2024-11-21 14:00:00,2024,,7028123.2024.11.21.14,,16.1,,7028123,21,,,11,70
-71.6913888888889,45.43861111111111,2.5,ND,QC,SHERBROOKE,2024,7,21,11,97.37,,,,0,,15,,,NA,,6.8,21,2024-11-21T20:00:00,2024-11-21 15:00:00,2024,,7028123.2024.11.21.15,,16.1,,7028123,21,,,11,74
-71.6913888888889,45.43861111111111,2.4,ND,QC,SHERBROOKE,2024,7,21,11,97.41,,,,0,,16,,,NA,,6.3,13,2024-11-21T21:00:00,2024-11-21 16:00:00,2024,,7028123.2024.11.21.16,,16.1,,7028123,21,,,11,76
-71.6913888888889,45.43861111111111,2.6,ND,QC,SHERBROOKE,2024,7,21,11,97.46,,,,0,,17,,,NA,,6.3,13,2024-11-21T22:00:00,2024-11-21 17:00:00,2024,,7028123.2024.11.21.17,,16.1,,7028123,21,,,11,77
-71.6913888888889,45.43861111111111,2.6,ND,QC,SHERBROOKE,2024,6,21,11,97.47,,,,0,,18,,,NA,,6.3,17,2024-11-21T23:00:00,2024-11-21 18:00:00,2024,,7028123.2024.11.21.18,,16.1,,7028123,21,,,11,77
-71.6913888888889,45.43861111111111,2.6,ND,QC,SHERBROOKE,2024,6,22,11,97.47,,,,0,,19,,,NA,,6.1,15,2024-11-22T00:00:00,2024-11-21 19:00:00,2024,,7028123.2024.11.21.19,,16.1,,7028123,21,,,11,78
-71.6913888888889,45.43861111111111,2.7,ND,QC,SHERBROOKE,2024,6,22,11,97.42,,,,0,,20,,,NA,,6.2,18,2024-11-22T01:00:00,2024-11-21 20:00:00,2024,,7028123.2024.11.21.20,,16.1,,7028123,21,,,11,78
-71.6913888888889,45.43861111111111,2.8,ND,QC,SHERBROOKE,2024,6,22,11,97.33,,,,0,,21,,,NA,,6.2,21,2024-11-22T02:00:00,2024-11-21 21:00:00,2024,,7028123.2024.11.21.21,,16.1,,7028123,21,,,11,79
-71.6913888888889,45.43861111111111,2.9,ND,QC,SHERBROOKE,2024,6,22,11,97.3,,,,0,,22,,,NA,,6.1,15,2024-11-22T03:00:00,2024-11-21 22:00:00,2024,,7028123.2024.11.21.22,,16.1,,7028123,21,,,11,80
-71.6913888888889,45.43861111111111,2.6,ND,QC,SHERBROOKE,2024,6,22,11,97.28,,,,0,,23,,,NA,,6.4,17,2024-11-22T04:00:00,2024-11-21 23:00:00,2024,,7028123.2024.11.21.23,,16.1,,7028123,21,,,11,76
-71.6913888888889,45.43861111111111,2.3,ND,QC,SHERBROOKE,2024,7,22,11,97.2,,,,0,,0,,,NA,,6.2,21,2024-11-22T05:00:00,2024-11-22 00:00:00,2024,,7028123.2024.11.22.0,,16.1,,7028123,22,,,11,76
-71.6913888888889,45.43861111111111,2.3,ND,QC,SHERBROOKE,2024,5,22,11,97.12,,,,0,,1,,,NA,,5.6,22,2024-11-22T06:00:00,2024-11-22 01:00:00,2024,,7028123.2024.11.22.1,,16.1,,7028123,22,,,11,79
-71.6913888888889,45.43861111111111,1.7,ND,QC,SHERBROOKE,2024,8,22,11,97.21,,,,0,,2,,,NA,,5.6,22,2024-11-22T07:00:00,2024-11-22 02:00:00,2024,,7028123.2024.11.22.2,,16.1,,7028123,22,,,11,76
-71.6913888888889,45.43861111111111,1.5,ND,QC,SHERBROOKE,2024,6,22,11,97.16,,,,0,,3,,,NA,,5.4,18,2024-11-22T08:00:00,2024-11-22 03:00:00,2024,,7028123.2024.11.22.3,,16.1,,7028123,22,,,11,76
-71.6913888888889,45.43861111111111,1.8,ND,QC,SHERBROOKE,2024,5,22,11,97.09,,,,0,,4,,,NA,,4.8,21,2024-11-22T09:00:00,2024-11-22 04:00:00,2024,,7028123.2024.11.22.4,,16.1,,7028123,22,,,11,81
-71.6913888888889,45.43861111111111,1.5,ND,QC,SHERBROOKE,2024,6,22,11,97.04,,,,0,,5,,,NA,,4.8,26,2024-11-22T10:00:00,2024-11-22 05:00:00,2024,,7028123.2024.11.22.5,,16.1,,7028123,22,,,11,79
-71.6913888888889,45.43861111111111,1.5,ND,QC,SHERBROOKE,2024,7,22,11,97.0,,,,0,,6,,,NA,,5.0,24,2024-11-22T11:00:00,2024-11-22 06:00:00,2024,,7028123.2024.11.22.6,,16.1,,7028123,22,,,11,78
-71.6913888888889,45.43861111111111,1.5,ND,QC,SHERBROOKE,2024,6,22,11,97.06,,,,0,,7,,,NA,,5.2,21,2024-11-22T12:00:00,2024-11-22 07:00:00,2024,,7028123.2024.11.22.7,,16.1,,7028123,22,,,11,77
-71.6913888888889,45.43861111111111,1.8,Pluie,QC,SHERBROOKE,2024,6,22,11,97.06,,,,0,,8,,,Rain,,4.8,24,2024-11-22T13:00:00,2024-11-22 08:00:00,2024,,7028123.2024.11.22.8,,16.1,,7028123,22,,,11,81
-71.6913888888889,45.43861111111111,2.3,ND,QC,SHERBROOKE,2024,7,22,11,97.08,,,,0,,9,,,NA,,5.6,28,2024-11-22T14:00:00,2024-11-22 09:00:00,2024,,7028123.2024.11.22.9,,16.1,,7028123,22,,,11,79
-71.6913888888889,45.43861111111111,3.0,Pluie,QC,SHERBROOKE,2024,7,22,11,97.11,,,,0.2,,10,,,Rain,,5.3,26,2024-11-22T15:00:00,2024-11-22 10:00:00,2024,,7028123.2024.11.22.10,,16.1,,7028123,22,,,11,85
-71.6913888888889,45.43861111111111,3.0,ND,QC,SHERBROOKE,2024,7,22,11,97.12,,,,0,,11,,,NA,,6.7,21,2024-11-22T16:00:00,2024-11-22 11:00:00,2024,,7028123.2024.11.22.11,,16.1,,7028123,22,,,11,77
-71.6913888888889,45.43861111111111,1.8,ND,QC,SHERBROOKE,2024,9,22,11,97.11,,,,0,,12,,,NA,,8.4,35,2024-11-22T17:00:00,2024-11-22 12:00:00,2024,,7028123.2024.11.22.12,,16.1,,7028123,22,,,11,63
-71.6913888888889,45.43861111111111,1.9,ND,QC,SHERBROOKE,2024,8,22,11,97.14,,,,0,,13,,,NA,,9.2,26,2024-11-22T18:00:00,2024-11-22 13:00:00,2024,,7028123.2024.11.22.13,,16.1,,7028123,22,,,11,60
-71.6913888888889,45.43861111111111,2.2,ND,QC,SHERBROOKE,2024,6,22,11,97.19,,,,0,,14,,,NA,,7.7,15,2024-11-22T19:00:00,2024-11-22 14:00:00,2024,,7028123.2024.11.22.14,,16.1,,7028123,22,,,11,68
-71.6913888888889,45.43861111111111,2.1,ND,QC,SHERBROOKE,2024,6,22,11,97.19,,,,0,,15,,,NA,,6.8,24,2024-11-22T20:00:00,2024-11-22 15:00:00,2024,,7028123.2024.11.22.15,,16.1,,7028123,22,,,11,72
-71.6913888888889,45.43861111111111,2.0,ND,QC,SHERBROOKE,2024,6,22,11,97.21,,,,0,,16,,,NA,,6.1,22,2024-11-22T21:00:00,2024-11-22 16:00:00,2024,,7028123.2024.11.22.16,,16.1,,7028123,22,,,11,75
-71.6913888888889,45.43861111111111,1.8,ND,QC,SHERBROOKE,2024,6,22,11,97.29,,,,0,,17,,,NA,,5.6,22,2024-11-22T22:00:00,2024-11-22 17:00:00,2024,,7028123.2024.11.22.17,,16.1,,7028123,22,,,11,76
-71.6913888888889,45.43861111111111,2.4,ND,QC,SHERBROOKE,2024,4,22,11,97.34,,,,0,,18,,,NA,,4.7,13,2024-11-22T23:00:00,2024-11-22 18:00:00,2024,,7028123.2024.11.22.18,,16.1,,7028123,22,,,11,85
-71.6913888888889,45.43861111111111,2.6,ND,QC,SHERBROOKE,2024,5,23,11,97.34,,,,0,,19,,,NA,,4.1,17,2024-11-23T00:00:00,2024-11-22 19:00:00,2024,,7028123.2024.11.22.19,,16.1,,7028123,22,,,11,90
-71.6913888888889,45.43861111111111,2.2,ND,QC,SHERBROOKE,2024,6,23,11,97.31,,,,0,,20,,,NA,,4.2,15,2024-11-23T01:00:00,2024-11-22 20:00:00,2024,,7028123.2024.11.22.20,,16.1,,7028123,22,,,11,87
-71.6913888888889,45.43861111111111,2.0,ND,QC,SHERBROOKE,2024,6,23,11,97.29,,,,0,,21,,,NA,,4.0,9,2024-11-23T02:00:00,2024-11-22 21:00:00,2024,,7028123.2024.11.22.21,,16.1,,7028123,22,,,11,87
-71.6913888888889,45.43861111111111,2.0,ND,QC,SHERBROOKE,2024,4,23,11,97.22,,,,0,,22,,,NA,,4.0,17,2024-11-23T03:00:00,2024-11-22 22:00:00,2024,,7028123.2024.11.22.22,,16.1,,7028123,22,,,11,87
-71.6913888888889,45.43861111111111,2.4,ND,QC,SHERBROOKE,2024,3,23,11,97.22,,,,0,,23,,,NA,,3.7,15,2024-11-23T04:00:00,2024-11-22 23:00:00,2024,,7028123.2024.11.22.23,,16.1,,7028123,22,,,11,91
-71.6913888888889,45.43861111111111,2.0,ND,QC,SHERBROOKE,2024,5,23,11,97.12,,,,0,,0,,,NA,,3.3,22,2024-11-23T05:00:00,2024-11-23 00:00:00,2024,,7028123.2024.11.23.0,,16.1,,7028123,23,,,11,91
-71.6913888888889,45.43861111111111,2.0,ND,QC,SHERBROOKE,2024,3,23,11,97.2,,,,0,,1,,,NA,,3.3,17,2024-11-23T06:00:00,2024-11-23 01:00:00,2024,,7028123.2024.11.23.1,,16.1,,7028123,23,,,11,91
-71.6913888888889,45.43861111111111,1.6,Pluie,QC,SHERBROOKE,2024,4,23,11,97.17,,,,0,,2,,,Rain,,3.1,17,2024-11-23T07:00:00,2024-11-23 02:00:00,2024,,7028123.2024.11.23.2,,16.1,,7028123,23,,,11,90
-71.6913888888889,45.43861111111111,1.7,Pluie,QC,SHERBROOKE,2024,5,23,11,97.15,,,,0,,3,,,Rain,,3.1,18,2024-11-23T08:00:00,2024-11-23 03:00:00,2024,,7028123.2024.11.23.3,,16.1,,7028123,23,,,11,90
-71.6913888888889,45.43861111111111,1.6,Pluie modérée,QC,SHERBROOKE,2024,5,23,11,97.04,,,,1.8,,4,,,Moderate Rain,,2.5,18,2024-11-23T09:00:00,2024-11-23 04:00:00,2024,,7028123.2024.11.23.4,,16.1,,7028123,23,,,11,94
-71.6913888888889,45.43861111111111,1.6,ND,QC,SHERBROOKE,2024,3,23,11,96.9,,,,0.2,,5,,,NA,,2.6,17,2024-11-23T10:00:00,2024-11-23 05:00:00,2024,,7028123.2024.11.23.5,,16.1,,7028123,23,,,11,93
-71.6913888888889,45.43861111111111,1.2,Pluie,QC,SHERBROOKE,2024,3,23,11,96.95,,,,0,,6,,,Rain,,2.7,13,2024-11-23T11:00:00,2024-11-23 06:00:00,2024,,7028123.2024.11.23.6,,16.1,,7028123,23,,,11,90
-71.6913888888889,45.43861111111111,1.0,Pluie modérée,QC,SHERBROOKE,2024,2,23,11,96.97,,,,0.8,,7,,,Moderate Rain,,2.0,11,2024-11-23T12:00:00,2024-11-23 07:00:00,2024,,7028123.2024.11.23.7,,12.9,,7028123,23,,,11,93
-71.6913888888889,45.43861111111111,0.2,Neige,QC,SHERBROOKE,2024,34,23,11,96.95,,,,1.2,,8,,,Snow,,1.1,8,2024-11-23T13:00:00,2024-11-23 08:00:00,2024,,7028123.2024.11.23.8,,12.9,,7028123,23,,,11,94
-71.6913888888889,45.43861111111111,0.4,ND,QC,SHERBROOKE,2024,34,23,11,96.89,,,,0.8,,9,,,NA,,1.4,9,2024-11-23T14:00:00,2024-11-23 09:00:00,2024,,7028123.2024.11.23.9,,11.3,,7028123,23,,,11,93
-71.6913888888889,45.43861111111111,0.3,Neige,QC,SHERBROOKE,2024,32,23,11,96.88,,,,1,,10,,,Snow,,1.2,8,2024-11-23T15:00:00,2024-11-23 10:00:00,2024,,7028123.2024.11.23.10,,9.7,,7028123,23,,,11,94
-71.6913888888889,45.43861111111111,0.6,Neige,QC,SHERBROOKE,2024,31,23,11,96.86,,,,0.8,,11,,,Snow,,1.3,9,2024-11-23T16:00:00,2024-11-23 11:00:00,2024,,7028123.2024.11.23.11,,9.7,,7028123,23,,,11,95
-71.6913888888889,45.43861111111111,0.7,Pluie,QC,SHERBROOKE,2024,31,23,11,96.84,,,,0.5,,12,,,Rain,,1.6,13,2024-11-23T17:00:00,2024-11-23 12:00:00,2024,,7028123.2024.11.23.12,,16.1,,7028123,23,,,11,94
-71.6913888888889,45.43861111111111,1.2,Pluie,QC,SHERBROOKE,2024,31,23,11,96.82,,,,0.2,,13,,,Rain,,2.2,11,2024-11-23T18:00:00,2024-11-23 13:00:00,2024,,7028123.2024.11.23.13,,16.1,,7028123,23,,,11,93
-71.6913888888889,45.43861111111111,0.8,Pluie,QC,SHERBROOKE,2024,31,23,11,96.85,,,,0,,14,,,Rain,,1.8,17,2024-11-23T19:00:00,2024-11-23 14:00:00,2024,,7028123.2024.11.23.14,,16.1,,7028123,23,,,11,93
-71.6913888888889,45.43861111111111,1.0,"Pluie,Brouillard",QC,SHERBROOKE,2024,30,23,11,96.89,,,,0,,15,,,"Rain,Fog",,1.7,21,2024-11-23T20:00:00,2024-11-23 15:00:00,2024,,7028123.2024.11.23.15,,4.8,,7028123,23,,,11,95
-71.6913888888889,45.43861111111111,1.2,"Pluie,Brouillard",QC,SHERBROOKE,2024,29,23,11,96.93,,,,0,,16,,,"Rain,Fog",,1.9,15,2024-11-23T21:00:00,2024-11-23 16:00:00,2024,,7028123.2024.11.23.16,,9.7,,7028123,23,,,11,95
-71.6913888888889,45.43861111111111,1.0,Pluie,QC,SHERBROOKE,2024,29,23,11,96.92,,,,0.2,,17,,,Rain,,1.7,11,2024-11-23T22:00:00,2024-11-23 17:00:00,2024,,7028123.2024.11.23.17,,12.9,,7028123,23,,,11,95
-71.6913888888889,45.43861111111111,0.9,"Pluie,Brouillard",QC,SHERBROOKE,2024,27,23,11,96.92,,,,0,,18,,,"Rain,Fog",,1.5,8,2024-11-23T23:00:00,2024-11-23 18:00:00,2024,,7028123.2024.11.23.18,,9.7,,7028123,23,,,11,96
-71.6913888888889,45.43861111111111,1.2,"Pluie,Brouillard",QC,SHERBROOKE,2024,29,24,11,96.9,,,,0,,19,,,"Rain,Fog",,1.8,15,2024-11-24T00:00:00,2024-11-23 19:00:00,2024,,7028123.2024.11.23.19,,3.6,,7028123,23,,,11,96
-71.6913888888889,45.43861111111111,1.2,"Pluie,Brouillard",QC,SHERBROOKE,2024,28,24,11,96.9,,,,0.2,,20,,,"Rain,Fog",,1.9,18,2024-11-24T01:00:00,2024-11-23 20:00:00,2024,,7028123.2024.11.23.20,,3.2,,7028123,23,,,11,95
-71.6913888888889,45.43861111111111,1.1,"Pluie,Brouillard",QC,SHERBROOKE,2024,29,24,11,96.9,,,,0,,21,,,"Rain,Fog",,1.8,26,2024-11-24T02:00:00,2024-11-23 21:00:00,2024,,7028123.2024.11.23.21,,3.2,,7028123,23,,,11,95
-71.6913888888889,45.43861111111111,0.9,"Pluie,Brouillard",QC,SHERBROOKE,2024,28,24,11,96.89,,,,0,,22,,,"Rain,Fog",,1.6,21,2024-11-24T03:00:00,2024-11-23 22:00:00,2024,,7028123.2024.11.23.22,,6.4,,7028123,23,,,11,95
-71.6913888888889,45.43861111111111,0.7,Pluie,QC,SHERBROOKE,2024,27,24,11,96.89,,,,0,,23,,,Rain,,1.6,18,2024-11-24T04:00:00,2024-11-23 23:00:00,2024,,7028123.2024.11.23.23,,11.3,,7028123,23,,,11,94
-71.6913888888889,45.43861111111111,0.8,ND,QC,SHERBROOKE,2024,28,24,11,96.87,,,,0,,0,,,NA,,1.7,17,2024-11-24T05:00:00,2024-11-24 00:00:00,2024,,7028123.2024.11.24.0,,16.1,,7028123,24,,,11,94
-71.6913888888889,45.43861111111111,0.9,Pluie,QC,SHERBROOKE,2024,28,24,11,96.86,,,,0.2,,1,,,Rain,,1.8,17,2024-11-24T06:00:00,2024-11-24 01:00:00,2024,,7028123.2024.11.24.1,,11.3,,7028123,24,,,11,94
-71.6913888888889,45.43861111111111,1.4,"Pluie,Brouillard",QC,SHERBROOKE,2024,28,24,11,96.89,,,,0.2,,2,,,"Rain,Fog",,2.1,15,2024-11-24T07:00:00,2024-11-24 02:00:00,2024,,7028123.2024.11.24.2,,4.8,,7028123,24,,,11,95
-71.6913888888889,45.43861111111111,1.7,"Pluie,Brouillard",QC,SHERBROOKE,2024,28,24,11,96.9,,,,0,,3,,,"Rain,Fog",,2.3,18,2024-11-24T08:00:00,2024-11-24 03:00:00,2024,,7028123.2024.11.24.3,,4.8,,7028123,24,,,11,96
-71.6913888888889,45.43861111111111,2.0,"Pluie,Brouillard",QC,SHERBROOKE,2024,27,24,11,96.93,,,,0.2,,4,,,"Rain,Fog",,2.6,22,2024-11-24T09:00:00,2024-11-24 04:00:00,2024,,7028123.2024.11.24.4,,4,,7028123,24,,,11,96
-71.6913888888889,45.43861111111111,1.7,"Pluie,Brouillard",QC,SHERBROOKE,2024,27,24,11,96.96,,,,0,,5,,,"Rain,Fog",,2.4,30,2024-11-24T10:00:00,2024-11-24 05:00:00,2024,,7028123.2024.11.24.5,,6.4,,7028123,24,,,11,95
-71.6913888888889,45.43861111111111,0.6,"Pluie,Brouillard",QC,SHERBROOKE,2024,27,24,11,97.05,,,,0.2,,6,,,"Rain,Fog",,1.5,24,2024-11-24T11:00:00,2024-11-24 06:00:00,2024,,7028123.2024.11.24.6,,9.7,,7028123,24,,,11,94
-71.6913888888889,45.43861111111111,0.0,"Pluie,Brouillard",QC,SHERBROOKE,2024,26,24,11,97.1,,,,0,,7,,,"Rain,Fog",,0.9,26,2024-11-24T12:00:00,2024-11-24 07:00:00,2024,,7028123.2024.11.24.7,,6.4,,7028123,24,,,11,94
-71.6913888888889,45.43861111111111,-0.3,Pluie,QC,SHERBROOKE,2024,27,24,11,97.17,,,,0,,8,,,Rain,,0.7,32,2024-11-24T13:00:00,2024-11-24 08:00:00,2024,,7028123.2024.11.24.8,,16.1,,7028123,24,,,11,93
-71.6913888888889,45.43861111111111,-0.6,"Pluie,Brouillard",QC,SHERBROOKE,2024,27,24,11,97.25,,,,0,,9,,,"Rain,Fog",,0.4,28,2024-11-24T14:00:00,2024-11-24 09:00:00,2024,,7028123.2024.11.24.9,,2.8,,7028123,24,,,11,93
-71.6913888888889,45.43861111111111,-0.5,"Pluie,Brouillard",QC,SHERBROOKE,2024,27,24,11,97.31,,,,0.2,,10,,,"Rain,Fog",,0.5,24,2024-11-24T15:00:00,2024-11-24 10:00:00,2024,,7028123.2024.11.24.10,,3.6,,7028123,24,,,11,93
-71.6913888888889,45.43861111111111,-0.9,Neige,QC,SHERBROOKE,2024,26,24,11,97.32,,,,0,,11,,,Snow,,0.4,30,2024-11-24T16:00:00,2024-11-24 11:00:00,2024,,7028123.2024.11.24.11,,11.3,,7028123,24,,,11,91
-71.6913888888889,45.43861111111111,-1.3,Neige,QC,SHERBROOKE,2024,26,24,11,97.37,,,,0,,12,,,Snow,,0.3,24,2024-11-24T17:00:00,2024-11-24 12:00:00,2024,,7028123.2024.11.24.12,,16.1,,7028123,24,,,11,89
-71.6913888888889,45.43861111111111,-1.5,Neige,QC,SHERBROOKE,2024,27,24,11,97.39,,,,0.2,,13,,,Snow,,0.1,21,2024-11-24T18:00:00,2024-11-24 13:00:00,2024,,7028123.2024.11.24.13,,4.8,,7028123,24,,,11,89
-71.6913888888889,45.43861111111111,-0.9,Neige,QC,SHERBROOKE,2024,27,24,11,97.39,,,,0.2,,14,,,Snow,,0.1,15,2024-11-24T19:00:00,2024-11-24 14:00:00,2024,,7028123.2024.11.24.14,,16.1,,7028123,24,,,11,93
-71.6913888888889,45.43861111111111,-1.4,Neige,QC,SHERBROOKE,2024,27,24,11,97.47,,,,0,,15,,,Snow,,0.1,30,2024-11-24T20:00:00,2024-11-24 15:00:00,2024,,7028123.2024.11.24.15,,16.1,,7028123,24,,,11,90
-71.6913888888889,45.43861111111111,-2.1,Neige,QC,SHERBROOKE,2024,28,24,11,97.55,,,,0,,16,,,Snow,,0.0,22,2024-11-24T21:00:00,2024-11-24 16:00:00,2024,,7028123.2024.11.24.16,,16.1,-6,7028123,24,,,11,86
-71.6913888888889,45.43861111111111,-2.0,Neige,QC,SHERBROOKE,2024,29,24,11,97.62,,,,0,,17,,,Snow,,-0.1,26,2024-11-24T22:00:00,2024-11-24 17:00:00,2024,,7028123.2024.11.24.17,,16.1,-6,7028123,24,,,11,87
-71.6913888888889,45.43861111111111,-2.2,Neige,QC,SHERBROOKE,2024,28,24,11,97.66,,,,0,,18,,,Snow,,-0.4,30,2024-11-24T23:00:00,2024-11-24 18:00:00,2024,,7028123.2024.11.24.18,,8.1,-7,7028123,24,,,11,88
-71.6913888888889,45.43861111111111,-2.5,Neige,QC,SHERBROOKE,2024,27,25,11,97.76,,,,0,,19,,,Snow,,-0.4,28,2024-11-25T00:00:00,2024-11-24 19:00:00,2024,,7028123.2024.11.24.19,,16.1,-7,7028123,24,,,11,86
