x,y,DEW_POINT_TEMP,WEATHER_FRE_DESC,PROVINCE_CODE,STATION_NAME,UTC_YEAR,WIND_DIRECTION,UTC_DAY,LOCAL_MONTH,STATION_PRESSURE,HUMIDEX_FLAG,VISIBILITY_FLAG,WIND_DIRECTION_FLAG,PRECIP_AMOUNT,PRECIP_AMOUNT_FLAG,LOCAL_HOUR,WINDCHILL_FLAG,HUMIDEX,WEATHER_ENG_DESC,TEMP_FLAG,TEMP,WIND_SPEED,UTC_DATE,LOCAL_DATE,LOCAL_YEAR,RELATIVE_HUMIDITY_FLAG,ID,STATION_PRESSURE_FLAG,VISIBILITY,WINDCHILL,CLIMATE_IDENTIFIER,LOCAL_DAY,WIND_SPEED_FLAG,DEW_POINT_TEMP_FLAG,UTC_MONTH,RELATIVE_HUMIDITY
-71.6913888888889,45.43861111111111,14.3,ND,QC,SHERBROOKE,2024,,15,9,99.75,,,M,0,,16,,29,NA,,25.7,4,2024-09-15T21:00:00,2024-09-15 16:00:00,2024,,7028123.2024.9.15.16,,16.1,,7028123,15,,,9,49
-71.6913888888889,45.43861111111111,16.6,ND,QC,SHERBROOKE,2024,0,15,9,99.75,,,,0,,17,,28,NA,,22.9,0,2024-09-15T22:00:00,2024-09-15 17:00:00,2024,,7028123.2024.9.15.17,,16.1,,7028123,15,,,9,67
-71.6913888888889,45.43861111111111,16.6,ND,QC,SHERBROOKE,2024,0,15,9,99.75,,,,0,,18,,,NA,,19.3,0,2024-09-15T23:00:00,2024-09-15 18:00:00,2024,,7028123.2024.9.15.18,,16.1,,7028123,15,,,9,84
-71.6913888888889,45.43861111111111,15.4,ND,QC,SHERBROOKE,2024,0,16,9,99.74,,,,0,,19,,,NA,,17.5,0,2024-09-16T00:00:00,2024-09-15 19:00:00,2024,,7028123.2024.9.15.19,,16.1,,7028123,15,,,9,87
-71.6913888888889,45.43861111111111,15.8,ND,QC,SHERBROOKE,2024,0,16,9,99.76,,,,0,,20,,,NA,,16.6,0,2024-09-16T01:00:00,2024-09-15 20:00:00,2024,,7028123.2024.9.15.20,,16.1,,7028123,15,,,9,95
-71.6913888888889,45.43861111111111,14.2,ND,QC,SHERBROOKE,2024,0,16,9,99.76,,,,0,,21,,,NA,,14.8,0,2024-09-16T02:00:00,2024-09-15 21:00:00,2024,,7028123.2024.9.15.21,,16.1,,7028123,15,,,9,96
-71.6913888888889,45.43861111111111,13.1,ND,QC,SHERBROOKE,2024,8,16,9,99.75,,,,0,,22,,,NA,,13.6,5,2024-09-16T03:00:00,2024-09-15 22:00:00,2024,,7028123.2024.9.15.22,,16.1,,7028123,15,,,9,97
-71.6913888888889,45.43861111111111,12.9,ND,QC,SHERBROOKE,2024,11,16,9,99.76,,,,0,,23,,,NA,,13.2,4,2024-09-16T04:00:00,2024-09-15 23:00:00,2024,,7028123.2024.9.15.23,,11.3,,7028123,15,,,9,98
-71.6913888888889,45.43861111111111,11.6,Brouillard,QC,SHERBROOKE,2024,0,16,9,99.75,,,,0,,0,,,Fog,,11.9,0,2024-09-16T05:00:00,2024-09-16 00:00:00,2024,,7028123.2024.9.16.0,,6.4,,7028123,16,,,9,98
-71.6913888888889,45.43861111111111,11.8,Brouillard,QC,SHERBROOKE,2024,10,16,9,99.75,,,,0,,1,,,Fog,,12.1,4,2024-09-16T06:00:00,2024-09-16 01:00:00,2024,,7028123.2024.9.16.1,,6.4,,7028123,16,,,9,98
-71.6913888888889,45.43861111111111,10.7,ND,QC,SHERBROOKE,2024,11,16,9,99.72,,,,0,,2,,,NA,,11.1,5,2024-09-16T07:00:00,2024-09-16 02:00:00,2024,,7028123.2024.9.16.2,,16.1,,7028123,16,,,9,97
-71.6913888888889,45.43861111111111,10.5,ND,QC,SHERBROOKE,2024,,16,9,99.73,,,M,0,,3,,,NA,,10.8,4,2024-09-16T08:00:00,2024-09-16 03:00:00,2024,,7028123.2024.9.16.3,,16.1,,7028123,16,,,9,98
-71.6913888888889,45.43861111111111,10.1,ND,QC,SHERBROOKE,2024,0,16,9,99.76,,,,0,,4,,,NA,,10.4,0,2024-09-16T09:00:00,2024-09-16 04:00:00,2024,,7028123.2024.9.16.4,,16.1,,7028123,16,,,9,98
-71.6913888888889,45.43861111111111,9.3,ND,QC,SHERBROOKE,2024,0,16,9,99.8,,,,0,,5,,,NA,,9.7,0,2024-09-16T10:00:00,2024-09-16 05:00:00,2024,,7028123.2024.9.16.5,,11.3,,7028123,16,,,9,97
-71.6913888888889,45.43861111111111,9.7,ND,QC,SHERBROOKE,2024,10,16,9,99.85,,,,0,,6,,,NA,,10.1,4,2024-09-16T11:00:00,2024-09-16 06:00:00,2024,,7028123.2024.9.16.6,,16.1,,7028123,16,,,9,97
-71.6913888888889,45.43861111111111,11.8,ND,QC,SHERBROOKE,2024,0,16,9,99.85,,,,0,,7,,,NA,,12.9,0,2024-09-16T12:00:00,2024-09-16 07:00:00,2024,,7028123.2024.9.16.7,,16.1,,7028123,16,,,9,93
-71.6913888888889,45.43861111111111,13.2,ND,QC,SHERBROOKE,2024,,16,9,99.87,,,M,0,,8,,,NA,,16.4,4,2024-09-16T13:00:00,2024-09-16 08:00:00,2024,,7028123.2024.9.16.8,,16.1,,7028123,16,,,9,81
-71.6913888888889,45.43861111111111,14.7,ND,QC,SHERBROOKE,2024,,16,9,99.84,,,M,0,,9,,,NA,,19.6,4,2024-09-16T14:00:00,2024-09-16 09:00:00,2024,,7028123.2024.9.16.9,,16.1,,7028123,16,,,9,73
-71.6913888888889,45.43861111111111,16.3,ND,QC,SHERBROOKE,2024,24,16,9,99.8,,,,0,,10,,27,NA,,22.5,8,2024-09-16T15:00:00,2024-09-16 10:00:00,2024,,7028123.2024.9.16.10,,16.1,,7028123,16,,,9,68
-71.6913888888889,45.43861111111111,16.7,ND,QC,SHERBROOKE,2024,25,16,9,99.75,,,,0,,11,,29,NA,,24.4,13,2024-09-16T16:00:00,2024-09-16 11:00:00,2024,,7028123.2024.9.16.11,,16.1,,7028123,16,,,9,62
-71.6913888888889,45.43861111111111,16.8,ND,QC,SHERBROOKE,2024,23,16,9,99.69,,,,0,,12,,31,NA,,25.6,9,2024-09-16T17:00:00,2024-09-16 12:00:00,2024,,7028123.2024.9.16.12,,16.1,,7028123,16,,,9,58
-71.6913888888889,45.43861111111111,16.2,ND,QC,SHERBROOKE,2024,26,16,9,99.63,,,,0,,13,,32,NA,,27.0,13,2024-09-16T18:00:00,2024-09-16 13:00:00,2024,,7028123.2024.9.16.13,,16.1,,7028123,16,,,9,51
-71.6913888888889,45.43861111111111,14.6,ND,QC,SHERBROOKE,2024,25,16,9,99.56,,,,0,,14,,30,NA,,26.1,9,2024-09-16T19:00:00,2024-09-16 14:00:00,2024,,7028123.2024.9.16.14,,16.1,,7028123,16,,,9,49
-71.6913888888889,45.43861111111111,15.0,ND,QC,SHERBROOKE,2024,27,16,9,99.52,,,,0,,15,,31,NA,,26.6,15,2024-09-16T20:00:00,2024-09-16 15:00:00,2024,,7028123.2024.9.16.15,,16.1,,7028123,16,,,9,49
-71.6913888888889,45.43861111111111,15.5,ND,QC,SHERBROOKE,2024,30,16,9,99.49,,,,0,,16,,31,NA,,26.5,15,2024-09-16T21:00:00,2024-09-16 16:00:00,2024,,7028123.2024.9.16.16,,16.1,,7028123,16,,,9,50
-71.6913888888889,45.43861111111111,16.2,ND,QC,SHERBROOKE,2024,26,16,9,99.47,,,,0,,17,,29,NA,,24.6,9,2024-09-16T22:00:00,2024-09-16 17:00:00,2024,,7028123.2024.9.16.17,,16.1,,7028123,16,,,9,59
-71.6913888888889,45.43861111111111,16.4,ND,QC,SHERBROOKE,2024,23,16,9,99.49,,,,0,,18,,25,NA,,20.5,4,2024-09-16T23:00:00,2024-09-16 18:00:00,2024,,7028123.2024.9.16.18,,16.1,,7028123,16,,,9,77
-71.6913888888889,45.43861111111111,15.2,ND,QC,SHERBROOKE,2024,,17,9,99.5,,,M,0,,19,,,NA,,17.3,4,2024-09-17T00:00:00,2024-09-16 19:00:00,2024,,7028123.2024.9.16.19,,16.1,,7028123,16,,,9,88
-71.6913888888889,45.43861111111111,15.6,ND,QC,SHERBROOKE,2024,8,17,9,99.53,,,,0,,20,,,NA,,16.7,4,2024-09-17T01:00:00,2024-09-16 20:00:00,2024,,7028123.2024.9.16.20,,16.1,,7028123,16,,,9,93
-71.6913888888889,45.43861111111111,15.4,ND,QC,SHERBROOKE,2024,0,17,9,99.53,,,,0,,21,,,NA,,16.0,0,2024-09-17T02:00:00,2024-09-16 21:00:00,2024,,7028123.2024.9.16.21,,16.1,,7028123,16,,,9,96
-71.6913888888889,45.43861111111111,14.5,Brouillard,QC,SHERBROOKE,2024,9,17,9,99.55,,,,0,,22,,,Fog,,14.8,4,2024-09-17T03:00:00,2024-09-16 22:00:00,2024,,7028123.2024.9.16.22,,8.1,,7028123,16,,,9,98
-71.6913888888889,45.43861111111111,13.6,Brouillard,QC,SHERBROOKE,2024,9,17,9,99.53,,,,0,,23,,,Fog,,13.9,4,2024-09-17T04:00:00,2024-09-16 23:00:00,2024,,7028123.2024.9.16.23,,8.1,,7028123,16,,,9,98
-71.6913888888889,45.43861111111111,12.5,Brouillard,QC,SHERBROOKE,2024,0,17,9,99.54,,,,0,,0,,,Fog,,12.8,0,2024-09-17T05:00:00,2024-09-17 00:00:00,2024,,7028123.2024.9.17.0,,6.4,,7028123,17,,,9,98
-71.6913888888889,45.43861111111111,12.8,Brouillard,QC,SHERBROOKE,2024,9,17,9,99.52,,,,0,,1,,,Fog,,13.1,4,2024-09-17T06:00:00,2024-09-17 01:00:00,2024,,7028123.2024.9.17.1,,9.7,,7028123,17,,,9,98
-71.6913888888889,45.43861111111111,12.3,ND,QC,SHERBROOKE,2024,10,17,9,99.51,,,,0,,2,,,NA,,12.6,4,2024-09-17T07:00:00,2024-09-17 02:00:00,2024,,7028123.2024.9.17.2,,12.9,,7028123,17,,,9,98
-71.6913888888889,45.43861111111111,11.1,ND,QC,SHERBROOKE,2024,0,17,9,99.51,,,,0,,3,,,NA,,11.6,0,2024-09-17T08:00:00,2024-09-17 03:00:00,2024,,7028123.2024.9.17.3,,12.9,,7028123,17,,,9,97
-71.6913888888889,45.43861111111111,10.7,Brouillard,QC,SHERBROOKE,2024,,17,9,99.51,,,M,0,,4,,,Fog,,11.0,4,2024-09-17T09:00:00,2024-09-17 04:00:00,2024,,7028123.2024.9.17.4,,2.8,,7028123,17,,,9,98
-71.6913888888889,45.43861111111111,10.9,Brouillard,QC,SHERBROOKE,2024,0,17,9,99.51,,,,0,,5,,,Fog,,11.2,0,2024-09-17T10:00:00,2024-09-17 05:00:00,2024,,7028123.2024.9.17.5,,9.7,,7028123,17,,,9,98
-71.6913888888889,45.43861111111111,10.5,ND,QC,SHERBROOKE,2024,8,17,9,99.55,,,,0,,6,,,NA,,10.8,4,2024-09-17T11:00:00,2024-09-17 06:00:00,2024,,7028123.2024.9.17.6,,11.3,,7028123,17,,,9,98
-71.6913888888889,45.43861111111111,13.2,ND,QC,SHERBROOKE,2024,,17,9,99.57,,,M,0,,7,,,NA,,13.8,4,2024-09-17T12:00:00,2024-09-17 07:00:00,2024,,7028123.2024.9.17.7,,16.1,,7028123,17,,,9,96
-71.6913888888889,45.43861111111111,15.2,ND,QC,SHERBROOKE,2024,0,17,9,99.55,,,,0,,8,,,NA,,17.0,0,2024-09-17T13:00:00,2024-09-17 08:00:00,2024,,7028123.2024.9.17.8,,16.1,,7028123,17,,,9,89
-71.6913888888889,45.43861111111111,16.7,ND,QC,SHERBROOKE,2024,23,17,9,99.52,,,,0,,9,,26,NA,,20.6,8,2024-09-17T14:00:00,2024-09-17 09:00:00,2024,,7028123.2024.9.17.9,,16.1,,7028123,17,,,9,78
-71.6913888888889,45.43861111111111,17.5,ND,QC,SHERBROOKE,2024,24,17,9,99.48,,,,0,,10,,29,NA,,23.5,9,2024-09-17T15:00:00,2024-09-17 10:00:00,2024,,7028123.2024.9.17.10,,16.1,,7028123,17,,,9,69
-71.6913888888889,45.43861111111111,17.3,ND,QC,SHERBROOKE,2024,25,17,9,99.46,,,,0,,11,,30,NA,,24.8,8,2024-09-17T16:00:00,2024-09-17 11:00:00,2024,,7028123.2024.9.17.11,,16.1,,7028123,17,,,9,62
-71.6913888888889,45.43861111111111,16.7,ND,QC,SHERBROOKE,2024,28,17,9,99.4,,,,0,,12,,31,NA,,26.2,13,2024-09-17T17:00:00,2024-09-17 12:00:00,2024,,7028123.2024.9.17.12,,16.1,,7028123,17,,,9,55
-71.6913888888889,45.43861111111111,15.7,ND,QC,SHERBROOKE,2024,30,17,9,99.35,,,,0,,13,,31,NA,,26.9,17,2024-09-17T18:00:00,2024-09-17 13:00:00,2024,,7028123.2024.9.17.13,,16.1,,7028123,17,,,9,50
-71.6913888888889,45.43861111111111,14.8,ND,QC,SHERBROOKE,2024,26,17,9,99.29,,,,0,,14,,30,NA,,26.4,13,2024-09-17T19:00:00,2024-09-17 14:00:00,2024,,7028123.2024.9.17.14,,16.1,,7028123,17,,,9,48
-71.6913888888889,45.43861111111111,14.6,ND,QC,SHERBROOKE,2024,27,17,9,99.24,,,,0,,15,,31,NA,,26.9,13,2024-09-17T20:00:00,2024-09-17 15:00:00,2024,,7028123.2024.9.17.15,,16.1,,7028123,17,,,9,46
-71.6913888888889,45.43861111111111,15.2,ND,QC,SHERBROOKE,2024,27,17,9,99.23,,,,0,,16,,30,NA,,25.9,11,2024-09-17T21:00:00,2024-09-17 16:00:00,2024,,7028123.2024.9.17.16,,16.1,,7028123,17,,,9,51
-71.6913888888889,45.43861111111111,15.8,ND,QC,SHERBROOKE,2024,27,17,9,99.23,,,,0,,17,,29,NA,,24.2,8,2024-09-17T22:00:00,2024-09-17 17:00:00,2024,,7028123.2024.9.17.17,,16.1,,7028123,17,,,9,59
-71.6913888888889,45.43861111111111,16.2,ND,QC,SHERBROOKE,2024,0,17,9,99.23,,,,0,,18,,25,NA,,20.2,0,2024-09-17T23:00:00,2024-09-17 18:00:00,2024,,7028123.2024.9.17.18,,16.1,,7028123,17,,,9,77
-71.6913888888889,45.43861111111111,15.5,ND,QC,SHERBROOKE,2024,0,18,9,99.24,,,,0,,19,,,NA,,17.9,0,2024-09-18T00:00:00,2024-09-17 19:00:00,2024,,7028123.2024.9.17.19,,16.1,,7028123,17,,,9,86
-71.6913888888889,45.43861111111111,14.6,ND,QC,SHERBROOKE,2024,10,18,9,99.26,,,,0,,20,,,NA,,16.2,4,2024-09-18T01:00:00,2024-09-17 20:00:00,2024,,7028123.2024.9.17.20,,16.1,,7028123,17,,,9,90
-71.6913888888889,45.43861111111111,14.2,Brouillard,QC,SHERBROOKE,2024,11,18,9,99.29,,,,0,,21,,,Fog,,14.7,5,2024-09-18T02:00:00,2024-09-17 21:00:00,2024,,7028123.2024.9.17.21,,8.1,,7028123,17,,,9,97
-71.6913888888889,45.43861111111111,13.6,ND,QC,SHERBROOKE,2024,9,18,9,99.28,,,,0,,22,,,NA,,14.2,5,2024-09-18T03:00:00,2024-09-17 22:00:00,2024,,7028123.2024.9.17.22,,16.1,,7028123,17,,,9,96
-71.6913888888889,45.43861111111111,12.1,ND,QC,SHERBROOKE,2024,0,18,9,99.27,,,,0,,23,,,NA,,12.7,0,2024-09-18T04:00:00,2024-09-17 23:00:00,2024,,7028123.2024.9.17.23,,14.5,,7028123,17,,,9,96
-71.6913888888889,45.43861111111111,12.0,ND,QC,SHERBROOKE,2024,10,18,9,99.27,,,,0,,0,,,NA,,12.5,5,2024-09-18T05:00:00,2024-09-18 00:00:00,2024,,7028123.2024.9.18.0,,16.1,,7028123,18,,,9,97
-71.6913888888889,45.43861111111111,11.5,ND,QC,SHERBROOKE,2024,9,18,9,99.26,,,,0,,1,,,NA,,12.0,4,2024-09-18T06:00:00,2024-09-18 01:00:00,2024,,7028123.2024.9.18.1,,14.5,,7028123,18,,,9,97
-71.6913888888889,45.43861111111111,10.8,ND,QC,SHERBROOKE,2024,0,18,9,99.24,,,,0,,2,,,NA,,11.2,0,2024-09-18T07:00:00,2024-09-18 02:00:00,2024,,7028123.2024.9.18.2,,16.1,,7028123,18,,,9,97
-71.6913888888889,45.43861111111111,9.4,ND,QC,SHERBROOKE,2024,0,18,9,99.23,,,,0,,3,,,NA,,9.8,0,2024-09-18T08:00:00,2024-09-18 03:00:00,2024,,7028123.2024.9.18.3,,16.1,,7028123,18,,,9,97
-71.6913888888889,45.43861111111111,9.8,ND,QC,SHERBROOKE,2024,0,18,9,99.24,,,,0,,4,,,NA,,10.1,0,2024-09-18T09:00:00,2024-09-18 04:00:00,2024,,7028123.2024.9.18.4,,16.1,,7028123,18,,,9,98
-71.6913888888889,45.43861111111111,9.3,Brouillard,QC,SHERBROOKE,2024,7,18,9,99.24,,,,0,,5,,,Fog,,9.6,4,2024-09-18T10:00:00,2024-09-18 05:00:00,2024,,7028123.2024.9.18.5,,8.1,,7028123,18,,,9,98
-71.6913888888889,45.43861111111111,9.4,Brouillard,QC,SHERBROOKE,2024,9,18,9,99.28,,,,0,,6,,,Fog,,9.7,4,2024-09-18T11:00:00,2024-09-18 06:00:00,2024,,7028123.2024.9.18.6,,9.7,,7028123,18,,,9,98
-71.6913888888889,45.43861111111111,11.5,ND,QC,SHERBROOKE,2024,,18,9,99.26,,,M,0,,7,,,NA,,12.0,4,2024-09-18T12:00:00,2024-09-18 07:00:00,2024,,7028123.2024.9.18.7,,16.1,,7028123,18,,,9,97
-71.6913888888889,45.43861111111111,13.0,ND,QC,SHERBROOKE,2024,0,18,9,99.26,,,,0,,8,,,NA,,15.1,0,2024-09-18T13:00:00,2024-09-18 08:00:00,2024,,7028123.2024.9.18.8,,16.1,,7028123,18,,,9,87
-71.6913888888889,45.43861111111111,14.6,ND,QC,SHERBROOKE,2024,,18,9,99.25,,,M,0,,9,,,NA,,18.2,4,2024-09-18T14:00:00,2024-09-18 09:00:00,2024,,7028123.2024.9.18.9,,16.1,,7028123,18,,,9,79
-71.6913888888889,45.43861111111111,14.9,ND,QC,SHERBROOKE,2024,24,18,9,99.24,,,,0,,10,,25,NA,,20.9,5,2024-09-18T15:00:00,2024-09-18 10:00:00,2024,,7028123.2024.9.18.10,,16.1,,7028123,18,,,9,68
-71.6913888888889,45.43861111111111,15.5,ND,QC,SHERBROOKE,2024,30,18,9,99.17,,,,0,,11,,28,NA,,23.9,5,2024-09-18T16:00:00,2024-09-18 11:00:00,2024,,7028123.2024.9.18.11,,16.1,,7028123,18,,,9,59
-71.6913888888889,45.43861111111111,12.3,ND,QC,SHERBROOKE,2024,29,18,9,99.14,,,,0,,12,,28,NA,,25.6,8,2024-09-18T17:00:00,2024-09-18 12:00:00,2024,,7028123.2024.9.18.12,,16.1,,7028123,18,,,9,43
-71.6913888888889,45.43861111111111,13.1,ND,QC,SHERBROOKE,2024,,18,9,99.09,,,M,0,,13,,29,NA,,25.9,5,2024-09-18T18:00:00,2024-09-18 13:00:00,2024,,7028123.2024.9.18.13,,16.1,,7028123,18,,,9,45
-71.6913888888889,45.43861111111111,13.5,ND,QC,SHERBROOKE,2024,23,18,9,99.02,,,,0,,14,,29,NA,,26.2,9,2024-09-18T19:00:00,2024-09-18 14:00:00,2024,,7028123.2024.9.18.14,,16.1,,7028123,18,,,9,45
