Date;Hydraulique;Eolien;Autres;Solaire;Thermique;Total 
2022-04-09 09:30;26341;242;476;1;0;27060
2022-04-09 10:30;26692;244;475;1;0;27412
2022-04-09 11:30;26747;284;474;2;0;27507
2022-04-09 12:30;25265;223;489;1;0;25978
2022-04-09 13:30;25447;154;491;1;0;26093
2022-04-09 14:30;24945;103;489;1;0;25538
2022-04-09 15:30;25209;94;489;1;0;25793
2022-04-09 16:30;25596;90;487;1;0;26174
2022-04-09 17:30;26059;75;488;1;0;26623
2022-04-09 18:30;26218;134;491;1;0;26844
2022-04-09 19:30;26763;161;490;0;0;27414
2022-04-09 20:30;26599;216;491;0;0;27306
2022-04-09 21:30;25569;293;490;0;0;26352
2022-04-09 22:30;24741;440;488;0;0;25669
2022-04-09 23:30;24193;461;491;0;0;25145
2022-04-10 00:30;23705;568;491;0;0;24764
2022-04-10 01:30;23083;567;491;0;0;24141
2022-04-10 02:30;22581;607;491;0;0;23679
2022-04-10 03:30;22126;599;490;0;0;23215
2022-04-10 04:30;22499;669;489;0;0;23657
2022-04-10 05:30;23256;694;487;0;0;24437
2022-04-10 06:30;24263;751;489;0;0;25503
2022-04-10 07:30;24649;859;490;0;0;25998
2022-04-10 08:30;25475;834;488;1;0;26798
2022-04-10 09:30;25765;788;487;1;0;27041
2022-04-10 10:30;25595;677;487;3;0;26762
2022-04-10 11:30;25400;669;489;4;0;26562
2022-04-10 12:30;24750;794;490;5;0;26039
2022-04-10 13:30;23827;967;493;6;0;25293
2022-04-10 14:30;23223;1017;492;8;0;24740
2022-04-10 15:30;23198;1077;491;6;0;24772
2022-04-10 16:30;23324;1198;489;1;0;25012
2022-04-10 17:30;24679;1257;489;2;0;26427
2022-04-10 18:30;25596;1226;492;0;0;27314
2022-04-10 19:30;26037;1374;492;0;0;27903
2022-04-10 20:30;25868;1523;494;0;0;27885
2022-04-10 21:30;25193;1619;498;0;0;27310
2022-04-10 22:30;23968;1781;496;0;0;26245
2022-04-10 23:30;22636;1866;496;0;0;24998
2022-04-11 00:30;21645;1837;491;0;0;23973
2022-04-11 01:30;21630;1738;493;0;0;23861
2022-04-11 02:30;21234;1545;492;0;0;23271
2022-04-11 03:30;21330;1454;492;0;0;23276
2022-04-11 04:30;22144;1387;492;0;0;24023
2022-04-11 05:30;23760;1531;491;0;0;25782
2022-04-11 06:30;26671;1479;491;0;0;28641
2022-04-11 07:30;26694;1340;492;1;0;28527
2022-04-11 08:30;25664;1410;490;4;0;27568
2022-04-11 09:30;25052;1397;486;7;0;26942
2022-04-11 10:30;23728;1441;486;9;0;25664
2022-04-11 11:30;23880;1619;487;9;0;25995
2022-04-11 12:30;23337;1609;488;9;0;25443
2022-04-11 13:30;22259;1746;506;9;0;24520
2022-04-11 14:30;21424;1693;505;9;0;23631
2022-04-11 15:30;21552;1477;504;5;0;23538
2022-04-11 16:30;22544;1160;503;4;0;24211
2022-04-11 17:30;23562;926;504;4;0;24996
2022-04-11 18:30;23971;620;505;1;0;25097
2022-04-11 19:30;24907;508;505;0;0;25920
2022-04-11 20:30;25400;599;506;0;0;26505
2022-04-11 21:30;24191;560;507;0;0;25258
2022-04-11 22:30;22412;936;508;0;0;23856
2022-04-11 23:30;20508;953;506;0;0;21967
2022-04-12 00:30;19294;1137;506;0;0;20937
2022-04-12 01:30;18786;1215;504;0;0;20505
2022-04-12 02:30;19242;1071;504;0;0;20817
2022-04-12 03:30;19712;942;502;0;0;21156
2022-04-12 04:30;20085;891;502;0;0;21478
2022-04-12 05:30;21866;839;502;0;0;23207
2022-04-12 06:30;24489;746;501;0;0;25736
2022-04-12 07:30;25696;718;502;0;0;26916
2022-04-12 08:30;24986;672;501;2;0;26161
2022-04-12 09:30;23932;573;500;4;0;25009
2022-04-12 10:30;23815;479;498;9;0;24801
2022-04-12 11:30;23613;478;498;9;0;24598
2022-04-12 12:30;22678;896;504;9;0;24087
2022-04-12 13:30;22254;1094;514;9;0;23871
2022-04-12 14:30;21323;1191;515;9;0;23038
2022-04-12 15:30;20981;1380;512;9;0;22882
2022-04-12 16:30;21355;1510;514;7;0;23386
2022-04-12 17:30;22330;1548;512;5;0;24395
2022-04-12 18:30;22370;1428;514;1;0;24313
2022-04-12 19:30;23479;1291;515;0;0;25285
2022-04-12 20:30;23599;1444;510;0;0;25553
2022-04-12 21:30;22533;1482;513;0;0;24528
2022-04-12 22:30;21085;1504;515;0;0;23104
2022-04-12 23:30;19682;1477;514;0;0;21673
2022-04-13 00:30;18821;1306;516;0;0;20643
2022-04-13 01:30;18457;1154;513;0;0;20124
2022-04-13 02:30;18679;1228;513;0;0;20420
2022-04-13 03:30;18492;1351;515;0;0;20358
2022-04-13 04:30;19166;1493;516;0;0;21175
2022-04-13 05:30;20479;1313;516;0;0;22308
2022-04-13 06:30;22305;1116;516;0;0;23937
2022-04-13 07:30;23543;835;514;0;0;24892
2022-04-13 08:30;24466;513;513;1;0;25493
2022-04-13 09:30;23455;485;513;3;0;24456
2022-04-13 10:30;23615;435;512;1;0;24563
2022-04-13 11:30;23812;555;508;2;0;24877
2022-04-13 12:30;23052;551;516;1;0;24120
2022-04-13 13:30;22908;516;519;0;0;23943
2022-04-13 14:30;22652;575;518;0;0;23745
2022-04-13 15:30;23031;520;517;0;0;24068
2022-04-13 16:30;23852;440;519;0;0;24811
2022-04-13 17:30;24780;370;517;0;0;25667
2022-04-13 18:30;25288;347;518;0;0;26153
2022-04-13 19:30;25205;474;519;0;0;26198
2022-04-13 20:30;24776;505;519;0;0;25800
2022-04-13 21:30;23771;534;517;0;0;24822
2022-04-13 22:30;22082;617;518;0;0;23217
2022-04-13 23:30;20812;667;519;0;0;21998
2022-04-14 00:30;19957;700;518;0;0;21175
2022-04-14 01:30;19541;773;518;0;0;20832
2022-04-14 02:30;19173;822;518;0;0;20513
2022-04-14 03:30;19056;879;520;0;0;20455
2022-04-14 04:30;19433;1057;519;0;0;21009
2022-04-14 05:30;20461;1290;518;0;0;22269
2022-04-14 06:30;22292;1485;519;0;0;24296
2022-04-14 07:30;23884;1477;519;0;0;25880
2022-04-14 08:30;24371;1385;521;1;0;26278
2022-04-14 09:30;23694;1390;516;1;0;25601
2022-04-14 10:30;23663;1418;506;1;0;25588
2022-04-14 11:30;23623;1456;510;1;0;25590
2022-04-14 12:30;23145;1543;519;1;0;25208
2022-04-14 13:30;22721;1639;533;2;0;24895
2022-04-14 14:30;21895;1665;528;4;0;24092
2022-04-14 15:30;21369;1764;533;4;0;23670
2022-04-14 16:30;21716;1802;534;3;0;24055
2022-04-14 17:30;22286;1955;536;0;0;24777
2022-04-14 18:30;22501;2080;538;0;0;25119
2022-04-14 19:30;22631;2133;538;0;0;25302
2022-04-14 20:30;22193;2133;539;0;0;24865
2022-04-14 21:30;21427;2053;540;0;0;24020
2022-04-14 22:30;20839;2038;543;0;0;23420
2022-04-14 23:30;19351;2053;544;0;0;21948
2022-04-15 00:30;18474;2142;540;0;0;21156
2022-04-15 01:30;18112;2280;540;0;0;20932
2022-04-15 02:30;17709;2228;540;0;0;20477
2022-04-15 03:30;18546;1707;540;0;0;20793
2022-04-15 04:30;19493;1291;538;0;0;21322
2022-04-15 05:30;20558;1099;536;0;0;22193
2022-04-15 06:30;22059;1049;537;0;0;23645
2022-04-15 07:30;22672;978;538;1;0;24189
2022-04-15 08:30;22904;745;539;4;0;24192
2022-04-15 09:30;22943;718;540;7;0;24208
2022-04-15 10:30;22051;983;537;9;0;23580
2022-04-15 11:30;21611;1035;537;9;0;23192
2022-04-15 12:30;20634;1396;545;9;0;22584
2022-04-15 13:30;19973;1379;582;7;0;21941
2022-04-15 14:30;19552;1460;581;4;0;21597
2022-04-15 15:30;19235;1477;577;8;0;21297
2022-04-15 16:30;19214;1592;580;4;0;21390
2022-04-15 17:30;20029;1457;578;1;0;22065
2022-04-15 18:30;20531;1043;582;1;0;22157
2022-04-15 19:30;20515;1390;582;0;0;22487
2022-04-15 20:30;20973;1337;581;0;0;22891
2022-04-15 21:30;19748;1513;581;0;0;21842
2022-04-15 22:30;18681;1989;583;0;0;21253
2022-04-15 23:30;17717;2390;584;0;0;20691
2022-04-16 00:30;16753;2465;585;0;0;19803
2022-04-16 01:30;16875;2416;583;0;0;19874
2022-04-16 02:30;16934;2453;582;0;0;19969
2022-04-16 03:30;17042;2264;583;0;0;19889
2022-04-16 04:30;17479;2592;582;0;0;20653
2022-04-16 05:30;18228;2570;579;0;0;21377
2022-04-16 06:30;19476;2672;580;0;0;22728
2022-04-16 07:30;20550;2580;580;1;0;23711
2022-04-16 08:30;21152;2762;579;1;0;24494
2022-04-16 09:30;21257;2786;580;4;0;24627
2022-04-16 10:30;20816;2349;581;8;0;23754
2022-04-16 11:30;20533;2594;579;5;0;23711
2022-04-16 12:30;20370;2338;578;6;0;23292
2022-04-16 13:30;19695;1827;548;7;0;22077
2022-04-16 14:30;19158;1754;550;6;0;21468
2022-04-16 15:30;19704;1739;547;7;0;21997
2022-04-16 16:30;20194;1430;550;4;0;22178
2022-04-16 17:30;21228;959;550;3;0;22740
2022-04-16 18:30;22016;668;552;2;0;23238
2022-04-16 19:30;23084;441;551;0;0;24076
2022-04-16 20:30;23575;341;554;0;0;24470
2022-04-16 21:30;23206;389;554;0;0;24149
2022-04-16 22:30;22132;379;552;0;0;23063
2022-04-16 23:30;21299;339;553;0;0;22191
2022-04-17 00:30;21164;250;552;0;0;21966
2022-04-17 01:30;21134;168;553;0;0;21855
2022-04-17 02:30;21134;187;553;0;0;21874
2022-04-17 03:30;21039;302;552;0;0;21893
2022-04-17 04:30;21584;393;551;0;0;22528
2022-04-17 05:30;22202;417;551;0;0;23170
2022-04-17 06:30;22632;474;551;0;0;23657
2022-04-17 07:30;23511;425;551;1;0;24488
2022-04-17 08:30;23386;471;548;1;0;24406
2022-04-17 09:30;23401;666;551;6;0;24624
2022-04-17 10:30;22975;884;554;4;0;24417
2022-04-17 11:30;22311;1363;555;9;0;24238
2022-04-17 12:30;21718;1588;594;8;0;23908
2022-04-17 13:30;21347;1708;596;5;0;23656
2022-04-17 14:30;20793;1834;599;5;0;23231
2022-04-17 15:30;20674;1868;599;2;0;23143
2022-04-17 16:30;20384;2019;596;1;0;23000
2022-04-17 17:30;20907;2121;595;2;0;23625
2022-04-17 18:30;21074;2462;599;1;0;24136
2022-04-17 19:30;21649;2608;599;0;0;24856
2022-04-17 20:30;22643;2649;597;0;0;25889
2022-04-17 21:30;22117;2867;597;0;0;25581
2022-04-17 22:30;21109;2504;598;0;0;24211
2022-04-17 23:30;19586;2498;596;0;0;22680
2022-04-18 00:30;19143;2345;596;0;0;22084
2022-04-18 01:30;19042;2193;595;0;0;21830
2022-04-18 02:30;19204;2069;596;0;0;21869
2022-04-18 03:30;19522;1890;596;0;0;22008
2022-04-18 04:30;20501;2247;594;0;0;23342
2022-04-18 05:30;22642;2160;596;0;0;25398
2022-04-18 06:30;24132;1822;594;0;0;26548
2022-04-18 07:30;24857;1384;594;1;0;26836
2022-04-18 08:30;24912;1462;594;5;0;26973
2022-04-18 09:30;24605;1164;597;7;0;26373
2022-04-18 10:30;24373;974;593;9;0;25949
2022-04-18 11:30;23819;855;595;9;0;25278
2022-04-18 12:30;23302;728;617;9;0;24656
2022-04-18 13:30;22859;521;620;9;0;24009
2022-04-18 14:30;22709;412;620;9;0;23750
2022-04-18 15:30;22997;261;620;8;0;23886
2022-04-18 16:30;23256;207;618;6;0;24087
2022-04-18 17:30;25278;127;619;3;0;26027
2022-04-18 18:30;25634;201;620;1;0;26456
2022-04-18 19:30;25963;524;621;0;0;27108
2022-04-18 20:30;25388;1112;620;0;0;27120
2022-04-18 21:30;23750;1635;620;0;0;26005
2022-04-18 22:30;21743;2023;621;0;0;24387
2022-04-18 23:30;19503;2465;619;0;0;22587
2022-04-19 00:30;18132;2233;622;0;0;20987
2022-04-19 01:30;17505;2807;621;0;0;20933
2022-04-19 02:30;17394;2792;620;0;0;20806
2022-04-19 03:30;17449;2817;620;0;0;20886
2022-04-19 04:30;18600;3002;620;0;0;22222
2022-04-19 05:30;20868;2593;620;0;0;24081
2022-04-19 06:30;24171;3031;619;0;0;27821
2022-04-19 07:30;25215;2658;617;0;0;28490
2022-04-19 08:30;26327;2718;614;0;5;29664
2022-04-19 09:30;26181;2688;610;1;0;29480
2022-04-19 10:30;25739;2733;608;1;182;29263
2022-04-19 11:30;24496;2655;604;3;0;27758
2022-04-19 12:30;23486;2728;608;3;0;26825
2022-04-19 13:30;23017;2738;611;2;0;26368
2022-04-19 14:30;22578;2690;610;2;0;25880
2022-04-19 15:30;22501;2639;610;6;0;25756
2022-04-19 16:30;22823;2692;610;3;0;26128
2022-04-19 17:30;23754;2654;610;3;0;27021
2022-04-19 18:30;24232;2504;610;0;0;27346
2022-04-19 19:30;24876;2291;609;0;0;27776
2022-04-19 20:30;24829;2237;610;0;0;27676
2022-04-19 21:30;23206;2712;611;0;0;26529
2022-04-19 22:30;21830;2650;611;0;0;25091
2022-04-19 23:30;20728;2785;610;0;0;24123
2022-04-20 00:30;19937;2688;609;0;0;23234
2022-04-20 01:30;19791;2694;607;0;0;23092
2022-04-20 02:30;19601;2606;607;0;0;22814
2022-04-20 03:30;19522;2645;606;0;0;22773
2022-04-20 04:30;19980;2731;606;0;0;23317
2022-04-20 05:30;21808;2870;606;0;0;25284
2022-04-20 06:30;24757;2631;605;0;0;27993
2022-04-20 07:30;26966;3047;604;0;0;30617
2022-04-20 08:30;26583;2993;606;2;0;30184
2022-04-20 09:30;25519;3025;606;3;0;29153
2022-04-20 10:30;24307;2711;607;3;0;27628
2022-04-20 11:30;23991;2722;605;5;0;27323
2022-04-20 12:30;23567;2765;605;6;0;26943
2022-04-20 13:30;22600;2729;619;8;0;25956
2022-04-20 14:30;22188;2781;618;7;0;25594
2022-04-20 15:30;21588;2845;617;9;0;25059
2022-04-20 16:30;22175;2748;619;8;0;25550
2022-04-20 17:30;22708;2678;619;5;0;26010
2022-04-20 18:30;23485;2607;620;1;0;26713
2022-04-20 19:30;24237;2529;620;0;0;27386
2022-04-20 20:30;24882;2274;619;0;0;27775
2022-04-20 21:30;23630;2123;621;0;0;26374
2022-04-20 22:30;21892;1912;622;0;0;24426
2022-04-20 23:30;20350;1704;622;0;0;22676
2022-04-21 00:30;19859;1740;622;0;0;22221
2022-04-21 01:30;19876;1504;621;0;0;22001
2022-04-21 02:30;20262;1500;622;0;0;22384
2022-04-21 03:30;20538;1343;621;0;0;22502
2022-04-21 04:30;21465;1113;620;0;0;23198
2022-04-21 05:30;23163;1038;618;0;0;24819
2022-04-21 06:30;24672;1169;620;0;0;26461
2022-04-21 07:30;25648;1057;621;1;0;27327
2022-04-21 08:30;25475;1029;619;2;0;27125
2022-04-21 09:30;25251;1023;622;2;0;26898
2022-04-21 10:30;24553;1181;616;2;0;26352
2022-04-21 11:30;23328;1372;619;3;0;25322
2022-04-21 12:30;23329;1549;622;0;0;25500
2022-04-21 13:30;22976;1775;622;0;0;25373
2022-04-21 14:30;22156;2041;622;0;0;24819
2022-04-21 15:30;21977;2203;623;0;0;24803
2022-04-21 16:30;21825;2380;624;0;0;24829
2022-04-21 17:30;23150;2699;625;0;0;26474
2022-04-21 18:30;23245;2865;625;0;0;26735
2022-04-21 19:30;22842;2861;623;0;0;26326
2022-04-21 20:30;22633;3098;624;0;0;26355
2022-04-21 21:30;21695;2489;622;0;0;24806
2022-04-21 22:30;19947;2419;624;0;0;22990
2022-04-21 23:30;18104;2577;625;0;0;21306
2022-04-22 00:30;17407;2565;626;0;0;20598
2022-04-22 01:30;16975;2479;625;0;0;20079
2022-04-22 02:30;17018;2715;624;0;0;20357
2022-04-22 03:30;17433;2561;624;0;0;20618
2022-04-22 04:30;18309;2477;624;0;0;21410
2022-04-22 05:30;19918;2398;624;0;0;22940
2022-04-22 06:30;22492;2351;623;0;0;25466
2022-04-22 07:30;23904;2320;624;0;0;26848
2022-04-22 08:30;24066;2323;621;0;0;27010
2022-04-22 09:30;23083;2575;621;7;0;26286
2022-04-22 10:30;22509;2667;621;9;0;25806
2022-04-22 11:30;21866;2447;616;9;0;24938
2022-04-22 12:30;21437;2683;604;4;0;24728
2022-04-22 13:30;20797;2895;576;3;0;24271
2022-04-22 14:30;20382;2447;577;6;0;23412
2022-04-22 15:30;19572;2484;577;7;0;22640
2022-04-22 16:30;19717;2651;575;4;0;22947
2022-04-22 17:30;20235;2694;574;5;0;23508
2022-04-22 18:30;21069;2594;576;1;0;24240
2022-04-22 19:30;21291;2647;576;0;0;24514
2022-04-22 20:30;22032;2612;580;0;0;25224
2022-04-22 21:30;21299;2612;581;0;0;24492
2022-04-22 22:30;20361;2617;579;0;0;23557
2022-04-22 23:30;18871;2633;578;0;0;22082
2022-04-23 00:30;17556;2586;577;0;0;20719
2022-04-23 01:30;17267;2505;580;0;0;20352
2022-04-23 02:30;17468;2361;579;0;0;20408
2022-04-23 03:30;18007;2204;578;0;0;20789
2022-04-23 04:30;18654;2346;577;0;0;21577
2022-04-23 05:30;19469;2362;579;0;0;22410
2022-04-23 06:30;20945;1723;580;0;0;23248
2022-04-23 07:30;21352;1536;579;1;0;23468
2022-04-23 08:30;21835;1694;578;4;0;24111
2022-04-23 09:30;21981;1616;578;6;0;24181
2022-04-23 10:30;21655;1620;581;8;0;23864
2022-04-23 11:30;21322;1771;582;8;0;23683
2022-04-23 12:30;20916;1804;585;7;0;23312
2022-04-23 13:30;20239;1843;584;7;0;22673
2022-04-23 14:30;19244;1892;589;8;0;21733
2022-04-23 15:30;18739;1587;590;8;0;20924
2022-04-23 16:30;18793;1548;589;5;0;20935
2022-04-23 17:30;19337;1466;592;5;0;21400
2022-04-23 18:30;19926;1329;594;1;0;21850
2022-04-23 19:30;20253;1594;596;0;0;22443
2022-04-23 20:30;20349;1816;600;0;0;22765
2022-04-23 21:30;19674;2032;598;0;0;22304
2022-04-23 22:30;18522;2077;599;0;0;21198
2022-04-23 23:30;18202;1918;597;0;0;20717
2022-04-24 00:30;17774;1898;599;0;0;20271
2022-04-24 01:30;17717;1811;598;0;0;20126
2022-04-24 02:30;18174;1633;597;0;0;20404
2022-04-24 03:30;18414;1598;596;0;0;20608
2022-04-24 04:30;18685;1541;596;0;0;20822
2022-04-24 05:30;19877;1521;596;0;0;21994
2022-04-24 06:30;20902;1374;597;0;0;22873
2022-04-24 07:30;21504;1366;599;0;0;23469
2022-04-24 08:30;22254;1339;599;1;0;24193
2022-04-24 09:30;22893;1140;599;3;0;24635
2022-04-24 10:30;22498;1024;598;4;0;24124
2022-04-24 11:30;21985;1002;595;7;0;23589
2022-04-24 12:30;21674;904;620;8;0;23206
2022-04-24 13:30;21166;814;619;5;0;22604
2022-04-24 14:30;20641;632;620;7;0;21900
2022-04-24 15:30;20730;582;620;4;0;21936
2022-04-24 16:30;21148;470;620;3;0;22241
2022-04-24 17:30;21780;477;615;2;0;22874
2022-04-24 18:30;21886;438;618;1;0;22943
2022-04-24 19:30;22081;694;620;0;0;23395
2022-04-24 20:30;21570;1067;622;0;0;23259
2022-04-24 21:30;20759;1447;622;0;0;22828
2022-04-24 22:30;19236;1687;623;0;0;21546
2022-04-24 23:30;18336;1739;623;0;0;20698
2022-04-25 00:30;17324;1657;620;0;0;19601
2022-04-25 01:30;17414;1513;618;0;0;19545
2022-04-25 02:30;17625;1450;620;0;0;19695
2022-04-25 03:30;17838;1598;620;0;0;20056
2022-04-25 04:30;18575;1499;618;0;0;20692
2022-04-25 05:30;19431;1611;618;0;0;21660
2022-04-25 06:30;21488;1809;620;0;0;23917
2022-04-25 07:30;22663;1852;619;1;0;25135
2022-04-25 08:30;23807;1565;621;1;0;25994
2022-04-25 09:30;23744;1234;618;6;0;25602
2022-04-25 10:30;22626;1249;614;7;0;24496
2022-04-25 11:30;22610;1162;618;6;0;24396
2022-04-25 12:30;22682;1112;624;0;0;24418
2022-04-25 13:30;22292;1266;595;3;0;24156
2022-04-25 14:30;21747;1165;594;6;0;23512
2022-04-25 15:30;21604;1208;594;6;0;23412
2022-04-25 16:30;21900;1375;595;3;0;23873
2022-04-25 17:30;22560;1644;595;1;0;24800
2022-04-25 18:30;22515;1851;596;0;0;24962
2022-04-25 19:30;22268;2173;597;0;0;25038
2022-04-25 20:30;21661;2436;595;0;0;24692
2022-04-25 21:30;20176;2135;596;0;0;22907
2022-04-25 22:30;17864;2632;602;0;0;21098
2022-04-25 23:30;15796;2721;602;0;0;19119
2022-04-26 00:30;14993;2803;602;0;0;18398
2022-04-26 01:30;15014;2829;604;0;0;18447
2022-04-26 02:30;14857;2439;603;0;0;17899
2022-04-26 03:30;15074;2278;603;0;0;17955
2022-04-26 04:30;15537;2549;604;0;0;18690
2022-04-26 05:30;16849;2676;602;0;0;20127
2022-04-26 06:30;19409;2643;602;0;0;22654
2022-04-26 07:30;21279;2624;603;1;0;24507
2022-04-26 08:30;22297;2537;602;2;0;25438
2022-04-26 09:30;22027;2249;603;3;0;24882
2022-04-26 10:30;21509;2006;599;5;0;24119
2022-04-26 11:30;21256;1834;603;8;0;23701
2022-04-26 12:30;21317;1634;608;6;0;23565
2022-04-26 13:30;21143;1486;630;3;0;23262
2022-04-26 14:30;20586;1388;632;2;0;22608
2022-04-26 15:30;20993;1414;631;2;0;23040
2022-04-26 16:30;21118;1205;629;2;0;22954
2022-04-26 17:30;22519;961;630;1;0;24111
2022-04-26 18:30;22892;959;630;0;0;24481
2022-04-26 19:30;23233;906;629;0;0;24768
2022-04-26 20:30;22996;860;632;0;0;24488
2022-04-26 21:30;22013;855;632;0;0;23500
2022-04-26 22:30;20685;806;629;0;0;22120
2022-04-26 23:30;18994;568;626;0;0;20188
2022-04-27 00:30;18691;434;626;0;0;19751
2022-04-27 01:30;18484;439;629;0;0;19552
2022-04-27 02:30;18612;366;629;0;0;19607
2022-04-27 03:30;19118;272;626;0;0;20016
2022-04-27 04:30;19313;203;624;0;0;20140
2022-04-27 05:30;20310;235;623;0;0;21168
2022-04-27 06:30;23155;233;621;0;0;24009
2022-04-27 07:30;24372;223;622;0;0;25217
2022-04-27 08:30;24793;148;625;1;0;25567
2022-04-27 09:30;24145;125;626;1;0;24897
2022-04-27 10:30;23965;155;623;1;0;24744
2022-04-27 11:30;23928;176;620;2;0;24726
2022-04-27 12:30;23353;237;580;1;0;24171
2022-04-27 13:30;23330;350;585;1;0;24266
2022-04-27 14:30;22659;526;578;2;0;23765
2022-04-27 15:30;22756;748;582;2;0;24088
2022-04-27 16:30;23545;803;584;1;0;24933
2022-04-27 17:30;23963;926;583;1;0;25473
2022-04-27 18:30;24185;1061;582;1;0;25829
2022-04-27 19:30;24604;1272;583;0;0;26459
2022-04-27 20:30;24817;1482;586;0;0;26885
2022-04-27 21:30;23577;1736;589;0;0;25902
2022-04-27 22:30;22376;1884;589;0;0;24849
2022-04-27 23:30;20598;1966;588;0;0;23152
2022-04-28 00:30;19538;1916;586;0;0;22040
2022-04-28 01:30;19173;1885;586;0;0;21644
2022-04-28 02:30;19152;1887;589;0;0;21628
2022-04-28 03:30;18950;1540;585;0;0;21075
2022-04-28 04:30;19760;1907;584;0;0;22251
2022-04-28 05:30;21709;2108;585;0;0;24402
2022-04-28 06:30;24022;1720;589;0;0;26331
2022-04-28 07:30;25103;1720;588;1;0;27412
2022-04-28 08:30;24220;1780;586;4;0;26590
2022-04-28 09:30;23133;1889;587;7;0;25616
2022-04-28 10:30;21992;1913;579;9;0;24493
2022-04-28 11:30;21360;1976;588;9;0;23933
2022-04-28 12:30;20782;1979;618;9;0;23388
2022-04-28 13:30;20185;2052;616;9;0;22862
2022-04-28 14:30;19891;2058;616;9;0;22574
2022-04-28 15:30;19483;2145;616;9;0;22253
2022-04-28 16:30;19205;2283;616;8;0;22112
2022-04-28 17:30;20063;2664;614;5;0;23346
2022-04-28 18:30;20847;2313;617;1;0;23778
2022-04-28 19:30;21951;2245;621;0;0;24817
2022-04-28 20:30;22435;2260;622;0;0;25317
2022-04-28 21:30;21885;2228;624;0;0;24737
2022-04-28 22:30;20939;2242;623;0;0;23804
2022-04-28 23:30;19897;2250;622;0;0;22769
2022-04-29 00:30;18655;2240;621;0;0;21516
2022-04-29 01:30;18361;2258;621;0;0;21240
2022-04-29 02:30;18692;2214;621;0;0;21527
2022-04-29 03:30;18752;2156;622;0;0;21530
2022-04-29 04:30;19450;2098;623;0;0;22171
2022-04-29 05:30;21222;2016;624;0;0;23862
2022-04-29 06:30;23747;1872;626;0;0;26245
2022-04-29 07:30;24354;2098;625;1;0;27078
2022-04-29 08:30;23995;2027;627;5;0;26654
2022-04-29 09:30;23102;1877;625;7;0;25611
2022-04-29 10:30;22304;1417;624;9;0;24354
2022-04-29 11:30;21708;1512;622;9;0;23851
2022-04-29 12:30;21207;1583;621;8;0;23419
2022-04-29 13:30;20213;1636;593;9;0;22451
2022-04-29 14:30;19812;1647;595;9;0;22063
2022-04-29 15:30;19657;1645;596;8;0;21906
2022-04-29 16:30;19849;1939;597;3;0;22388
2022-04-29 17:30;20638;1832;597;3;0;23070
2022-04-29 18:30;21059;1614;613;1;0;23287
2022-04-29 19:30;21735;1412;614;0;0;23761
2022-04-29 20:30;22307;1457;619;0;0;24383
2022-04-29 21:30;21536;1324;624;0;0;23484
2022-04-29 22:30;20620;1222;625;0;0;22467
2022-04-29 23:30;20197;1082;624;0;0;21903
2022-04-30 00:30;19082;1114;623;0;0;20819
2022-04-30 01:30;18809;1140;623;0;0;20572
2022-04-30 02:30;19062;1096;624;0;0;20782
2022-04-30 03:30;19007;1037;622;0;0;20666
2022-04-30 04:30;19569;1072;623;0;0;21264
2022-04-30 05:30;19987;1102;621;0;0;21710
2022-04-30 06:30;20825;1032;617;0;0;22474
2022-04-30 07:30;21514;948;622;1;0;23085
2022-04-30 08:30;21602;859;624;5;0;23090
2022-04-30 09:30;21754;755;623;7;0;23139
2022-04-30 10:30;21676;698;627;9;0;23010
2022-04-30 11:30;21209;741;622;9;0;22581
2022-04-30 12:30;20733;814;631;9;0;22187
2022-04-30 13:30;19919;888;636;9;0;21452
2022-04-30 14:30;19409;959;633;9;0;21010
2022-04-30 15:30;18897;923;629;9;0;20458
2022-04-30 16:30;19032;867;628;7;0;20534
2022-04-30 17:30;19288;852;629;5;0;20774
2022-04-30 18:30;19211;939;629;1;0;20780
2022-04-30 19:30;19195;973;631;0;0;20799
2022-04-30 20:30;19664;1113;631;0;0;21408
2022-04-30 21:30;19051;1188;632;0;0;20871
2022-04-30 22:30;18462;1135;630;0;0;20227
2022-04-30 23:30;18023;1010;632;0;0;19665
2022-05-01 00:30;17426;893;632;0;0;18951
2022-05-01 01:30;17288;779;637;0;0;18704
2022-05-01 02:30;17714;648;631;0;0;18993
2022-05-01 03:30;17885;657;625;0;0;19167
2022-05-01 04:30;18280;626;627;0;0;19533
2022-05-01 05:30;18933;588;625;0;0;20146
2022-05-01 06:30;19440;466;627;0;0;20533
2022-05-01 07:30;19886;409;629;1;0;20925
2022-05-01 08:30;19970;487;629;5;0;21091
2022-05-01 09:30;20365;497;630;7;0;21499
2022-05-01 10:30;20123;550;630;9;0;21312
2022-05-01 11:30;19874;579;633;9;0;21095
2022-05-01 12:30;19795;676;618;9;0;21098
2022-05-01 13:30;18797;744;626;9;0;20176
2022-05-01 14:30;18292;825;622;9;0;19748
2022-05-01 15:30;18233;849;622;9;0;19713
2022-05-01 16:30;18444;787;626;7;0;19864
2022-05-01 17:30;19311;691;626;5;0;20633
2022-05-01 18:30;19736;587;627;1;0;20951
2022-05-01 19:30;20057;443;628;0;0;21128
2022-05-01 20:30;20165;551;628;0;0;21344
2022-05-01 21:30;19427;545;631;0;0;20603
2022-05-01 22:30;18024;662;632;0;0;19318
2022-05-01 23:30;16895;765;629;0;0;18289
