Date;Hydraulique;Eolien;Autres;Solaire;Thermique;Total 
2022-01-01 00:30;24254;599;546;0;0;25399
2022-01-01 01:30;23915;585;544;0;0;25044
2022-01-01 02:30;23201;560;566;0;0;24327
2022-01-01 03:30;23225;620;565;0;0;24410
2022-01-01 04:30;23272;689;564;0;0;24525
2022-01-01 05:30;23353;866;564;0;0;24783
2022-01-01 06:30;24028;935;564;0;0;25527
2022-01-01 07:30;24870;1029;562;0;0;26461
2022-01-01 08:30;25503;1127;563;0;0;27193
2022-01-01 09:30;26093;1342;563;0;0;27998
2022-01-01 10:30;26474;1440;562;0;0;28476
2022-01-01 11:30;26773;1328;562;0;0;28663
2022-01-01 12:30;26618;1277;562;0;0;28457
2022-01-01 13:30;26126;1450;562;0;0;28138
2022-01-01 14:30;25934;1316;562;0;0;27812
2022-01-01 15:30;26629;1025;563;0;0;28217
2022-01-01 16:30;28243;802;562;0;0;29607
2022-01-01 17:30;29955;657;563;0;0;31175
2022-01-01 18:30;28466;532;563;0;0;29561
2022-01-01 19:30;27376;478;562;0;0;28416
2022-01-01 20:30;26658;315;561;0;0;27534
2022-01-01 21:30;26190;311;561;0;0;27062
2022-01-01 22:30;25534;359;562;0;0;26455
2022-01-01 23:30;24428;471;560;0;0;25459
2022-01-02 00:30;23719;578;561;0;0;24858
2022-01-02 01:30;23233;599;563;0;0;24395
2022-01-02 02:30;23543;452;562;0;0;24557
2022-01-02 03:30;24032;410;560;0;0;25002
2022-01-02 04:30;24981;425;560;0;0;25966
2022-01-02 05:30;25556;408;561;0;0;26525
2022-01-02 06:30;26709;479;560;0;0;27748
2022-01-02 07:30;28092;435;560;0;0;29087
2022-01-02 08:30;29119;465;559;0;0;30143
2022-01-02 09:30;30818;596;560;0;0;31974
2022-01-02 10:30;32425;491;560;0;0;33476
2022-01-02 11:30;32941;396;561;0;0;33898
2022-01-02 12:30;32574;457;560;0;0;33591
2022-01-02 13:30;32776;418;561;0;0;33755
2022-01-02 14:30;32701;447;560;0;0;33708
2022-01-02 15:30;33322;509;562;0;0;34393
2022-01-02 16:30;34929;626;561;0;0;36116
2022-01-02 17:30;35783;674;562;0;0;37019
2022-01-02 18:30;35276;792;563;0;0;36631
2022-01-02 19:30;34734;880;563;0;0;36177
2022-01-02 20:30;34152;978;563;0;0;35693
2022-01-02 21:30;33324;1189;562;0;0;35075
2022-01-02 22:30;32281;1397;563;0;0;34241
2022-01-02 23:30;31385;1486;563;0;0;33434
2022-01-03 00:30;31051;1549;563;0;0;33163
2022-01-03 01:30;30972;1589;563;0;0;33124
2022-01-03 02:30;31571;1497;562;0;0;33630
2022-01-03 03:30;31688;1323;563;0;0;33574
2022-01-03 04:30;32311;1402;561;0;0;34274
2022-01-03 05:30;34114;1292;561;0;0;35967
2022-01-03 06:30;35414;1396;562;0;0;37372
2022-01-03 07:30;36838;1292;563;0;0;38693
2022-01-03 08:30;36974;1149;563;0;0;38686
2022-01-03 09:30;36079;1063;562;0;0;37704
2022-01-03 10:30;35622;849;560;0;0;37031
2022-01-03 11:30;35071;801;565;0;0;36437
2022-01-03 12:30;34582;748;558;1;0;35889
2022-01-03 13:30;34134;650;560;1;0;35345
2022-01-03 14:30;34250;600;562;0;0;35412
2022-01-03 15:30;35007;606;561;0;0;36174
2022-01-03 16:30;35661;689;563;0;0;36913
2022-01-03 17:30;36547;746;560;0;0;37853
2022-01-03 18:30;36316;880;561;0;0;37757
2022-01-03 19:30;35633;906;562;0;0;37101
2022-01-03 20:30;35818;823;563;0;0;37204
2022-01-03 21:30;36430;675;562;0;0;37667
2022-01-03 22:30;36274;496;564;0;0;37334
2022-01-03 23:30;35683;446;563;0;0;36692
2022-01-04 00:30;35092;379;563;0;0;36034
2022-01-04 01:30;33820;512;563;0;408;35303
2022-01-04 02:30;33382;754;564;0;410;35110
2022-01-04 03:30;33313;706;564;0;408;34991
2022-01-04 04:30;31550;709;562;0;0;32821
2022-01-04 05:30;32076;921;558;0;403;33958
2022-01-04 06:30;32346;944;560;0;0;33850
2022-01-04 07:30;33982;1047;556;0;0;35585
2022-01-04 08:30;35191;1147;556;0;0;36894
2022-01-04 09:30;35848;1203;556;0;0;37607
2022-01-04 10:30;35729;1122;556;0;0;37407
2022-01-04 11:30;34739;1149;558;0;0;36446
2022-01-04 12:30;34518;1070;559;0;0;36147
2022-01-04 13:30;34387;1065;557;0;195;36204
2022-01-04 14:30;34372;1035;558;0;193;36158
2022-01-04 15:30;34590;1137;563;0;390;36680
2022-01-04 16:30;35051;1283;562;0;98;36994
2022-01-04 17:30;35378;1244;561;0;0;37183
2022-01-04 18:30;34967;1284;560;0;0;36811
2022-01-04 19:30;33317;1257;560;0;0;35134
2022-01-04 20:30;33308;1227;562;0;0;35097
2022-01-04 21:30;33215;1184;559;0;0;34958
2022-01-04 22:30;31163;1142;557;0;0;32862
2022-01-04 23:30;29605;1051;564;0;0;31220
2022-01-05 00:30;28999;978;564;0;0;30541
2022-01-05 01:30;28737;961;561;0;0;30259
2022-01-05 02:30;28856;754;559;0;0;30169
2022-01-05 03:30;29162;740;558;0;0;30460
2022-01-05 04:30;29620;559;557;0;0;30736
2022-01-05 05:30;30618;514;552;0;0;31684
2022-01-05 06:30;32642;504;551;0;0;33697
2022-01-05 07:30;33878;499;552;0;0;34929
2022-01-05 08:30;34279;526;553;0;0;35358
2022-01-05 09:30;33569;558;554;0;0;34681
2022-01-05 10:30;33005;598;551;0;0;34154
2022-01-05 11:30;32311;628;553;1;0;33493
2022-01-05 12:30;31345;653;553;2;0;32553
2022-01-05 13:30;31437;527;554;3;0;32521
2022-01-05 14:30;32062;468;554;0;0;33084
2022-01-05 15:30;32398;472;553;0;0;33423
2022-01-05 16:30;33262;511;552;0;0;34325
2022-01-05 17:30;34299;531;550;0;0;35380
2022-01-05 18:30;33414;454;550;0;0;34418
2022-01-05 19:30;32615;420;552;0;0;33587
2022-01-05 20:30;31577;395;554;0;0;32526
2022-01-05 21:30;30656;331;555;0;0;31542
2022-01-05 22:30;29640;256;556;0;0;30452
2022-01-05 23:30;28576;286;555;0;0;29417
2022-01-06 00:30;27909;347;552;0;0;28808
2022-01-06 01:30;27195;593;553;0;0;28341
2022-01-06 02:30;26464;770;554;0;0;27788
2022-01-06 03:30;26494;1014;555;0;0;28063
2022-01-06 04:30;26855;1079;555;0;0;28489
2022-01-06 05:30;27903;1021;554;0;0;29478
2022-01-06 06:30;30106;1041;553;0;0;31700
2022-01-06 07:30;31979;1060;557;0;0;33596
2022-01-06 08:30;32255;983;562;0;0;33800
2022-01-06 09:30;32000;1000;565;0;0;33565
2022-01-06 10:30;32135;911;566;1;0;33613
2022-01-06 11:30;32394;787;567;0;0;33748
2022-01-06 12:30;32026;755;567;1;0;33349
2022-01-06 13:30;32344;725;521;1;0;33591
2022-01-06 14:30;32280;644;521;0;0;33445
2022-01-06 15:30;32935;595;520;1;0;34051
2022-01-06 16:30;34269;530;521;0;0;35320
2022-01-06 17:30;35385;426;520;0;0;36331
2022-01-06 18:30;34609;402;520;0;0;35531
2022-01-06 19:30;34236;379;521;0;0;35136
2022-01-06 20:30;33983;286;523;0;0;34792
2022-01-06 21:30;33976;123;521;0;0;34620
2022-01-06 22:30;33201;116;523;0;0;33840
2022-01-06 23:30;31815;233;525;0;0;32573
2022-01-07 00:30;31006;137;525;0;0;31668
2022-01-07 01:30;30833;94;524;0;0;31451
2022-01-07 02:30;30745;55;519;0;0;31319
2022-01-07 03:30;30797;50;520;0;0;31367
2022-01-07 04:30;31796;88;521;0;0;32405
2022-01-07 05:30;32666;173;521;0;0;33360
2022-01-07 06:30;33921;214;519;0;0;34654
2022-01-07 07:30;35394;270;519;0;0;36183
2022-01-07 08:30;36018;289;516;0;0;36823
2022-01-07 09:30;35211;232;513;0;0;35956
2022-01-07 10:30;34796;205;517;1;0;35519
2022-01-07 11:30;34378;203;517;1;0;35099
2022-01-07 12:30;34377;176;534;1;0;35088
2022-01-07 13:30;34116;185;534;0;0;34835
2022-01-07 14:30;33909;301;535;0;0;34745
2022-01-07 15:30;34130;418;537;0;0;35085
2022-01-07 16:30;34673;765;536;0;0;35974
2022-01-07 17:30;35378;999;536;0;0;36913
2022-01-07 18:30;34659;1119;538;0;0;36316
2022-01-07 19:30;34263;1246;538;0;0;36047
2022-01-07 20:30;33867;1349;537;0;0;35753
2022-01-07 21:30;33048;1467;535;0;0;35050
2022-01-07 22:30;32542;1499;536;0;0;34577
2022-01-07 23:30;32072;1096;533;0;0;33701
2022-01-08 00:30;31274;1594;535;0;0;33403
2022-01-08 01:30;31240;1766;533;0;0;33539
2022-01-08 02:30;31483;1973;533;0;0;33989
2022-01-08 03:30;31638;1760;531;0;0;33929
2022-01-08 04:30;32592;1680;531;0;0;34803
2022-01-08 05:30;33431;2022;532;0;0;35985
2022-01-08 06:30;34549;1592;532;0;0;36673
2022-01-08 07:30;35773;1913;528;0;0;38214
2022-01-08 08:30;36012;1801;523;0;0;38336
2022-01-08 09:30;35905;1462;526;1;0;37894
2022-01-08 10:30;35215;1218;527;1;0;36961
2022-01-08 11:30;34496;1177;522;2;0;36197
2022-01-08 12:30;33369;1368;522;3;0;35262
2022-01-08 13:30;32879;1323;502;2;0;34706
2022-01-08 14:30;32439;1220;501;1;0;34161
2022-01-08 15:30;33969;1349;503;0;0;35821
2022-01-08 16:30;35286;1699;504;0;0;37489
2022-01-08 17:30;35880;1896;501;0;0;38277
2022-01-08 18:30;35416;1909;501;0;0;37826
2022-01-08 19:30;34705;1744;504;0;0;36953
2022-01-08 20:30;34399;1655;507;0;0;36561
2022-01-08 21:30;33964;1611;508;0;0;36083
2022-01-08 22:30;32439;1576;506;0;0;34521
2022-01-08 23:30;30701;1713;504;0;0;32918
2022-01-09 00:30;30364;1820;503;0;0;32687
2022-01-09 01:30;29727;1973;504;0;0;32204
2022-01-09 02:30;28723;2243;502;0;0;31468
2022-01-09 03:30;28778;2402;501;0;0;31681
2022-01-09 04:30;28453;2326;500;0;0;31279
2022-01-09 05:30;28900;2299;500;0;0;31699
2022-01-09 06:30;29472;2248;499;0;0;32219
2022-01-09 07:30;29607;2315;498;0;0;32420
2022-01-09 08:30;30216;2354;498;0;0;33068
2022-01-09 09:30;30932;2345;497;0;0;33774
2022-01-09 10:30;31572;2372;498;0;0;34442
2022-01-09 11:30;31282;2353;498;0;0;34133
2022-01-09 12:30;31078;2716;497;0;0;34291
2022-01-09 13:30;30608;2609;528;0;0;33745
2022-01-09 14:30;30456;2599;524;0;0;33579
2022-01-09 15:30;30185;2601;525;0;0;33311
2022-01-09 16:30;31124;2398;529;0;0;34051
2022-01-09 17:30;32035;2312;529;0;0;34876
2022-01-09 18:30;30971;2282;528;0;0;33781
2022-01-09 19:30;30217;2192;527;0;0;32936
2022-01-09 20:30;29738;2199;526;0;0;32463
2022-01-09 21:30;28772;2167;527;0;0;31466
2022-01-09 22:30;27798;2022;529;0;0;30349
2022-01-09 23:30;26812;2247;528;0;0;29587
2022-01-10 00:30;26166;2476;526;0;0;29168
2022-01-10 01:30;26110;2122;526;0;0;28758
2022-01-10 02:30;26482;2371;527;0;0;29380
2022-01-10 03:30;26939;2326;527;0;0;29792
2022-01-10 04:30;27922;2221;529;0;0;30672
2022-01-10 05:30;29843;2286;527;0;0;32656
2022-01-10 06:30;32813;2280;527;0;0;35620
2022-01-10 07:30;34860;2276;527;0;0;37663
2022-01-10 08:30;35292;2470;526;0;0;38288
2022-01-10 09:30;34268;2463;526;4;0;37261
2022-01-10 10:30;33567;2434;524;4;0;36529
2022-01-10 11:30;32105;2395;520;4;0;35024
2022-01-10 12:30;31776;2077;533;6;0;34392
2022-01-10 13:30;31688;2418;536;5;0;34647
2022-01-10 14:30;31265;2064;538;3;0;33870
2022-01-10 15:30;32725;2020;539;2;0;35286
2022-01-10 16:30;35461;1962;539;0;0;37962
2022-01-10 17:30;35826;1993;539;0;0;38358
2022-01-10 18:30;35518;2064;544;0;0;38126
2022-01-10 19:30;35101;2186;545;0;0;37832
2022-01-10 20:30;35453;2084;547;0;0;38084
2022-01-10 21:30;35477;2376;545;0;0;38398
2022-01-10 22:30;35023;2096;542;0;0;37661
2022-01-10 23:30;34798;2031;543;0;0;37372
2022-01-11 00:30;34491;2100;544;0;0;37135
2022-01-11 01:30;35172;2270;543;0;0;37985
2022-01-11 02:30;34899;2271;543;0;0;37713
2022-01-11 03:30;34802;2220;542;0;0;37564
2022-01-11 04:30;34898;1820;544;0;0;37262
2022-01-11 05:30;35217;1765;544;0;0;37526
2022-01-11 06:30;34979;2098;543;0;0;37620
2022-01-11 07:30;36509;1799;542;0;0;38850
2022-01-11 08:30;37318;2222;541;1;0;40082
2022-01-11 09:30;36906;2090;536;4;0;39536
2022-01-11 10:30;35942;2028;532;5;0;38507
2022-01-11 11:30;36215;1992;530;8;0;38745
2022-01-11 12:30;35998;1988;524;8;0;38518
2022-01-11 13:30;35799;1635;522;7;0;37963
2022-01-11 14:30;35670;1897;526;5;0;38098
2022-01-11 15:30;35008;1873;525;3;0;37409
2022-01-11 16:30;35750;2028;527;0;0;38305
2022-01-11 17:30;36053;2201;528;0;0;38782
2022-01-11 18:30;35185;1927;531;0;0;37643
2022-01-11 19:30;34637;2034;529;0;0;37200
2022-01-11 20:30;34525;2284;531;0;0;37340
2022-01-11 21:30;34219;2147;531;0;0;36897
2022-01-11 22:30;34284;2010;531;0;0;36825
2022-01-11 23:30;34023;1951;530;0;0;36504
2022-01-12 00:30;34594;1935;531;0;0;37060
2022-01-12 01:30;34662;1940;528;0;0;37130
2022-01-12 02:30;34397;1890;529;0;0;36816
2022-01-12 03:30;33825;2114;528;0;0;36467
2022-01-12 04:30;33929;2301;527;0;0;36757
2022-01-12 05:30;34423;2444;523;0;0;37390
2022-01-12 06:30;35148;2182;522;0;0;37852
2022-01-12 07:30;36251;2225;523;0;0;38999
2022-01-12 08:30;36424;2278;522;0;0;39224
2022-01-12 09:30;36843;2285;522;1;0;39651
2022-01-12 10:30;36149;2134;524;1;0;38808
2022-01-12 11:30;36159;2406;524;1;0;39090
2022-01-12 12:30;36157;2214;528;0;0;38899
2022-01-12 13:30;36316;1957;530;0;294;39097
2022-01-12 14:30;35893;1558;531;0;0;37982
2022-01-12 15:30;36035;1177;533;0;0;37745
2022-01-12 16:30;36075;971;531;0;0;37577
2022-01-12 17:30;35865;760;532;0;0;37157
2022-01-12 18:30;35632;676;537;0;0;36845
2022-01-12 19:30;35489;603;543;0;0;36635
2022-01-12 20:30;35028;587;543;0;0;36158
2022-01-12 21:30;34711;638;543;0;0;35892
2022-01-12 22:30;33939;533;545;0;0;35017
2022-01-12 23:30;31998;434;546;0;0;32978
2022-01-13 00:30;32233;319;542;0;0;33094
2022-01-13 01:30;32278;187;539;0;0;33004
2022-01-13 02:30;32435;114;539;0;0;33088
2022-01-13 03:30;32621;37;539;0;0;33197
2022-01-13 04:30;32662;19;538;0;0;33219
2022-01-13 05:30;34353;40;540;0;0;34933
2022-01-13 06:30;35813;105;540;0;0;36458
2022-01-13 07:30;36677;200;539;0;0;37416
2022-01-13 08:30;37283;212;535;0;0;38030
2022-01-13 09:30;36285;195;535;0;0;37015
2022-01-13 10:30;35347;147;539;0;0;36033
2022-01-13 11:30;35175;179;537;0;0;35891
2022-01-13 12:30;35550;209;540;0;0;36299
2022-01-13 13:30;35797;167;537;0;0;36501
2022-01-13 14:30;35249;181;537;0;0;35967
2022-01-13 15:30;34770;242;532;0;0;35544
2022-01-13 16:30;35285;400;533;0;0;36218
2022-01-13 17:30;36300;715;534;0;0;37549
2022-01-13 18:30;36024;906;538;0;0;37468
2022-01-13 19:30;35736;902;544;0;0;37182
2022-01-13 20:30;34589;985;547;0;0;36121
2022-01-13 21:30;34219;1077;546;0;0;35842
2022-01-13 22:30;32795;1005;546;0;0;34346
2022-01-13 23:30;31539;986;545;0;0;33070
2022-01-14 00:30;30249;900;546;0;0;31695
2022-01-14 01:30;30125;833;546;0;0;31504
2022-01-14 02:30;30185;711;545;0;0;31441
2022-01-14 03:30;30002;670;545;0;0;31217
2022-01-14 04:30;30577;603;543;0;0;31723
2022-01-14 05:30;31417;549;542;0;0;32508
2022-01-14 06:30;32697;539;539;0;0;33775
2022-01-14 07:30;34252;489;537;0;0;35278
2022-01-14 08:30;34456;484;536;0;0;35476
2022-01-14 09:30;34172;618;535;0;0;35325
2022-01-14 10:30;33157;728;533;0;0;34418
2022-01-14 11:30;32699;795;533;1;0;34028
2022-01-14 12:30;31988;934;525;1;0;33448
2022-01-14 13:30;31783;1103;533;1;0;33420
2022-01-14 14:30;31602;1350;538;0;0;33490
2022-01-14 15:30;32276;1741;536;0;0;34553
2022-01-14 16:30;33579;1655;535;0;0;35769
2022-01-14 17:30;34991;1852;538;0;0;37381
2022-01-14 18:30;34772;2270;541;0;0;37583
2022-01-14 19:30;35134;2001;540;0;0;37675
2022-01-14 20:30;34977;2039;536;0;0;37552
2022-01-14 21:30;34226;2039;534;0;0;36799
2022-01-14 22:30;34960;2048;538;0;0;37546
2022-01-14 23:30;34231;2025;539;0;0;36795
2022-01-15 00:30;33829;1964;539;0;0;36332
2022-01-15 01:30;33376;1941;539;0;0;35856
2022-01-15 02:30;33191;1976;538;0;0;35705
2022-01-15 03:30;33280;1982;538;0;0;35800
2022-01-15 04:30;34106;2006;539;0;0;36651
2022-01-15 05:30;34993;1991;538;0;0;37522
2022-01-15 06:30;36325;1965;538;0;0;38828
2022-01-15 07:30;36607;2002;538;0;0;39147
2022-01-15 08:30;36559;2031;539;0;0;39129
2022-01-15 09:30;36683;2015;539;1;0;39238
2022-01-15 10:30;35385;1998;537;1;0;37921
2022-01-15 11:30;35587;2093;534;1;0;38215
2022-01-15 12:30;35676;2265;534;1;0;38476
2022-01-15 13:30;35842;2322;536;1;0;38701
2022-01-15 14:30;35414;2378;535;1;0;38328
2022-01-15 15:30;35001;2384;537;0;0;37922
2022-01-15 16:30;36751;2443;539;0;0;39733
2022-01-15 17:30;37147;2467;539;0;403;40556
2022-01-15 18:30;35805;2325;539;0;405;39074
2022-01-15 19:30;35687;2235;539;0;216;38677
2022-01-15 20:30;36026;2209;539;0;0;38774
2022-01-15 21:30;36105;2194;533;0;0;38832
2022-01-15 22:30;35107;2104;533;0;0;37744
2022-01-15 23:30;33271;1956;531;0;0;35758
2022-01-16 00:30;33416;2510;531;0;0;36457
2022-01-16 01:30;33449;2611;531;0;0;36591
2022-01-16 02:30;33851;2706;531;0;0;37088
2022-01-16 03:30;33985;2311;531;0;0;36827
2022-01-16 04:30;34090;2277;531;0;0;36898
2022-01-16 05:30;34467;2209;531;0;0;37207
2022-01-16 06:30;34962;2065;530;0;0;37557
2022-01-16 07:30;35670;2070;531;0;0;38271
2022-01-16 08:30;35638;2450;535;0;0;38623
2022-01-16 09:30;34837;2176;535;1;0;37549
2022-01-16 10:30;34293;1880;535;1;0;36709
2022-01-16 11:30;33648;1718;535;1;0;35902
2022-01-16 12:30;33111;1664;529;1;0;35305
2022-01-16 13:30;33476;1530;528;1;0;35535
2022-01-16 14:30;34833;1534;529;1;0;36897
2022-01-16 15:30;33890;1623;531;0;0;36044
2022-01-16 16:30;34940;1832;533;0;0;37305
2022-01-16 17:30;36246;2035;536;0;0;38817
2022-01-16 18:30;35582;2212;535;0;0;38329
2022-01-16 19:30;35465;2273;534;0;0;38272
2022-01-16 20:30;34796;2312;533;0;0;37641
2022-01-16 21:30;34047;1968;532;0;0;36547
2022-01-16 22:30;33851;2218;533;0;0;36602
2022-01-16 23:30;31614;2268;533;0;0;34415
2022-01-17 00:30;31654;1916;533;0;0;34103
2022-01-17 01:30;31591;2272;533;0;0;34396
2022-01-17 02:30;31140;2246;534;0;0;33920
2022-01-17 03:30;30851;2226;533;0;0;33610
2022-01-17 04:30;32458;2212;532;0;0;35202
2022-01-17 05:30;33637;2184;531;0;0;36352
2022-01-17 06:30;33293;2119;532;0;0;35944
2022-01-17 07:30;34192;2074;531;0;0;36797
2022-01-17 08:30;34077;2376;530;0;0;36983
2022-01-17 09:30;34812;2715;530;0;0;38057
2022-01-17 10:30;34539;2793;527;0;0;37859
2022-01-17 11:30;34599;2386;527;0;0;37512
2022-01-17 12:30;35234;2654;521;0;0;38409
2022-01-17 13:30;34521;2459;524;0;0;37504
2022-01-17 14:30;33887;2477;527;0;0;36891
2022-01-17 15:30;33327;2654;528;0;0;36509
2022-01-17 16:30;33955;2708;531;0;0;37194
2022-01-17 17:30;34639;2388;534;0;0;37561
2022-01-17 18:30;34654;2057;533;0;0;37244
2022-01-17 19:30;34128;2004;532;0;0;36664
2022-01-17 20:30;33224;1968;532;0;0;35724
2022-01-17 21:30;32022;1889;533;0;0;34444
2022-01-17 22:30;30711;2369;533;0;0;33613
2022-01-17 23:30;29597;2145;533;0;0;32275
2022-01-18 00:30;29324;2102;531;0;0;31957
2022-01-18 01:30;29284;2110;529;0;0;31923
2022-01-18 02:30;28550;2409;528;0;0;31487
2022-01-18 03:30;28946;2553;528;0;0;32027
2022-01-18 04:30;29421;2718;526;0;0;32665
2022-01-18 05:30;31301;2326;524;0;0;34151
2022-01-18 06:30;33811;2383;524;0;0;36718
2022-01-18 07:30;35852;2375;524;0;0;38751
2022-01-18 08:30;35391;2493;526;0;0;38410
2022-01-18 09:30;34292;2696;524;0;0;37512
2022-01-18 10:30;33316;2381;515;0;0;36212
2022-01-18 11:30;32656;2587;518;1;0;35762
2022-01-18 12:30;31775;2677;522;1;0;34975
2022-01-18 13:30;31809;2745;522;1;0;35077
2022-01-18 14:30;31907;2791;522;1;0;35221
2022-01-18 15:30;33142;2933;521;0;0;36596
2022-01-18 16:30;34443;2829;521;0;0;37793
2022-01-18 17:30;36303;2709;524;0;0;39536
2022-01-18 18:30;36131;2760;528;0;0;39419
2022-01-18 19:30;35778;2643;526;0;0;38947
2022-01-18 20:30;35255;2489;523;0;0;38267
2022-01-18 21:30;35207;2406;526;0;0;38139
2022-01-18 22:30;34351;2364;527;0;0;37242
2022-01-18 23:30;32011;2177;528;0;0;34716
2022-01-19 00:30;32577;1903;526;0;0;35006
2022-01-19 01:30;32047;1789;524;0;0;34360
2022-01-19 02:30;32150;1726;525;0;0;34401
2022-01-19 03:30;32191;1539;523;0;0;34253
2022-01-19 04:30;32546;1396;524;0;0;34466
2022-01-19 05:30;34272;1272;523;0;0;36067
2022-01-19 06:30;34851;1373;519;0;0;36743
2022-01-19 07:30;35537;1321;517;0;0;37375
2022-01-19 08:30;35942;1296;517;0;0;37755
2022-01-19 09:30;36248;1335;517;0;0;38100
2022-01-19 10:30;36556;1170;522;0;0;38248
2022-01-19 11:30;36658;1060;524;0;0;38242
2022-01-19 12:30;36448;1016;529;0;296;38289
2022-01-19 13:30;36587;920;530;0;198;38235
2022-01-19 14:30;35121;1010;531;0;0;36662
2022-01-19 15:30;34926;1126;533;0;0;36585
2022-01-19 16:30;35026;1283;530;0;0;36839
2022-01-19 17:30;35725;1406;529;0;0;37660
2022-01-19 18:30;35747;1554;527;0;0;37828
2022-01-19 19:30;35049;1742;528;0;0;37319
2022-01-19 20:30;34151;1809;532;0;0;36492
2022-01-19 21:30;32961;1634;532;0;0;35127
2022-01-19 22:30;32572;1599;526;0;0;34697
2022-01-19 23:30;30320;1612;523;0;0;32455
2022-01-20 00:30;30604;1692;525;0;0;32821
2022-01-20 01:30;30378;1661;525;0;0;32564
2022-01-20 02:30;30462;1732;527;0;0;32721
2022-01-20 03:30;29052;1798;527;0;389;31766
2022-01-20 04:30;31369;2005;525;0;0;33899
2022-01-20 05:30;33057;1977;525;0;0;35559
2022-01-20 06:30;34495;2138;525;0;0;37158
2022-01-20 07:30;35715;2227;525;0;0;38467
2022-01-20 08:30;36074;2003;524;0;0;38601
2022-01-20 09:30;35353;1632;520;0;0;37505
2022-01-20 10:30;33955;1651;505;1;0;36112
2022-01-20 11:30;33829;1785;503;1;0;36118
2022-01-20 12:30;33519;1840;513;1;0;35873
2022-01-20 13:30;33095;1888;518;1;0;35502
2022-01-20 14:30;32813;1886;522;0;0;35221
2022-01-20 15:30;33186;1883;523;0;0;35592
2022-01-20 16:30;34399;1823;527;0;0;36749
2022-01-20 17:30;36497;2052;523;0;0;39072
2022-01-20 18:30;35811;2111;524;0;0;38446
2022-01-20 19:30;35805;2019;522;0;0;38346
2022-01-20 20:30;35388;2006;520;0;0;37914
2022-01-20 21:30;35536;1810;520;0;0;37866
2022-01-20 22:30;34063;1809;523;0;0;36395
2022-01-20 23:30;32053;1930;523;0;0;34506
2022-01-21 00:30;31374;1819;526;0;0;33719
2022-01-21 01:30;31675;1873;526;0;0;34074
2022-01-21 02:30;32214;1817;526;0;0;34557
2022-01-21 03:30;33032;1720;525;0;0;35277
2022-01-21 04:30;33215;1645;526;0;0;35386
2022-01-21 05:30;34322;1587;525;0;0;36434
2022-01-21 06:30;34553;1606;525;0;0;36684
2022-01-21 07:30;36059;1474;525;0;0;38058
2022-01-21 08:30;36512;1355;526;0;0;38393
2022-01-21 09:30;35601;1061;525;0;0;37187
2022-01-21 10:30;34087;902;526;1;0;35516
2022-01-21 11:30;33277;780;525;1;0;34583
2022-01-21 12:30;34387;685;528;1;0;35601
2022-01-21 13:30;34985;545;528;1;0;36059
2022-01-21 14:30;35043;548;529;0;0;36120
2022-01-21 15:30;34104;604;528;0;0;35236
2022-01-21 16:30;34713;843;528;0;0;36084
2022-01-21 17:30;36089;1180;529;0;0;37798
2022-01-21 18:30;35683;1222;530;0;0;37435
2022-01-21 19:30;35326;1243;533;0;0;37102
2022-01-21 20:30;35080;1301;533;0;0;36914
2022-01-21 21:30;34781;1368;532;0;0;36681
2022-01-21 22:30;35304;1235;532;0;0;37071
2022-01-21 23:30;35085;1134;533;0;0;36752
2022-01-22 00:30;34154;1058;534;0;0;35746
2022-01-22 01:30;35027;1098;534;0;0;36659
2022-01-22 02:30;34585;991;533;0;0;36109
2022-01-22 03:30;34818;954;533;0;0;36305
2022-01-22 04:30;34753;892;529;0;0;36174
2022-01-22 05:30;34266;799;531;0;0;35596
2022-01-22 06:30;35614;751;532;0;0;36897
2022-01-22 07:30;36385;769;530;0;0;37684
2022-01-22 08:30;36297;750;530;0;0;37577
2022-01-22 09:30;35895;630;525;0;0;37050
2022-01-22 10:30;34818;496;522;1;0;35837
2022-01-22 11:30;34746;473;525;1;0;35745
2022-01-22 12:30;34660;514;527;1;0;35702
2022-01-22 13:30;34879;504;528;1;0;35912
2022-01-22 14:30;35651;601;528;1;0;36781
2022-01-22 15:30;35766;635;526;0;0;36927
2022-01-22 16:30;35390;1028;529;0;0;36947
2022-01-22 17:30;35923;1539;532;0;0;37994
2022-01-22 18:30;35038;2044;534;0;0;37616
2022-01-22 19:30;33810;2408;532;0;0;36750
2022-01-22 20:30;33662;2412;530;0;0;36604
2022-01-22 21:30;33680;2351;531;0;0;36562
2022-01-22 22:30;32505;2271;531;0;0;35307
2022-01-22 23:30;32263;2276;531;0;0;35070
2022-01-23 00:30;31812;2420;530;0;0;34762
2022-01-23 01:30;31373;2459;529;0;0;34361
2022-01-23 02:30;30670;2476;529;0;0;33675
2022-01-23 03:30;31111;2605;528;0;0;34244
2022-01-23 04:30;31285;2593;528;0;0;34406
2022-01-23 05:30;31927;2703;529;0;0;35159
2022-01-23 06:30;32670;2638;528;0;0;35836
2022-01-23 07:30;33766;2534;526;0;0;36826
2022-01-23 08:30;34349;2427;525;0;0;37301
2022-01-23 09:30;34143;2234;527;0;0;36904
2022-01-23 10:30;33628;1966;527;1;0;36122
2022-01-23 11:30;32557;1968;527;1;0;35053
2022-01-23 12:30;31768;1902;527;1;0;34198
2022-01-23 13:30;31201;1926;526;0;0;33653
2022-01-23 14:30;30387;1749;529;1;0;32666
2022-01-23 15:30;31144;1728;525;0;0;33397
